Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2017-10-02,013-001-094-051-001,013-001-094-051,1,Public Petitions Committee,Announcement by Mr Speaker,OS,
2017-10-02,013-001-094-051-002,013-001-094-051,2,Surveillance of Maritime Traffic,,OA,
2017-10-02,013-001-094-051-003,013-001-094-051,3,Reviews on Vessel Traffic Information System to Enhance Navigational Safety,,OA,
2017-10-02,013-001-094-051-004,013-001-094-051,4,Decisions to Build Bukit Panjang LRT System,,OA,
2017-10-02,013-001-094-051-005,013-001-094-051,5,Improving Reliability of Bukit Panjang LRT System,,OA,
2017-10-02,013-001-094-051-006,013-001-094-051,6,Findings on Improper Payments in Auditor-General's Report,,OA,
2017-10-02,013-001-094-051-007,013-001-094-051,7,Review and Publish Results of Government's Measures to Reduce Socio-economic Inequality,,OA,
2017-10-02,013-001-094-051-008,013-001-094-051,8,Encouraging Production Companies to Use Facilities at Mediapolis@One-North,,OA,
2017-10-02,013-001-094-051-009,013-001-094-051,9,Monitoring Use of Telecommunication and Internet Services for Online and Phone Scams,,OA,
2017-10-02,013-001-094-051-010,013-001-094-051,10,Statistics on Success of Direct School Admission (Sports) Programme and Singapore Sports School,,OA,
2017-10-02,013-001-094-051-011,013-001-094-051,11,Applications from International Students for Local Schools,,OA,
2017-10-02,013-001-094-051-012,013-001-094-051,12,Strengthen Recruitment and Hiring Practices,,OA,
2017-10-02,013-001-094-051-013,013-001-094-051,13,Protection for Self-employed Persons who Offer Delivery Services,,OA,
2017-10-02,013-001-094-051-014,013-001-094-051,14,Declarations by Town Councils of Secretaries who Fall under New Disqualification Criteria,,OA,
2017-10-02,013-001-094-051-015,013-001-094-051,15,Update on Batch 10 of Estate Upgrading Programme,,OA,
2017-10-02,013-001-094-051-016,013-001-094-051,16,Increase in ComCare Assistance Cases,,OA,
2017-10-02,013-001-094-051-017,013-001-094-051,17,Reported Domestic Violence Cases against Women,,OA,
2017-10-02,013-001-094-051-018,013-001-094-051,18,Singapore-based Companies that have Invested in Government's Overseas Industrial Park Projects,,OA,
2017-10-02,013-001-094-051-019,013-001-094-051,19,"Streamlining Grants, Funding Support and Assistance Schemes with Merger of SPRING Singapore and IE Singapore",,OA,
2017-10-02,013-001-094-051-020,013-001-094-051,20,Central Provident Fund (Amendment) Bill,,BI,
2017-10-02,013-001-094-051-021,013-001-094-051,21,Workplace Safety and Health (Amendment) Bill,,BI,
2017-10-02,013-001-094-051-022,013-001-094-051,22,Massage Establishments Bill,,BI,
2017-10-02,013-001-094-051-023,013-001-094-051,23,Tobacco (Control of Advertisements and Sale) (Amendment) Bill,,BI,
2017-10-02,013-001-094-051-024,013-001-094-051,24,Travel Agents (Amendment) Bill,,BI,
2017-10-02,013-001-094-051-025,013-001-094-051,25,Sale of Food (Amendment) Bill,,BI,
2017-10-02,013-001-094-051-026,013-001-094-051,26,Maritime and Port Authority of Singapore (Amendment) Bill ,,BP,
2017-10-02,013-001-094-051-027,013-001-094-051,27,Infrastructure Protection Bill ,,BP,
2017-10-02,013-001-094-051-028,013-001-094-051,28,Audit (Amendment) Bill,,BP,
2017-10-02,013-001-094-051-029,013-001-094-051,29,Goods and Services Tax (Amendment) Bill ,,BP,
2017-10-02,013-001-094-051-030,013-001-094-051,30,Property Tax (Amendment) Bill,,BP,
2017-10-02,013-001-094-051-031,013-001-094-051,31,Income Tax (Amendment) Bill,,BP,
2017-10-02,013-001-094-051-032,013-001-094-051,32,Adjournment,,OS,
2017-10-02,013-001-094-051-033,013-001-094-051,33,Preserving Green Spaces and Heritage in Jalan Kayu Constituency ,,OS,
2017-10-02,013-001-094-051-034,013-001-094-051,34,Traffic Accidents on Causeway in Past Three Years,,WANA,
