Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-02-14,Continuous Monitoring of Vital Signs of Babies Admitted to Neonatal Intensive Care Units at Hospitals,014-001-095-083-001,Ms Hany Soh,"asked the Minister for Health (a) how many of the hospitals in Singapore currently practice continuous monitoring of vital signs on babies who are admitted to its neonatal intensive care units and special care nurseries; and (b) whether other hospitals, apart from KKH, intend to also review and enhance its monitoring procedures for newborns, in particular those born premature or with medical conditions.",1,1,014-001-095-083-001-001,1
2023-02-14,Continuous Monitoring of Vital Signs of Babies Admitted to Neonatal Intensive Care Units at Hospitals,014-001-095-083-001,The Senior Minister of State for Health (Dr Janil Puthucheary) (for the Minister for Health),"  Mr Speaker, continuous monitoring of vital signs is routinely performed for all infants admitted to Neonatal Intensive Care Units (NICUs) in all acute hospitals with neonatal care services.",1,2,014-001-095-083-001-002,2
2023-02-14,Continuous Monitoring of Vital Signs of Babies Admitted to Neonatal Intensive Care Units at Hospitals,014-001-095-083-001,The Senior Minister of State for Health (Dr Janil Puthucheary) (for the Minister for Health),"In addition to KK Women's and Children's Hospital, Singapore General Hospital and the National University Hospital are also reviewing and enhancing their monitoring measures for higher risk infants who are not admitted to the NICU but may benefit from closer monitoring.",2,3,014-001-095-083-001-003,3
2023-02-14,Continuous Monitoring of Vital Signs of Babies Admitted to Neonatal Intensive Care Units at Hospitals,014-001-095-083-001,Mr Speaker,  Ms Hany Soh.,1,4,014-001-095-083-001-004,4
2023-02-14,Continuous Monitoring of Vital Signs of Babies Admitted to Neonatal Intensive Care Units at Hospitals,014-001-095-083-001,Ms Hany Soh (Marsiling-Yew Tee),"  I thank Senior Minister of State Janil for his response. Apart from enhancing the monitoring procedures, I hope that MOH can also consider having an SOP in place whereby the hospitals are providing neonatal parental support where it is automatically activated to ensure that the helpless parents are assured of the procedures that will be in place and the essential resources available to assist them.",1,5,014-001-095-083-001-005,5
2023-02-14,Continuous Monitoring of Vital Signs of Babies Admitted to Neonatal Intensive Care Units at Hospitals,014-001-095-083-001,Dr Janil Puthucheary,  I thank the Member for her suggestion. It will be considered.,1,6,014-001-095-083-001-006,6
2023-02-14,Effect of Prices of Goods on Major E-commerce Platforms on Consumer Price Index,014-001-095-083-002,Mr Gan Thiam Poh,asked the Minister for Trade and Industry (a) whether the prices of goods on all major e-commerce platforms are taken into consideration when computing the Consumer Price Index; and (b) whether the wide diversity and competitive pricing on the e-commerce platforms have helped lower the cost of living for local residents in addition to having a stronger Singapore dollar.,1,1,014-001-095-083-002-001,7
2023-02-14,Effect of Prices of Goods on Major E-commerce Platforms on Consumer Price Index,014-001-095-083-002,The Minister of State for Trade and Industry (Mr Alvin Tan) (for the Minister for Trade and Industry),"  Mr Speaker, the prices of goods and services sold on major e-commerce platforms, such as Shopee, Lazada and Qoo10, are incorporated in the Consumer Price Index (CPI). E-commerce benefits consumers by offering them a wider choice of goods and services, at a wider range of prices. It also reduces the costs of sale such as those incurred by physical retail outlets.",1,2,014-001-095-083-002-002,8
2023-02-14,Tax Benefits Enjoyed by Family Offices in Singapore and Spin-offs for the Economy,014-001-095-083-003,Mr Yip Hon Weng,asked the Prime Minister (a) whether the Government will consider raising the hiring requirements for family offices beyond two investment professionals and incorporate creation of local jobs as a criterion; (b) how does the Ministry ensure that financial assets held by family offices in Singapore are anchored here; and (c) what is the cost-benefit analysis of the tax benefits provided to family offices in Singapore.,1,1,014-001-095-083-003-001,9
2023-02-14,Tax Benefits Enjoyed by Family Offices in Singapore and Spin-offs for the Economy,014-001-095-083-003,"The Minister of State for Culture, Community and Youth and Trade and Industry (Mr Alvin Tan) (for the Prime Minister)","  Mr Speaker, the purpose of our tax incentives for single family offices is to provide them certainty that the funds they set up will not be taxed on income derived from investments managed in Singapore. Without such certainty, funds of a single family office may be taxed in Singapore in addition to the tax that the family, as an investor, may be subject to. This would make it unattractive for single family offices to set up and invest in funds in Singapore.",1,2,014-001-095-083-003-002,10
