Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2014-05-29,012-002-092-005-001,012-002-092-005,1,Ridership on Downtown Line,,OA,
2014-05-29,012-002-092-005-002,012-002-092-005,2,Screening for Mental Health Disorders among National Service Recruits,,OA,
2014-05-29,012-002-092-005-003,012-002-092-005,3,Foreign Healthcare Staff in Public Hospitals and Polyclinics,,OA,
2014-05-29,012-002-092-005-004,012-002-092-005,4,Withdrawal of CPF Monies by Permanent Residents,,OA,
2014-05-29,012-002-092-005-005,012-002-092-005,5,HDB Main Contractors Levied with Liquidated Damages,,OA,
2014-05-29,012-002-092-005-006,012-002-092-005,6,MediShield for Secondary Depression,,OA,
2014-05-29,012-002-092-005-007,012-002-092-005,7,Good Samaritan Law,,OA,
2014-05-29,012-002-092-005-008,012-002-092-005,8,Copyright (Amendment) Bill,,BI,
2014-05-29,012-002-092-005-009,012-002-092-005,9,Mutual Assistance in Criminal Matters (Amendment) Bill,,BI,
2014-05-29,012-002-092-005-010,012-002-092-005,10,Debate on President's Address,Fourth allotted day,OS,
2014-05-29,012-002-092-005-011,012-002-092-005,11,Adjournment of Debate,,OS,
2014-05-29,012-002-092-005-012,012-002-092-005,12,Adjournment,,OS,
2014-05-29,012-002-092-005-013,012-002-092-005,13,Singapore's Leadership Position in Southeast Asia,,WA,
2014-05-29,012-002-092-005-014,012-002-092-005,14,Illegal Vehicles Operating as Taxis,,WA,
2014-05-29,012-002-092-005-015,012-002-092-005,15,Number of Vehicles Using MCE during Peak and Non-peak Hours,,WA,
2014-05-29,012-002-092-005-016,012-002-092-005,16,Singapore-Kuala Lumpur High Speed Rail Project,,WA,
2014-05-29,012-002-092-005-017,012-002-092-005,17,Exemptions of Mother Tongue Language at PSLE,,WA,
