Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Yee Jenn Jong,asked,1,1,012-001-090-004-001-001,1
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Yee Jenn Jong,asked,1,2,012-001-090-004-001-002,2
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Yee Jenn Jong,asked,1,3,012-001-090-004-001-003,3
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,The Acting Minister for Social and Family Development (Mr Chan Chun Sing), ,1,4,012-001-090-004-001-004,4
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mdm Speaker, ,1,5,012-001-090-004-001-005,5
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Chan Chun Sing,"  Mdm Speaker, the eligibility criteria for the anchor operator scheme were set to ensure that the operators' programmes are accessible to children of all backgrounds, and that the Government's funding goes towards serving the public good rather than private profit. Anchor operators are required to demonstrate financial stability and commit to meeting the quality and affordability targets set by the Ministry. The scheme is currently being reviewed and the Implementation Committee for Enhancing Pre-School Education co-chaired by MOE and MSF will announce more details by the second quarter of this year.",1,6,012-001-090-004-001-006,6
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Chan Chun Sing,"Mr Yee asked how we ensure that child care centres do not raise fees excessively in response to the recent enhancements to subsidies. First, we have designed the enhancements to give more assistance to families who require more help. Lower income families will receive more subsidy, as well as larger families with a lower per capita income. As the enhancements are not universal, it is less likely that operators can raise fees across the board. Second, we will continue to facilitate the development of more centres in areas where there is demand, and grow the number of good quality, affordable places through the anchor operator scheme to help keep overall fees in check.",2,7,012-001-090-004-001-007,7
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Chan Chun Sing,"On the number and distribution of new centres by anchor operators, it would be premature for us to update on this as the new operators have yet to be chosen and made their submissions for the new sites. We are committed to building as many centres as necessary to meet demand for good quality, affordable child care services.",3,8,012-001-090-004-001-008,8
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Yee Jenn Jong (Non-Constituency Member),"  I thank the Acting Minister for the answers. I have three supplementary questions. One for each of the Parliamentary Question I filed. The first is I want to understand the policy ideas versus other Government policies. For example, MOE is quite generous in supporting schools that have religious affiliations. They are the Government-aided schools and they get very generous support. Also, in the transport industry, public transport is run by private companies with very generous Government support. There appears to be some inconsistency with the Government policies here, and I would like a clarification from the Acting Minister.",1,9,012-001-090-004-001-009,9
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Yee Jenn Jong (Non-Constituency Member),"The second clarification is whether centres do need to get MSF permission if they wish to raise fees. And if they still raise fees after all the monitoring by MSF and after all these generous grants have been given out, what is MSF's position on this? Does MSF impose certain curbs on excessive fee increase?",2,10,012-001-090-004-001-010,10
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Yee Jenn Jong (Non-Constituency Member),"The third clarification if that I am rather concern, looking at past data, because of the very few numbers of void deck centres that are available for private operators to bid for. It has resulted in centres being bidded up to $45,000 per month rental. Anybody who operates in the industry knows that this is definitely not a viable model. But if going forward, there are too few centres allocated for the other operators and all centres have gone to the Anchor Operators, then we will have another bidding war and we will see the rents of centres going up.",3,11,012-001-090-004-001-011,11
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Chan Chun Sing,"  Mdm Speaker, I thank Mr Yee for his three supplementary questions. On the first, different sectors have different characteristics. It is different for the transport sector and different for the pre-school sector. What we are most concerned with in the pre-school sector is to ensure that we have adequate and affordable services for the mass market. There will always be parents who will require niche services, and I think they are at liberty to pursue those services. But when it comes to Government funding, we would like to use Government funding, where we can, to support the mass market options so that most of our parents would have the quality and affordable options available to them. For all the Anchor Operators that take on Government subsidies, it is incumbent upon us to ensure that they make access available to children from all backgrounds, independent of religious affiliations.",1,12,012-001-090-004-001-012,12
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Chan Chun Sing,"The other thinking is this. When we spend what is public money, then we should ensure that the public money goes on to benefit the two groups of people. One, the families and children involved. The other is the teachers providing the services that are so important in this sector. We would be very careful to design a scheme such that the public money does not go into private profit. That has been our abiding principle.",2,13,012-001-090-004-001-013,13
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Chan Chun Sing,"On the second question about how and when the childcare operators can raise fees, we have guidelines in place to ensure that if the childcare operators raise fees, they are to give adequate notice to the parents such that the parents can make the necessary adjustments if need be.",3,14,012-001-090-004-001-014,14
2013-02-06,New Childcare Centres and Childcare Fees,012-001-090-004-001,Mr Chan Chun Sing,"For the Anchor Operators, we are more stringent. We ensure that they do not raise fees beyond the industry median. So if we compared the fees of the Anchor Operators with the rest of the industry, generally, they would be below the industry median. For childcare, it would be $750 a month for the industry median; about $615 for the Anchor Operators in the HDB estates.",4,15,012-001-090-004-001-015,15
