Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2013-02-05,Distribution of COEs,012-001-090-003-001,Dr Intan Azura Mokhtar,asked,1,1,012-001-090-003-001-001,1
2013-02-05,Distribution of COEs,012-001-090-003-001,Ms Mary Liew,asked,1,2,012-001-090-003-001-002,2
2013-02-05,Distribution of COEs,012-001-090-003-001,The Minister of State for Transport (Mrs Josephine Teo),,1,3,012-001-090-003-001-003,3
2013-02-05,Distribution of COEs,012-001-090-003-001,Mdm Speaker, ,1,4,012-001-090-003-001-004,4
2013-02-05,Distribution of COEs,012-001-090-003-001,Mrs Josephine Teo,"  Madam, Members have asked my Ministry to consider alternative ways to distribute COEs, to favour selected groups with access to cheaper COEs. We have studied these suggestions, whether they merit support and also if they stand a good chance of being implemented effectively.",1,5,012-001-090-003-001-005,5
2013-02-05,Distribution of COEs,012-001-090-003-001,Mrs Josephine Teo,"First, to Ms Mary Liew's question, car ownership has increased significantly. Today, about 45% of all households own a car. That is nearly one in two households. In 2000, around one in three households owned a car. We estimate that between 8% and 9% of households in Singapore have more than one car. In other words, fewer than one out of 10 households own more than one car.",2,6,012-001-090-003-001-006,6
2013-02-05,Distribution of COEs,012-001-090-003-001,Mrs Josephine Teo,"While we understand the intent of Dr Intan's suggestion to favour first-time car buyers, the main difficulty is that it is hard to say why a second-time buyer is always less deserving than a first-time buyer. Consider the perspective of a growing household where the grandparents have moved in to stay, or the family has had more children, and are planning to buy a bigger or second car. To this family, a COE system which favours first-time buyers would not be fair. They would argue that their needs are greater than first-time buyers who are singles, or who have no children, or have no elderly members in the household. Consider also the needs of a business at an exciting growth phase, having built up a customer base which needs a second vehicle to service. To such business owners, their purchase of an additional vehicle is no less deserving than for a start-up buying its first vehicle.",3,7,012-001-090-003-001-007,7
2013-02-05,Distribution of COEs,012-001-090-003-001,Mrs Josephine Teo,"As a response to such a policy, the example of the family cited above may register the vehicle in the name of another family member who has not yet owned a car or a relative living in a different household. A business can easily set up a new subsidiary to own another vehicle as a first-time buyer. It is not hard to see how a COE allocation system which favours certain groups is likely to induce behaviour to get around the policy and defeat the purpose of the policy.",4,8,012-001-090-003-001-008,8
2013-02-05,Distribution of COEs,012-001-090-003-001,Mrs Josephine Teo,"In land scarce Singapore, unfortunately, we do not have the luxury of letting everyone own a car. We also cannot put car ownership in the same category as housing, health or education which are basic necessities. Our current Vehicle Quota System (VQS) is not a perfect system but still the most appropriate way to allocate a limited and non-basic resource.",5,9,012-001-090-003-001-009,9
2013-02-05,Distribution of COEs,012-001-090-003-001,Mrs Josephine Teo,"Let me assure Members that the Government is mindful of the wishes of Singaporeans to enjoy a high degree of mobility. The solution lies not in unrestrained growth of private car ownership but in improving our public transport and taxi systems. Therefore, we will focus our efforts and invest more resources on building up our mass public transport system -- more rail lines, more bus routes and more reliable services. We will also continue to encourage premium bus services and improve our taxi system to help bridge the gap between private and mass public transport.",6,10,012-001-090-003-001-010,10
