Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2016-07-11,013-001-094-021-001,013-001-094-021,1,Rearrangement of Business,Motion,OS,
2016-07-11,013-001-094-021-002,013-001-094-021,2,Revision of Question Time,Motion,OS,
2016-07-11,013-001-094-021-003,013-001-094-021,3,Different Requirements for Taxi and Private Hire Drivers,,OA,
2016-07-11,013-001-094-021-004,013-001-094-021,4,Review of Vehicle Entry Permit Fee for Cars Entering Singapore via Johor,Following RM20 levy for each vehicle entering Malaysia,OA,
2016-07-11,013-001-094-021-005,013-001-094-021,5,Measures to Address Recent Spate of Lift Breakdowns at HDB Flats,,OA,
2016-07-11,013-001-094-021-006,013-001-094-021,6,Government's Plans to Prevent Racial Discrimination at Workplaces,,OA,
2016-07-11,013-001-094-021-007,013-001-094-021,7,Plans for Improving and Streamlining Community Health Assist Scheme,,OA,
2016-07-11,013-001-094-021-008,013-001-094-021,8,Measures to Prevent Medical and Dental Clinics from Over-provision of Services under Community Health Assist Scheme,,OA,
2016-07-11,013-001-094-021-009,013-001-094-021,9,Main Complaints from Cardholders in Community Health Assist Scheme,,OA,
2016-07-11,013-001-094-021-010,013-001-094-021,10,Travel Alerts for Countries with Zika Virus Infections,,OA,
2016-07-11,013-001-094-021-011,013-001-094-021,11,Rationale for Delinking Civil Servants' Computers with Government Email Capabilities from Internet,,OA,
2016-07-11,013-001-094-021-012,013-001-094-021,12,Measures to Enhance Anti-money Laundering Compliance,,OA,
2016-07-11,013-001-094-021-013,013-001-094-021,13,Cyber Security Measures to Ensure Banking System Integrity,,OA,
2016-07-11,013-001-094-021-014,013-001-094-021,14,Impact of Brexit on Singapore's Economy and Investments,,OA,
2016-07-11,013-001-094-021-015,013-001-094-021,15,Government's Actions after Disclosure in Panama Papers,,OA,
2016-07-11,013-001-094-021-016,013-001-094-021,16,Actions to Reinforce Common ASEAN Position on South China Sea Issue,,OA,
2016-07-11,013-001-094-021-017,013-001-094-021,17,Private Continuing Education and Training Centres' Contribution to SkillsFuture Initiatives,,OA,
2016-07-11,013-001-094-021-018,013-001-094-021,18,Teaching in Schools of Acceptance of Diversity,,OA,
2016-07-11,013-001-094-021-019,013-001-094-021,19,Reducing Discriminatory Behaviour and Speech,,OA,
2016-07-11,013-001-094-021-020,013-001-094-021,20,Singapore Workforce Development Agency (Amendment) Bill,,BI,
2016-07-11,013-001-094-021-021,013-001-094-021,21,Employment Claims Bill,,BI,
2016-07-11,013-001-094-021-022,013-001-094-021,22,Info-communications Media Development Authority Bill,,BI,
2016-07-11,013-001-094-021-023,013-001-094-021,23,Government Technology Agency Bill,,BI,
2016-07-11,013-001-094-021-024,013-001-094-021,24,Administration of Justice (Protection) Bill,,BI,
2016-07-11,013-001-094-021-025,013-001-094-021,25,SkillsFuture Singapore Agency Bill,,BI,
2016-07-11,013-001-094-021-026,013-001-094-021,26,Bretton Woods Agreements (Amendment) Bill ,,BP,
2016-07-11,013-001-094-021-027,013-001-094-021,27,Adjournment,,OS,
2016-07-11,013-001-094-021-028,013-001-094-021,28,Addressing Challenges Faced by Caregivers of Children with Special Needs,,OS,
2016-07-11,013-001-094-021-029,013-001-094-021,29,Recent Spate of Residential Fires,,WANA,1
2016-07-11,013-001-094-021-030,013-001-094-021,30,Cases Filed since Enactment of Protection from Harassment Act,,WANA,1
2016-07-11,013-001-094-021-031,013-001-094-021,31,Percentage of Five- and Six-year olds Enrolled in Pre-schools,,WANA,1
2016-07-11,013-001-094-021-032,013-001-094-021,32,Efficient Deployment of Buses during Train Breakdowns to Minimise Disruption to Commuters,,WANA,1
2016-07-11,013-001-094-021-033,013-001-094-021,33,Segregating COE Bidding for Different Categories of Car Buyers,,WANA,2
2016-07-11,013-001-094-021-034,013-001-094-021,34,Government's Engagement of Ride-sharing App Companies and Private Car Hire Drivers,,WANA,1
2016-07-11,013-001-094-021-035,013-001-094-021,35,Promoting Safer Workplace Culture given Spate of Worker Deaths,,WANA,1
2016-07-11,013-001-094-021-036,013-001-094-021,36,Difference between Workmen and Non-workmen in Employment Act,,WANA,1
2016-07-11,013-001-094-021-037,013-001-094-021,37,Free Replacement of Identity Cards for Selective Cases,,WANA,1
2016-07-11,013-001-094-021-038,013-001-094-021,38,Impact of Singapore-Kuala Lumpur High-speed Rail on Jurong East Region,,WANA,1
2016-07-11,013-001-094-021-039,013-001-094-021,39,No Claim Discount on MediShield Life for Elderly without Claims in Three Years,,WANA,1
2016-07-11,013-001-094-021-040,013-001-094-021,40,Inclusion of SAF Camps in Smoking Ban,Impact on service personnel,WANA,1
2016-07-11,013-001-094-021-041,013-001-094-021,41,Clarification of Alleged Cooling-off Day Violations,,WANA,1
2016-07-11,013-001-094-021-042,013-001-094-021,42,Price-Quality Method for Tender Evaluations,,WANA,1
2016-07-11,013-001-094-021-043,013-001-094-021,43,Review of Criteria for Working Mother's Child Relief Claims,,WANA,1
2016-07-11,013-001-094-021-044,013-001-094-021,44,Schools Conducting Academic Assessments Immediately after Holidays,,WANA,1
2016-07-11,013-001-094-021-045,013-001-094-021,45,Number and Costs of Household Surveys,,WANA,1
2016-07-11,013-001-094-021-046,013-001-094-021,46,Government's Efforts to Raise Awareness for Business Opportunities Offered by Multi-national Corporations,,WANA,1
2016-07-11,013-001-094-021-047,013-001-094-021,47,Traffic Accidents Involving Foreign-registered Vehicles,,WANA,1
2016-07-11,013-001-094-021-048,013-001-094-021,48,Impact of Relaxation on Car Loan Restrictions and Raising of Car Park Charges on Building of Car-lite Society,,WANA,1
2016-07-11,013-001-094-021-049,013-001-094-021,49,Coverage for Third Party Claims under HDB Fire Insurance Scheme,,WANA,1
2016-07-11,013-001-094-021-050,013-001-094-021,50,Local Employees Covered under Portable Medical Benefits Options Eligible for Higher Tax Deductions,,WANA,1
2016-07-11,013-001-094-021-051,013-001-094-021,51,Payment of CPF Contributions and Workfare Income Supplement to Prison Inmates and Disabled Adults,,WANA,1
2016-07-11,013-001-094-021-052,013-001-094-021,52,Regulations for F&B Outlets to Display Calorie and Nutrition Information on Menus,Measures for war on diabetes,WANA,1
2016-07-11,013-001-094-021-053,013-001-094-021,53,Cycling for Students,,WANA,1
2016-07-11,013-001-094-021-054,013-001-094-021,54,Impact of Starting Train Operations Later on Sundays on Workers,,WANA,1
2016-07-11,013-001-094-021-055,013-001-094-021,55,Extension of Free MRT Travel to Ease Peak-hour Travel,,WANA,1
2016-07-11,013-001-094-021-056,013-001-094-021,56,Automatic PR Status for Foreign Spouses of Singapore Citizens with One Singapore Citizen Child,,WANA,1
2016-07-11,013-001-094-021-057,013-001-094-021,57,Enforcement Actions against Cluttering of Common Space at HDB Flats and Estates,,WANA,1
2016-07-11,013-001-094-021-058,013-001-094-021,58,Incentives and Grants to Help Construction Companies Manage Labour Costs,,WANA,1
2016-07-11,013-001-094-021-059,013-001-094-021,59,Making Overhead Pedestrian Bridges Elder- and Disabled-friendly,,WANA,1
2016-07-11,013-001-094-021-060,013-001-094-021,60,Police Guidelines for Handling Complaints of Noise and Neighbour Disputes in Condominiums,,WANA,1
2016-07-11,013-001-094-021-061,013-001-094-021,61,Home Protection Scheme for All HDB Flat Owners with Outstanding Home Loans,,WANA,1
2016-07-11,013-001-094-021-062,013-001-094-021,62,Take-up Rate for 2-room HDB Flats,,WANA,1
2016-07-11,013-001-094-021-063,013-001-094-021,63,Investigation into Engine Fire on SQ368,,WANA,1
2016-07-11,013-001-094-021-064,013-001-094-021,64,Making Traffic Lights Crossing at Junctions Safer for Pedestrians,,WANA,1
2016-07-11,013-001-094-021-065,013-001-094-021,65,Provision of Vehicle's Certificate of Insurance to Drivers of Private Hire Cars,,WANA,1
2016-07-11,013-001-094-021-066,013-001-094-021,66,Posting of Job Openings in Public Service on National Jobs Bank,,WA,1
2016-07-11,013-001-094-021-067,013-001-094-021,67,Plans for Wider Use of Automated Vehicle Systems in Transport System,,WA,1
2016-07-11,013-001-094-021-068,013-001-094-021,68,Statistics on Malaysian Cars Entering and Leaving Singapore and Traffic Offences Committed,,WA,1
2016-07-11,013-001-094-021-069,013-001-094-021,69,Erection of Noise Barriers between Chua Chu Kang and Bukit Gombak MRT Stations,,WA,1
2016-07-11,013-001-094-021-070,013-001-094-021,70,Need for Pram-friendly Buses,,WA,1
2016-07-11,013-001-094-021-071,013-001-094-021,71,Review of Need for Inspection of New Cars from Third Year Onwards,,WA,1
2016-07-11,013-001-094-021-072,013-001-094-021,72,Number of Female Bus Captains Employed by Public Bus Operators,,WA,1
2016-07-11,013-001-094-021-073,013-001-094-021,73,Green-Man Plus Scheme at Pedestrian Crossing along Potong Pasir Avenue 1,,WA,1
2016-07-11,013-001-094-021-074,013-001-094-021,74,Determination of COE Quota for Category D Vehicles,,WA,1
2016-07-11,013-001-094-021-075,013-001-094-021,75,Taxi Stand in Vicinity of Blocks 216 to 222 at Lorong 8 Toa Payoh,,WA,1
2016-07-11,013-001-094-021-076,013-001-094-021,76,Cyber Security Measures in Place at Key Installations and Critical Infrastructures,,WA,1
2016-07-11,013-001-094-021-077,013-001-094-021,77,Government Expenditure on Advertisements and Sponsored Posts on Online Media Platforms,,WA,1
2016-07-11,013-001-094-021-078,013-001-094-021,78,"Regulars, NSmen and NSFs Diagnosed with Mental Health Problems",,WA,1
2016-07-11,013-001-094-021-079,013-001-094-021,79,Involvement of Phone Scam Suspects Arrested Overseas in Phone Scams in Singapore,,WA,1
2016-07-11,013-001-094-021-080,013-001-094-021,80,Deployment of Auxiliary Police Officers and CCTVs at Liquor Control Zone in Little India,,WA,1
