Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2015-03-13,012-002-093-016-001,012-002-093-016,1,Estimates of Expenditure for the Financial Year 1 April 2015 to 31 March 2016,Committee of Supply – Paper Cmd 1 of 2015,OS,
2015-03-13,012-002-093-016-002,012-002-093-016,2,Head I – Ministry of Social and Family Development,Committee of Supply,OS,
2015-03-13,012-002-093-016-003,012-002-093-016,3,Supply Bill,,BP,
2015-03-13,012-002-093-016-004,012-002-093-016,4,Supplementary Supply (FY 2014) Bill,,BP,
2015-03-13,012-002-093-016-005,012-002-093-016,5,Acknowledgement to the Chair,,OS,
2015-03-13,012-002-093-016-006,012-002-093-016,6,Rearrangement of Business,,OS,
2015-03-13,012-002-093-016-007,012-002-093-016,7,Police Force (Amendment) Bill,,BP,
2015-03-13,012-002-093-016-008,012-002-093-016,8,Community Disputes Resolution Bill,,BP,
2015-03-13,012-002-093-016-009,012-002-093-016,9,State Lands (Amendment) Bill,,BP,
2015-03-13,012-002-093-016-010,012-002-093-016,10,Land Acquisition (Amendment) Bill,,BP,
2015-03-13,012-002-093-016-011,012-002-093-016,11,Adjournment,,OS,
2015-03-13,012-002-093-016-012,012-002-093-016,12,List of Approved Universities for Admission to Singapore Bar,,WA,1
