Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,Mr Ang Wei Neng,asked,1,1,012-002-092-013-001-001,1
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"  Mdm Speaker, our Vehicle Entry Permit (VEP) fee and the Goods Vehicle Permit (GVP) fee seek to equalise the cost of owning and using a foreign-registered vehicle in Singapore, with that for a Singapore-registered vehicle. There is a need to do so, given the significantly higher costs for Singapore-registered vehicles because of our Certificate of Entitlement (COE) policy, higher vehicle taxes and so on. By way of background, the GVP has been in existence since the 1960s, and the VEP since the 1970s.",1,2,012-002-092-013-001-002,2
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"LTA periodically reviews these fees to ensure that they continue to serve their objective. The cost difference between owning and using a foreign-registered vehicle and a Singapore-registered vehicle has widened in recent years. This is why we need to revise the fees. I should point out that this is the first increase in the VEP fee in 20 years, the last being in 1994. The VEP is not always adjusted upwards. In fact, it was reduced in 2004 for foreign-registered cars because COE prices had gone down during that period, resulting in lower overall costs for Singapore-registered cars. The GVP fee had remained unchanged since its introduction until the recent revision.",2,3,012-002-092-013-001-003,3
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"Buses, taxis and motorcycles are not affected by the recent increase in VEP and GVP fees. In addition, all foreign-registered cars and motorcycles continue to enjoy around 125 VEP-free days per year, on top of daily VEP-free hours which are from 5.00 pm to 2.00 am, and which is extended to 12.00 pm to 2.00 am during Singapore's mid-year and year-end school holidays. Effectively, based on 2013 data, only about one in 10 foreign-registered cars that enter Singapore will be affected by the recent increase in VEP fee.",3,4,012-002-092-013-001-004,4
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"The VEP is not intended as a revenue generator. The VEP fees collected vary, depending on the number of foreign-registered cars and motorcycles entering Singapore and their length of stay during VEP-chargeable hours.",4,5,012-002-092-013-001-005,5
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"On Malaysia's proposed entry fee on non-Malaysia-registered vehicles entering Johor, we have not been officially informed of it by the Malaysian government. We are concerned whether it is directed towards Singapore vehicles. We have contacted the Malaysian government to seek details and are awaiting their reply before deciding on our response.",5,6,012-002-092-013-001-006,6
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,Mr Ang Wei Neng (Jurong),"  Mdm Speaker, I thank the Senior Minister of State for the comprehensive reply. We understand that the purpose of the VEP is to curb vehicle congestion during the peak hours and typically during the week days. Foreign-registered vehicles entering Singapore are given 10 VEP-free days per calendar year, besides not having to pay VEP during Saturdays, Sundays and public holidays. If the Malaysian authorities had decided to go ahead with their own VEP, would MOT consider negotiating with them so as to provide the same kind of number of fee-free days?",1,7,012-002-092-013-001-007,7
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,Mr Ang Wei Neng (Jurong),"My second supplementary question is about the higher toll charges imposed by Malaysia at the Causeway since 1 August 2014. Both MOT and LTA have indicated the intention for Singapore to match the same. However, many Singaporeans are concerned about the impact of the higher toll charges. Would the Senior Minister of State provide an update on this issue?",2,8,012-002-092-013-001-008,8
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,Mrs Josephine Teo,"  As I had noted earlier in our response, we have not had official word from the Malaysian government on what they intend to do regarding the entry permit fees that reportedly they would like to levy. Until details are made known to us, it is premature to comment on it. So, I would suggest that we not say anything more at this point in time.",1,9,012-002-092-013-001-009,9
2014-09-09,Rationale for Vehicle Entry Permit Fees for Foreign-registered Cars,012-002-092-013-001,Mrs Josephine Teo,"Regarding the Causeway tolls, there is a Parliamentary Question (PQ) following this first PQ that relates to the Causeway toll, so I suggest we take it together with Question No 2.",2,10,012-002-092-013-001-010,10
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,Mr Pritam Singh,asked the Minister for Transport whether LTA plans to review its long-standing policy of matching toll charges at the Causeway and Second Link to those set by Malaysia in future; and (b) whether a Whole-of-Government study has been carried out by Singapore to assess the prospect of higher toll charges on Singapore businesses operating in the Iskandar zone in Johor.,1,1,012-002-092-013-002-001,11
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,,None,1,2,012-002-092-013-002-002,12
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"  Mdm Speaker, toll charges at the Causeway and Second Link were introduced by Malaysia in 1998. Our matching policy reflects the shared nature of the two crossings, and ensures a fair distribution of total revenues from the crossings. Without a matching policy, lower toll charges by one side may simply be offset by higher tolls levied by the other side. There is no assurance that toll charges foregone by one side will be translated into lower total charges which benefit motorists.",1,3,012-002-092-013-002-003,13
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"Hence, in response to Malaysia's Causeway tolls revision on 1 August 2014, we have announced Singapore's intention to match Malaysia's new and increased toll charges in due course.",2,4,012-002-092-013-002-004,14
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"The Government has limited information on the cost structures and market conditions of Singapore businesses operating in the Iskandar zone in Johor. But clearly, there will be some impact on their costs.",3,5,012-002-092-013-002-005,15
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,The Senior Minister of State for Transport (Mrs Josephine Teo) (for the Minister for Transport),"In this regard, we note reports in the Malaysian media that the Malaysian authorities will review the tolls. Should Malaysia reduce or do away with the toll charges, Singapore will follow suit. This would be welcomed, I think, by both Singapore and Malaysia businesses on both sides of the Causeway.",4,6,012-002-092-013-002-006,16
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,Mr Pritam Singh (Aljunied),"  Mdm Speaker, I would like to thank the Senior Minister of State for that very helpful clarification. I have three supplementary questions for the Senior Minister of State. First, did the Malaysian government forewarn Singapore of their intention to raise toll charges at the Causeway on 1 August, and have there been any joint discussions about this round of toll hikes since 1 August so as to manage costs for Singaporeans and Malaysians travelling to and fro both countries?",1,7,012-002-092-013-002-007,17
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,Mr Pritam Singh (Aljunied),"The second question is  did the Singapore Government inform its Malaysian counterparts when it planned to increase VEP charges in July this year, and if not, does it plan to do so going forward?",2,8,012-002-092-013-002-008,18
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,Mr Pritam Singh (Aljunied),"Finally, in view of the close relationship between Singapore and Malaysia, especially between the Prime Ministers in recent years, has the Government suggested to the Malaysian authorities to consider tagging the additional toll from 1 August along the Eastern Dispersal Link rather than at the Customs, Immigration and Quarantine (CIQ), so as not to penalise drivers who do not use the Eastern Dispersal Link and only travel into Johor Bahru city?",3,9,012-002-092-013-002-009,19
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,Mrs Josephine Teo,"  Mdm Speaker, the answer to the Member's first question is no. We were not informed in advance of Malaysia's intention to increase the tolls at the Causeway on 1 August. The answer to his second question is yes. We informed our Malaysian counterparts in advance why there is a need to revise the VEP fees. As I have explained in my answer to the earlier Parliamentary Question on VEP fees, it is really because the cost of owning a Singapore-registered vehicle and using it on Singapore roads has risen, whereas the similar cost for a foreign-registered vehicle had largely remained unchanged. And so, yes, our Malaysian counterparts were aware of the intention to raise our VEP fees.",1,10,012-002-092-013-002-010,20
2014-09-09,Matching Toll Charges at Causeway and Second Link,012-002-092-013-002,Mrs Josephine Teo,"We very much would like our Malaysian counterparts to come to the discussion table and look at what are the better ways of managing this issue of the Causeway tolls so as not to penalise drivers who do not use the Eastern Dispersal Link. Our long-standing policy is well known to our Malaysian counterparts, and that means if the Causeway tolls levied by the Malaysian side were to be reduced or removed, we would do likewise.",2,11,012-002-092-013-002-011,21
2014-09-09,Clinical Trials for Sanofi Dengue Vaccine,012-002-092-013-003,Mr Christopher de Souza,"asked the Minister for Health (a) whether there are clinical trial runs for the Sanofi dengue vaccine being conducted in Singapore; (b) whether an approved dengue vaccine can be used to help reduce the number of people who suffer from dengue fever in Singapore; and (c) whether the Ministry has plans to eventually make a dengue vaccine available under the National Childhood Immunisation Programme (NCIP), just like the polio vaccine.",1,1,012-002-092-013-003-001,22
2014-09-09,Clinical Trials for Sanofi Dengue Vaccine,012-002-092-013-003,The Parliamentary Secretary to the Minister for Health (Assoc Prof Dr Muhammad Faishal Ibrahim),,1,2,012-002-092-013-003-002,23
2014-09-09,Clinical Trials for Sanofi Dengue Vaccine,012-002-092-013-003,The Parliamentary Secretary to the Minister for Health (Assoc Prof Dr Muhammad Faishal Ibrahim),"A dengue vaccine could potentially help reduce the number of cases of dengue in Singapore. However, it is too early to definitively assess the effects of the Sanofi dengue vaccine. As with all new vaccines, it must first be scientifically assessed by the Health Sciences Authority (HSA) for its safety, quality and efficacy to meet internationally benchmarked standards, before the vaccine is approved for use in Singapore. In granting marketing approval, HSA will take into account whether the data provided from the clinical trial studies demonstrates that the benefits of the vaccine outweigh the risks of potential side effects, if any.",2,3,012-002-092-013-003-003,24
2014-09-09,Clinical Trials for Sanofi Dengue Vaccine,012-002-092-013-003,The Parliamentary Secretary to the Minister for Health (Assoc Prof Dr Muhammad Faishal Ibrahim),"Results from two large scale Phase III studies, conducted in Asia and South America, were reported recently. Both studies focused on effectiveness of the vaccine in children, whereas in Singapore, most dengue cases occur in adults. The results were similar and showed lower efficacy against dengue virus serotypes 1 and 2, which are the commonest types circulating in Singapore. There had previously been reports that while past infection with one serotype confers immunity and protection against that serotype, it could lead to more serious disease if infection with a different serotype occurs.",3,4,012-002-092-013-003-004,25
2014-09-09,Clinical Trials for Sanofi Dengue Vaccine,012-002-092-013-003,The Parliamentary Secretary to the Minister for Health (Assoc Prof Dr Muhammad Faishal Ibrahim),"More study is needed to ascertain whether similarly, incomplete protection from vaccination could potentially result in the risk of more severe infection from serotypes which the vaccine protects poorly against. To reduce the number of dengue cases, other measures such as reducing the number of mosquito breeding sites and using mosquito repellents continue to play an important part.",4,5,012-002-092-013-003-005,26
2014-09-09,Clinical Trials for Sanofi Dengue Vaccine,012-002-092-013-003,The Parliamentary Secretary to the Minister for Health (Assoc Prof Dr Muhammad Faishal Ibrahim),"An Expert Committee on Immunisation (ECI) advises MOH on matters related to vaccination. The ECI considers factors such as the local burden of disease, vaccine safety, efficacy and cost-effectiveness when recommending whether a particular vaccine, such as the dengue vaccine when it becomes available, should be included into the National Childhood Immunisation Schedule.",5,6,012-002-092-013-003-006,27
2014-09-09,Special Parade Preview Shows for Singapore's 50th National Day in 2015,012-002-092-013-004,Mr Liang Eng Hwa,"asked the Minister for Defence in view of the celebration of Singapore's 50th National Day next year, whether the Government will consider having two NDP Preview shows so that more Singaporeans can have the opportunity to attend the parade at the Padang and celebrate this very significant National Day.",1,1,012-002-092-013-004-001,28
2014-09-09,Special Parade Preview Shows for Singapore's 50th National Day in 2015,012-002-092-013-004,The Minister for Defence (Dr Ng Eng Hen),"  Mdm Speaker, MINDEF agrees with the Member of Parliament Mr Liang that it would be good, indeed ideal, if more Singaporeans could attend the NDP 2015 next year, in celebration of our 50th National Day.",1,2,012-002-092-013-004-002,29
2014-09-09,Special Parade Preview Shows for Singapore's 50th National Day in 2015,012-002-092-013-004,The Minister for Defence (Dr Ng Eng Hen),"The Organising Committee is evaluating various options to achieve this. The Member has asked about extra shows. Let me just give some details on our current format. There are now four shows open prior to the actual NDP – three National Education Shows for school students and the NDP Preview itself. The Member has suggested and asked if another NDP Preview would be one way of increasing the attendance. We can explore the idea but adding another NDP Preview may tax participants too heavily, who would require some rest before the actual NDP Show.",2,3,012-002-092-013-004-003,30
2014-09-09,Special Parade Preview Shows for Singapore's 50th National Day in 2015,012-002-092-013-004,The Minister for Defence (Dr Ng Eng Hen),"However, the Organising Committee is exploring other ideas to allow more Singaporeans to see the show ""live"" such as increasing the seating capacity at the Padang or creating satellite viewing platforms throughout the Marina Bay area during the Preview and NDP 2015. We are also working with the People's Association on activities to celebrate National Day in Heartland locations.",3,4,012-002-092-013-004-004,31
