Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2023-02-07,014-001-095-082-001,014-001-095-082,1,Commemoration of 100th Anniversary of the Late Mr Lee Kuan Yew's Birth,,OA,
2023-02-07,014-001-095-082-002,014-001-095-082,2,Alleged Increased Risk of Stroke for Older People who have Received Pfizer-Biontech COVID-19 Bivalent Vaccine,,OA,
2023-02-07,014-001-095-082-003,014-001-095-082,3,"2023 Outlook for Inflation, Cost of Living and Singapore Dollar",,OA,
2023-02-07,014-001-095-082-004,014-001-095-082,4,Due Diligence on Carbon Credits Issued by Gold Standard and Verra,,OA,
2023-02-07,014-001-095-082-005,014-001-095-082,5,Reviewing Police's Operating Procedures to Minimise Occurrences of Wrongful Arrest,,OA,
2023-02-07,014-001-095-082-006,014-001-095-082,6,"Capacity of Maintenance, Repair and Overhaul Sector in Singapore's Aviation Industry Given Resumption of Flights",,OA,
2023-02-07,014-001-095-082-007,014-001-095-082,7,Ready Availability of Mobile Devices and Impact on Youth Education on Harms of Drugs,,OA,
2023-02-07,014-001-095-082-008,014-001-095-082,8,Update on Testing and Deployment of Autonomous Vehicles in Public Transport Sector,,OA,
2023-02-07,014-001-095-082-009,014-001-095-082,9,Discounts in Ticket Prices to Attractions for Residents,,OA,
2023-02-07,014-001-095-082-010,014-001-095-082,10,Proposal for Public Consultation on Generational Ban on Smoking,,OA,
2023-02-07,014-001-095-082-011,014-001-095-082,11,"Measures to Close Pay Gap between ITE, Polytechnic and University Graduates",,OA,
2023-02-07,014-001-095-082-012,014-001-095-082,12,Installation of Drinking Water Fountains in Areas of High Footfall,,OA,
2023-02-07,014-001-095-082-013,014-001-095-082,13,Resolving Disputes Arising from Conflicts between Terms in Lasting Power of Attorney Drawn Up in Singapore and Overseas,,OA,
2023-02-07,014-001-095-082-014,014-001-095-082,14,Financial Losses Suffered by EDBI and Temasek Holdings Due to Liquidation of Zilingo,,OA,
2023-02-07,014-001-095-082-015,014-001-095-082,15,Reviewing Enforcement Measures on Users and Sellers of Vaporisers and Related Consumables,,OA,
2023-02-07,014-001-095-082-016,014-001-095-082,16,Trend of Vaping among School and Tertiary Institute Students,,OA,
2023-02-07,014-001-095-082-017,014-001-095-082,17,Addressing Manpower Shortage in Biotech Sector,,OA,
2023-02-07,014-001-095-082-018,014-001-095-082,18,Assaults at Dormitories involving Migrant Workers from Different Nationalities,,OA,
2023-02-07,014-001-095-082-019,014-001-095-082,19,"Affordable and Accessible Public Housing, and Public Housing Policies",Simultaneous Debate on both Motions,OS,
2023-02-07,014-001-095-082-020,014-001-095-082,20,Exempted Business,Business Motion,OS,
2023-02-07,014-001-095-082-021,014-001-095-082,21,"Affordable And Accessible Public Housing, and Public Housing Policies",Simultaneous debate on both Motions,OS,
2023-02-07,014-001-095-082-022,014-001-095-082,22,Time Limit for the Minister for National Development's Speech,Suspension of Standing Orders,OS,
2023-02-07,014-001-095-082-023,014-001-095-082,23,"Affordable and Accessible Public Housing, and Public Housing Policies ",Simultaneous debate on both Motions ,OS,
2023-02-07,014-001-095-082-024,014-001-095-082,24,Adjournment ,,OS,
2023-02-07,014-001-095-082-025,014-001-095-082,25,Protocols for HDB Contractors on Repair of Premature Deterioration of External Facades of HDB Blocks,,WANA,
2023-02-07,014-001-095-082-026,014-001-095-082,26,Incentivising CPF Members with High Ordinary Account Savings Tap On Investment Options with Higher Interest Rates,,WANA,
2023-02-07,014-001-095-082-027,014-001-095-082,27,"Grant, Transfer and Capital Injection Flows Into and Out of MOH Holdings",,WANA,
2023-02-07,014-001-095-082-028,014-001-095-082,28,Healthcare Workers with Severe Adverse Reactions from COVID-19 Vaccinations,,WANA,
2023-02-07,014-001-095-082-029,014-001-095-082,29,Update on Popular Places Pass Scheme for Migrant Workers Staying in Dormitories,,WANA,
2023-02-07,014-001-095-082-030,014-001-095-082,30,Annual Tax Collected on Tobacco Product Sales and Whether This Covers Cost of Treating Smoking-related Diseases,,WANA,
