Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2022-02-15,014-001-095-048-001,014-001-095-048,1,Increasing Penalty for Those Who Circumvent Anti-SMS Spoofing and Do Not Call Registries,,OA,
2022-02-15,014-001-095-048-002,014-001-095-048,2,Assessment of Use of Non-mRNA COVID-19 Vaccines in Wider Population,,OA,
2022-02-15,014-001-095-048-003,014-001-095-048,3,Update on Discussion with SPH Media Trust on Funding Support Measures to Ensure Sustainability in Competitive Media Industry and Limited Local Market,,OA,
2022-02-15,014-001-095-048-004,014-001-095-048,4,Number of Firms in Built Environment Sector that have Ceased Operations in Recent Years,,OA,
2022-02-15,014-001-095-048-005,014-001-095-048,5,Types and Frequency of Enforcement Actions Taken against Errant Active Mobility Device Riders who Speed or Ride on Pathways,,OA,
2022-02-15,014-001-095-048-006,014-001-095-048,6,Toll on Public Service at Forefront of Fight against COVID-19 Pandemic and Measures to Ensure It Remains Competitive,,OA,
2022-02-15,014-001-095-048-007,014-001-095-048,7,Actions to Verify Vaccinations or ART Results Administered by Clinics Linked to Alleged Vaccine Fraud Case,,OA,
2022-02-15,014-001-095-048-008,014-001-095-048,8,Steps to Diversify Sources of Seafood and Vegetable Items Ahead of Major Festivities to Mitigate Price Increases,,OA,
2022-02-15,014-001-095-048-009,014-001-095-048,9,Measures to Encourage Supermarkets and Companies to Adopt More Sustainable Forms of Packaging without Passing on Costs to Consumers,,OA,
2022-02-15,014-001-095-048-010,014-001-095-048,10,Bolstering the Security of Digital Banking,Statement by Minister for Finance,OS,
2022-02-15,014-001-095-048-011,014-001-095-048,11,Combating Online Phishing and Spoofing Scams,Statement by Minister for Communications and Information,OS,
2022-02-15,014-001-095-048-012,014-001-095-048,12,Strengthening Enforcement and Public Education,Statement on behalf of Minister for Home Affairs,OS,
2022-02-15,014-001-095-048-013,014-001-095-048,13,Simultaneous Debate on Motions,,OS,
2022-02-15,014-001-095-048-014,014-001-095-048,14,"Committee of Privileges Report (Recommendations in respect of Ms Raeesah Khan) and Committee of Privileges Report (Recommendations in respect of Mr Pritam Singh, Mr Faisal Manap and Ms Sylvia Lim)",Simultaneous debate on both Motions,OS,
2022-02-15,014-001-095-048-015,014-001-095-048,15,Time Limit for Prime Minister's Speech,Suspension of Standing Orders,OS,
2022-02-15,014-001-095-048-016,014-001-095-048,16,"Committee of Privileges Report (Recommendations in respect of Ms Raeesah Khan) and Committee of Privileges Report (Recommendations in respect of Mr Pritam Singh, Mr Faisal Manap and Ms Sylvia Lim)",Simultaneous debate on Motions,OS,
2022-02-15,014-001-095-048-017,014-001-095-048,17,Exempted Business,,OS,
2022-02-15,014-001-095-048-018,014-001-095-048,18,"Committee of Privileges Report (Recommendations in respect of Ms Raeesah Khan) and Committee of Privileges Report (Recommendations in respect of Mr Pritam Singh, Mr Faisal Manap and Ms Sylvia Lim)",Simultaneous debate on both Motions,OS,
2022-02-15,014-001-095-048-019,014-001-095-048,19,Adjournment,,OS,
2022-02-15,014-001-095-048-020,014-001-095-048,20,A Fairer and More Inclusive Singapore for Low-wage Migrant Workers,,OS,
2022-02-15,014-001-095-048-021,014-001-095-048,21,Safeguards to Prevent Deterioration in Residential Waste Disposal Methods Given Move to Reduce Use of Plastic Bags,,WANA,
2022-02-15,014-001-095-048-022,014-001-095-048,22,"Annual Budgets Provided to Primary Care, Community Hospitals and Nursing Homes in Last Three Financial Years and Plans for Higher Allocations Given Ageing Population with More Chronic Diseases",,WANA,
2022-02-15,014-001-095-048-023,014-001-095-048,23,Amount and Breakdown of Funds Disbursed to Town Councils for Implementation of Safe Management Measures,,WANA,
2022-02-15,014-001-095-048-024,014-001-095-048,24,Potential Breaches of COVID-19 SMMs at Sky Gardens of HDB Blocks and Proposal to Gate Up such Gardens,,WANA,
2022-02-15,014-001-095-048-025,014-001-095-048,25,Increasing Awareness of Risks amongst Retail Investors of Special Purpose Acquisition Companies,,WANA,
2022-02-15,014-001-095-048-026,014-001-095-048,26,Progress on Efforts Taken to Bring In New Workers for Construction Industry,,WANA,
2022-02-15,014-001-095-048-027,014-001-095-048,27,Character-building in Students in Tertiary Institutions' Curriculum,,WANA,
2022-02-15,014-001-095-048-028,014-001-095-048,28,Conditions Diagnosed through Employer-arranged Health Screenings and Implications on Future Health Insurance Eligibility,,WANA,
2022-02-15,014-001-095-048-029,014-001-095-048,29,Applications for Flats under Public Rental Scheme in 2021,,WANA,
2022-02-15,014-001-095-048-030,014-001-095-048,30,"Extending GST Voucher Scheme to Seniors Whose Homes Exceed $21,000 Annual Value but Who Have Little Cash Savings",,WANA,
2022-02-15,014-001-095-048-031,014-001-095-048,31,Inclusion of Questions on Caregiving in National Census Survey to Better Inform Caregiver Support Policies for Ageing Population,,WANA,
2022-02-15,014-001-095-048-032,014-001-095-048,32,Data on Caregiving-related Expenditures Incurred by Families Caring for Elderly Persons,,WANA,
2022-02-15,014-001-095-048-033,014-001-095-048,33,Reasons and Preventive Measures for Continued Rise in Premiums for Motorcycle COEs,,WANA,
2022-02-15,014-001-095-048-034,014-001-095-048,34,Rationale for Collating and Then Ceasing Publication of Indigenous Gross Domestic Product and Indigenous Gross National Income Data,,WANA,
2022-02-15,014-001-095-048-035,014-001-095-048,35,Maintaining Diverse Curriculum with Liberal Arts at New NUS College Following Closure of Yale-NUS College,,WANA,
2022-02-15,014-001-095-048-036,014-001-095-048,36,Teachers' Workload and Hours Spent Working In and Outside of School,,WANA,
2022-02-15,014-001-095-048-037,014-001-095-048,37,"Plan to Shift Public Service's Operating Model from ""Just in Time"" to ""Just in Case""",,WANA,
2022-02-15,014-001-095-048-038,014-001-095-048,38,Actions by Competition and Consumer Commission of Singapore against Retailers for Profiteering in Past Three Years,,WANA,
2022-02-15,014-001-095-048-039,014-001-095-048,39,Number and Profile of Single Parents Successful in Obtaining HDB's Proximity Housing Grant for Families,,WANA,
2022-02-15,014-001-095-048-040,014-001-095-048,40,Teachers Seeking Counselling Services in Past Five Years,,WANA,
2022-02-15,014-001-095-048-041,014-001-095-048,41,Subsidised Drugs for Treating Depression and Anxiety,,WANA,
2022-02-15,014-001-095-048-042,014-001-095-048,42,Rationale for Five-metre Requirement within which Smoking is Prohibited under Smoking (Prohibition in Certain Places) Regulations,,WANA,
2022-02-15,014-001-095-048-043,014-001-095-048,43,Insurance Coverage Provided by Taxi or Private Hire Vehicle Services Firms,,WANA,
2022-02-15,014-001-095-048-044,014-001-095-048,44,Proposed Legislation for Corporate Criminal Liability to be Transferred to Acquiring Companies in Merger and Acquisition Transactions,,WANA,
2022-02-15,014-001-095-048-045,014-001-095-048,45,Possibility of Singapore's Accession to Hague Service Convention,,WANA,
2022-02-15,014-001-095-048-046,014-001-095-048,46,Government Procurement Function Office's Role to Manage Global Inflation and Supply Disruption,,WANA,
2022-02-15,014-001-095-048-047,014-001-095-048,47,"Extension of ""Smaller Bites to Swallow Right"" Campaign aimed at the Elderly to Hawker Centres",,WANA,
2022-02-15,014-001-095-048-048,014-001-095-048,48,Number of Deferred Prosecution Agreements and Conditional Warnings Involving Corporations,,WANA,
2022-02-15,014-001-095-048-049,014-001-095-048,49,Cyclists Summoned for Riding at Excessive Speeds at Footpaths or Shared Paths in Past Two Years,,WANA,
