Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2016-08-16,013-001-094-023-001,013-001-094-023,1,Abuse and Harassment of Students in Orientation Programmes,,OA,
2016-08-16,013-001-094-023-002,013-001-094-023,2,Safeguarding Public Monies Given to Town Councils,Possible recovery of past payments made by Aljunied-Hougang Town Council,OA,
2016-08-16,013-001-094-023-003,013-001-094-023,3,Follow-up Actions on Lapses at Public Agencies Reported in Auditor-General Report,,OA,
2016-08-16,013-001-094-023-004,013-001-094-023,4,Release of Information and Follow-on Actions after Defects were Found on 26 MRT Trains,,OA,
2016-08-16,013-001-094-023-005,013-001-094-023,5,Board Members' Awareness of Defects on 26 MRT Trains,,OA,
2016-08-16,013-001-094-023-006,013-001-094-023,6,Assessment of Safety Risks of Defects Found on 26 MRT Trains,,OA,
2016-08-16,013-001-094-023-007,013-001-094-023,7,Independent Report on Hairline Cracks Found on 26 MRT Trains,,OA,
2016-08-16,013-001-094-023-008,013-001-094-023,8,Problems with MRT Trains Delivered in 2013,,OA,
2016-08-16,013-001-094-023-009,013-001-094-023,9,Impact of Sending 26 MRT Trains Back to Manufacturer on Service Reliability,,OA,
2016-08-16,013-001-094-023-010,013-001-094-023,10,Singapore Workforce Development Agency (Amendment) Bill ,,BP,
2016-08-16,013-001-094-023-011,013-001-094-023,11,SkillsFuture Singapore Agency Bill,,BP,
2016-08-16,013-001-094-023-012,013-001-094-023,12,Employment Claims Bill,,BP,
2016-08-16,013-001-094-023-013,013-001-094-023,13,Info-communications Media Development Authority Bill,,BP,
2016-08-16,013-001-094-023-014,013-001-094-023,14,Exempted Business,Motion,OS,
2016-08-16,013-001-094-023-015,013-001-094-023,15,Info-communications Media Development Authority Bill,,BP,
2016-08-16,013-001-094-023-016,013-001-094-023,16,Government Technology Agency Bill,,BP,
2016-08-16,013-001-094-023-017,013-001-094-023,17,Adjournment,,OS,
2016-08-16,013-001-094-023-018,013-001-094-023,18,Abuse and Harassment of Students in Orientation Programmes,,WANA,
2016-08-16,013-001-094-023-019,013-001-094-023,19,Impact of GIC and Temasek Holdings' Lower Returns on Government's Budget and Long-term Programmes,,WANA,
2016-08-16,013-001-094-023-020,013-001-094-023,20,Encouraging More Adults and Elderly to Go for Vaccinations,,WANA,
2016-08-16,013-001-094-023-021,013-001-094-023,21,Disputes between Foreign Workers and Employers,,WANA,
2016-08-16,013-001-094-023-022,013-001-094-023,22,Trend of Child Abuse Cases,,WANA,
2016-08-16,013-001-094-023-023,013-001-094-023,23,Commitment of New Companies in Developing Strong Singapore Core,,WANA,
2016-08-16,013-001-094-023-024,013-001-094-023,24,Proposal for National Emissions Trading Scheme,,WANA,
2016-08-16,013-001-094-023-025,013-001-094-023,25,Crowdfunding as Alternative Financing for Start-ups and SMEs,,WANA,
2016-08-16,013-001-094-023-026,013-001-094-023,26,Support of Community Integration Activities at Condominiums,,WANA,
2016-08-16,013-001-094-023-027,013-001-094-023,27,Review of HDB's Joint Singles Rental Scheme to Prevent Violent Disputes,,WANA,
2016-08-16,013-001-094-023-028,013-001-094-023,28,Maintenance of Black and White Bungalows,,WANA,
2016-08-16,013-001-094-023-029,013-001-094-023,29,Average Teacher-Student Ratios over the Decades,,WANA,
2016-08-16,013-001-094-023-030,013-001-094-023,30,Mandatory Prolonged Break during June School Holidays,,WANA,
2016-08-16,013-001-094-023-031,013-001-094-023,31,Claims against Foreign Vehicle Owners Involved in Accidents in Singapore,,WANA,
2016-08-16,013-001-094-023-032,013-001-094-023,32,Appropriate Disposal of Renovation Debris and Bulky Items at HDB Estates,,WANA,
2016-08-16,013-001-094-023-033,013-001-094-023,33,Enhancing Competency of Home Team to Tackle Online Crime,,WANA,
2016-08-16,013-001-094-023-034,013-001-094-023,34,Societies Denied Registration by Registrar of Societies,,WANA,
2016-08-16,013-001-094-023-035,013-001-094-023,35,Licensing Fee for Street Hawkers Selling Tissue Paper Packs,,WANA,
2016-08-16,013-001-094-023-036,013-001-094-023,36,Comparative Frequency and Severity of Oil Spills on Singapore Roads,,WANA,
2016-08-16,013-001-094-023-037,013-001-094-023,37,New Public Transport Policy of MRT Operations,,WANA,
2016-08-16,013-001-094-023-038,013-001-094-023,38,Traffic and Pedestrian Accidents Related to Mobile Phone Usage,,WANA,
2016-08-16,013-001-094-023-039,013-001-094-023,39,School Re-admission Assessments for Children of Returning Overseas Singaporeans,,WANA,
2016-08-16,013-001-094-023-040,013-001-094-023,40,Enhancing Care-giving Options for Dementia Patients,,WANA,
2016-08-16,013-001-094-023-041,013-001-094-023,41,Career Progression of Dental Surgery Assistants,,WANA,
2016-08-16,013-001-094-023-042,013-001-094-023,42,Security Clearance for Those Applying for Jobs at Government Agencies,,WANA,
2016-08-16,013-001-094-023-043,013-001-094-023,43,Extending Enhancement for Active Seniors Programme to Seniors Living in Private Estates,,WANA,
2016-08-16,013-001-094-023-044,013-001-094-023,44,Height and Weight Allowance for Local Mixed Breed Dogs Kept in HDB Flats,,WANA,
2016-08-16,013-001-094-023-045,013-001-094-023,45,Leasing of Homes for Short-term Stays,,WANA,
2016-08-16,013-001-094-023-046,013-001-094-023,46,Recovering Revenue from Motorists who Evade Car Park Charges,,WANA,
2016-08-16,013-001-094-023-047,013-001-094-023,47,Impact of Extending Equal Medical Benefits to Female Pensioners who Retired before 2005 and Their Dependants,,WANA,
2016-08-16,013-001-094-023-048,013-001-094-023,48,Next Batch of Noise Barriers for MRT Tracks,,WANA,
2016-08-16,013-001-094-023-049,013-001-094-023,49,Plans for Highspeed Rail Project to Proceed without Delay and Losses,,WANA,
2016-08-16,013-001-094-023-050,013-001-094-023,50,Impact of Healthcare Infrastructure Expansion Plans on Staff's Remuneration,,WANA,
2016-08-16,013-001-094-023-051,013-001-094-023,51,Studies and Projections on Commuter Usage Patterns of Taxis and Private Hire Cars,,WA,
2016-08-16,013-001-094-023-052,013-001-094-023,52,Resident Workers Offered Re-employment Contracts upon Reaching Retirement Age,,WA,
2016-08-16,013-001-094-023-053,013-001-094-023,53,"Median, Mean, 10th and 90th Percentile Totals in Deceased Members' Individual CPF Accounts",,WA,
2016-08-16,013-001-094-023-054,013-001-094-023,54,Number of Intra-company Transferees from India Approved under Comprehensive Economic Cooperation Agreement,,WA,
2016-08-16,013-001-094-023-055,013-001-094-023,55,Abuse of Criteria for Approval of EP Applications,,WA,
2016-08-16,013-001-094-023-056,013-001-094-023,56,Review of Yearly Cap on Use of Medisave,,WA,
