Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2014-08-05,012-002-092-011-001,012-002-092-011,1,Singapore's Position on On-going Conflict in Gaza,,OA,
2014-08-05,012-002-092-011-002,012-002-092-011,2,System to Detect Non-payment of CPF Contributions,,OA,
2014-08-05,012-002-092-011-003,012-002-092-011,3,Medisave for Home-based Healthcare,,OA,
2014-08-05,012-002-092-011-004,012-002-092-011,4,Erroneous Payment of Financial Assistance to Persons after Death,,OA,
2014-08-05,012-002-092-011-005,012-002-092-011,5,Borrowing from Licensed Moneylenders and Profile of Borrowers,,OA,
2014-08-05,012-002-092-011-006,012-002-092-011,6,Decision on Locations of Speed Cameras and CCTVs,,OA,
2014-08-05,012-002-092-011-007,012-002-092-011,7,Options for Singaporeans to Set Aside Larger Sums than CPF Minimum Sum,,OA,
2014-08-05,012-002-092-011-008,012-002-092-011,8,Over-charging of Placement Fees for Foreign Domestic Workers,,OA,
2014-08-05,012-002-092-011-009,012-002-092-011,9,Unclaimed Baggage at Changi Airport,,OA,
2014-08-05,012-002-092-011-010,012-002-092-011,10,Government Audit of Waste Disposal by Offshore Fish Farms,,OA,
2014-08-05,012-002-092-011-011,012-002-092-011,11,HDB Flat Choice of Lower Income Elderly,,OA,
2014-08-05,012-002-092-011-012,012-002-092-011,12,Salary Components for New S Pass Pay Thresholds,,OA,
2014-08-05,012-002-092-011-013,012-002-092-011,13,Update on Singapore's Economic Restructuring Efforts and Growth Outlook,,OA,
2014-08-05,012-002-092-011-014,012-002-092-011,14,Transboundary Haze Pollution Bill,,BP,
2014-08-05,012-002-092-011-015,012-002-092-011,15,Attorney-General (Additional Functions) Bill,,BP,
2014-08-05,012-002-092-011-016,012-002-092-011,16,Land Acquisition (Amendment) Bill,,BP,
2014-08-05,012-002-092-011-017,012-002-092-011,17,Adjournment,,OS,
2014-08-05,012-002-092-011-018,012-002-092-011,18,Preparations for Singapore to Respond to Provisions in Trans-Pacific Partnership Agreement Related to Public Health and Environment,,WANA,
2014-08-05,012-002-092-011-019,012-002-092-011,19,Former Permanent Residents who Did Not Serve National Service,,WANA,
2014-08-05,012-002-092-011-020,012-002-092-011,20,Defining Social Norms,,WANA,
2014-08-05,012-002-092-011-021,012-002-092-011,21,Productivity and Innovation Credit Claims for Research and Development Work,,WANA,
2014-08-05,012-002-092-011-022,012-002-092-011,22,Government Subsidy for Healthier Essential Foods,,WANA,
2014-08-05,012-002-092-011-023,012-002-092-011,23,"Monitoring Payment of CPF Contributions for Non-contract, Ad Hoc and Part-time Workers",,WANA,
2014-08-05,012-002-092-011-024,012-002-092-011,24,Heavy Vehicle Parking Lots in Nee Soon,,WANA,
2014-08-05,012-002-092-011-025,012-002-092-011,25,Parking for Private Buses,,WANA,
2014-08-05,012-002-092-011-026,012-002-092-011,26,Foreign Worker Dependency Ratio Ceilings for Harbourcraft Industry and Land Reclamation Project,,WANA,
2014-08-05,012-002-092-011-027,012-002-092-011,27,Trans-Pacific Partnership Agreement's Impact on Singapore's Environmental Laws and Green Spaces,,WANA,
2014-08-05,012-002-092-011-028,012-002-092-011,28,Community Health Assist Scheme (CHAS),,WA,
2014-08-05,012-002-092-011-029,012-002-092-011,29,Cement Trucks Classified under Euro 1 and Euro 5 Emission Standards,,WA,
2014-08-05,012-002-092-011-030,012-002-092-011,30,Primary 1 School Registration under Phases 2B and 2C,,WA,
2014-08-05,012-002-092-011-031,012-002-092-011,31,Foreigners Working in Singapore,,WA,
