Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2013-01-14,012-001-090-001-001,012-001-090-001,1,Resignation of Speaker,,OS,
2013-01-14,012-001-090-001-002,012-001-090-001,2,Election of Speaker,,OS,
2013-01-14,012-001-090-001-003,012-001-090-001,3,Election of Speaker,Tribute,OS,
2013-01-14,012-001-090-001-004,012-001-090-001,4,Impact of Bus Drivers' Illegal Strike on Singapore-China Relations,,OA,
2013-01-14,012-001-090-001-005,012-001-090-001,5,Implications for Singapore from Recent US Presidential Election and Leadership Renewal in China,,OA,
2013-01-14,012-001-090-001-006,012-001-090-001,6,Reviewing Rationale for Executive Condominiums,,OA,
2013-01-14,012-001-090-001-007,012-001-090-001,7,Compensation for Medical Expenses for Servicemen Injured while On Duty,,OA,
2013-01-14,012-001-090-001-008,012-001-090-001,8,Inclusion of Training Safety in Appraisal for SAF Leadership,,OA,
2013-01-14,012-001-090-001-009,012-001-090-001,9,Policy Reasons for Non-publication of Top PSLE Scorers,,OA,
2013-01-14,012-001-090-001-010,012-001-090-001,10,Investigation into Hacking of People's Association's Websites,,OA,
2013-01-14,012-001-090-001-011,012-001-090-001,11,Maintaining Singapore's Values as Growth Continues,,OA,
2013-01-14,012-001-090-001-012,012-001-090-001,12,Improving Standards of Singapore Football,,OA,
2013-01-14,012-001-090-001-013,012-001-090-001,13,Fire Safety (Amendment) Bill,,BI,
2013-01-14,012-001-090-001-014,012-001-090-001,14,Legal Aid and Advice (Amendment) Bill,,BI,
2013-01-14,012-001-090-001-015,012-001-090-001,15,Computer Misuse (Amendment) Bill,,BP,
2013-01-14,012-001-090-001-016,012-001-090-001,16,Payment Systems (Oversight) (Amendment) Bill,,BP,
2013-01-14,012-001-090-001-017,012-001-090-001,17,Stamp Duties (Amendment) Bill,,BP,
2013-01-14,012-001-090-001-018,012-001-090-001,18,Singapore Accountancy Commission Bill,,BP,
2013-01-14,012-001-090-001-019,012-001-090-001,19,Economic Expansion Incentives (Relief from Income Tax) (Amendment No 2) Bill,,BP,
2013-01-14,012-001-090-001-020,012-001-090-001,20,Adjournment,,OS,
2013-01-14,012-001-090-001-021,012-001-090-001,21,Getting Economically Inactive Singaporeans Back to Work,,WANA,1
2013-01-14,012-001-090-001-022,012-001-090-001,22,Overcrowding in Restructured Hospitals,,WANA,1
2013-01-14,012-001-090-001-023,012-001-090-001,23,Undergraduate Intake at Singapore University of Technology and Design,,WANA,1
2013-01-14,012-001-090-001-024,012-001-090-001,24,Difference between Government and Business Sectors' Assessment of Productivity Growth Target,,WANA,1
2013-01-14,012-001-090-001-025,012-001-090-001,25,Target Timelines for Regional Comprehensive Economic Partnership,,WANA,1
2013-01-14,012-001-090-001-026,012-001-090-001,26,Salary Terms in Cleaning Contracts Managed by NEA,,WANA,1
2013-01-14,012-001-090-001-027,012-001-090-001,27,Numbers of Companies that Started and Folded,,WANA,1
2013-01-14,012-001-090-001-028,012-001-090-001,28,Helping SMEs Cope with Lower Foreign Worker Dependency Ratio,,WANA,1
2013-01-14,012-001-090-001-029,012-001-090-001,29,Quick Build-up of Telecommunications Base Stations in New Estates,,WANA,1
2013-01-14,012-001-090-001-030,012-001-090-001,30,Requirement for Employers to Pay Minimum Monthly Wage before Obtaining Exemption from Overtime Pay,,WANA,1
2013-01-14,012-001-090-001-031,012-001-090-001,31,Housing Requirements of Singles,,WANA,1
2013-01-14,012-001-090-001-032,012-001-090-001,32,Higher Interest Rates for HDB Loans than for Private Bank Loans,,WANA,1
2013-01-14,012-001-090-001-033,012-001-090-001,33,Abstention from UN Resolution on Palestine,,WANA,2
2013-01-14,012-001-090-001-034,012-001-090-001,34,Correlation between Home Ownership and Marriage,,WANA,1
2013-01-14,012-001-090-001-035,012-001-090-001,35,Community-Based Mental Health Plan,,WANA,1
2013-01-14,012-001-090-001-036,012-001-090-001,36,Reach of Community Health Assistance Scheme,,WANA,1
2013-01-14,012-001-090-001-037,012-001-090-001,37,Progress on Singapore Memory Project,,WANA,1
2013-01-14,012-001-090-001-038,012-001-090-001,38,Uncertified Companies Displaying Halal Logo,,WANA,1
2013-01-14,012-001-090-001-039,012-001-090-001,39,Benefits of Subsidised Training for Cleaning Industry Workers,,WANA,1
2013-01-14,012-001-090-001-040,012-001-090-001,40,Illegal Hawking by Foreigners,,WANA,1
2013-01-14,012-001-090-001-041,012-001-090-001,41,Resolution on South China Sea Dispute,Update on Status of Resolution between ASEAN Claimant States and China,WANA,1
2013-01-14,012-001-090-001-042,012-001-090-001,42,Limiting Cash-Over-Valuation Amounts for HDB Flats,,WANA,1
2013-01-14,012-001-090-001-043,012-001-090-001,43,Publicising BTO Sites in Advance,,WANA,1
2013-01-14,012-001-090-001-044,012-001-090-001,44,Waiting Time for Admission to Elderly Homes,,WANA,1
2013-01-14,012-001-090-001-045,012-001-090-001,45,Reviewing COE System for Buses and Goods Vehicles,,WANA,1
2013-01-14,012-001-090-001-046,012-001-090-001,46,Ideal Education System for Next Decade,,WANA,1
2013-01-14,012-001-090-001-047,012-001-090-001,47,Plain Packaging for Cigarette Packs,,WANA,1
2013-01-14,012-001-090-001-048,012-001-090-001,48,HDB BTO Flats for Second-Time Buyers,,WANA,1
2013-01-14,012-001-090-001-049,012-001-090-001,49,Levy for Private Home Owners who Rent Out Their HDB Flats,,WANA,1
2013-01-14,012-001-090-001-050,012-001-090-001,50,Rewarding Taxi Drivers for Meeting New Taxi Availability Standards,,WANA,1
2013-01-14,012-001-090-001-051,012-001-090-001,51,Improvements to Bus Service Standards after Initial Roll-Out of Buses under BESP,,WANA,1
2013-01-14,012-001-090-001-052,012-001-090-001,52,Addressing Manpower and Throughput Issues in Restructured Hospitals,,WANA,1
2013-01-14,012-001-090-001-053,012-001-090-001,53,Extension of Lease Buyback Scheme to Owners of Larger HDB Flats,,WANA,1
2013-01-14,012-001-090-001-054,012-001-090-001,54,Subsidies Granted for Part-Time Diploma Programmes,,WANA,1
2013-01-14,012-001-090-001-055,012-001-090-001,55,Complaints about Quality of BTO Flats,,WANA,1
2013-01-14,012-001-090-001-056,012-001-090-001,56,Lifts at Overhead Bridges,,WANA,1
2013-01-14,012-001-090-001-057,012-001-090-001,57,Train Noise Measurement Study,,WANA,1
2013-01-14,012-001-090-001-058,012-001-090-001,58,Reviewing Household Income Ceiling Criterion For HDB Rental Flats,,WANA,1
2013-01-14,012-001-090-001-059,012-001-090-001,59,Minimising Delays in Flight Take-Offs and Landings at Changi Airport,,WANA,1
2013-01-14,012-001-090-001-060,012-001-090-001,60,Demographic and Financial Profiles of Families with Foreign Spouses,,WA,1
2013-01-14,012-001-090-001-061,012-001-090-001,61,Loan-To-Value Ratio of COE Financing for Private Vehicles,,WA,1
2013-01-14,012-001-090-001-062,012-001-090-001,62,Total Fertility Rate of Singapore Citizens and Permanent Residents,,WA,1
2013-01-14,012-001-090-001-063,012-001-090-001,63,Number of Long-Term Visit Pass Applications from Foreign Spouses Approved,,WA,1
2013-01-14,012-001-090-001-064,012-001-090-001,64,Tisch School of The Arts Asia,EDB-funded education project,WA,1
2013-01-14,012-001-090-001-065,012-001-090-001,65,Sustainability of Growth in Visitor Arrivals into Singapore,,WA,1
2013-01-14,012-001-090-001-066,012-001-090-001,66,Free Trade Agreement with European Union,Impact on Singapore's economy,WA,1
2013-01-14,012-001-090-001-067,012-001-090-001,67,Growth of the F&B Sector in Singapore,,WA,1
2013-01-14,012-001-090-001-068,012-001-090-001,68,Number of HDB Flats Benefiting from Home Improvement Programme,,WA,1
2013-01-14,012-001-090-001-069,012-001-090-001,69,One-Stop HDB and CPF Board Centre,,WA,1
2013-01-14,012-001-090-001-070,012-001-090-001,70,First-Time Buyers of BTO Flats in Mature Estates,Percentage of monthly income for payment of loans,WA,1
2013-01-14,012-001-090-001-071,012-001-090-001,71,Polling for Neighbourhood Renewal and Home Improvement Programmes for Hougang SMC,,WA,1
2013-01-14,012-001-090-001-072,012-001-090-001,72,Corrective Work Order for First-Time Littering Offenders,,WA,1
2013-01-14,012-001-090-001-073,012-001-090-001,73,Singapore-China Relations after Change in Chinese Leadership,,WA,1
