Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2018-03-20,Counselling for Family Members of Patients in Palliative Care,013-001-094-070-001,Ms Joan Pereira,asked,1,1,013-001-094-070-001-001,1
2018-03-20,Counselling for Family Members of Patients in Palliative Care,013-001-094-070-001,The Senior Minister of State for Health (Dr Amy Khor Lean Suan) (for the Minister for Health),"  Palliative care providers have multidisciplinary care teams that support patients on palliative care services and their family members. These teams comprise staff with experience in counselling, such as medical social workers, counsellors, or pastoral care staff.",1,2,013-001-094-070-001-002,2
2018-03-20,Counselling for Family Members of Patients in Palliative Care,013-001-094-070-001,The Senior Minister of State for Health (Dr Amy Khor Lean Suan) (for the Minister for Health),"The care teams will keep in close touch with family members, assess their needs and provide the necessary support for the patient and the family. This includes support to help family members cope with care-giving and grief management, as well as bereavement care after the patient’s passing. Care teams may also link up families with other support organisations and resources.",2,3,013-001-094-070-001-003,3
2018-03-20,Counselling for Family Members of Patients in Palliative Care,013-001-094-070-001,The Senior Minister of State for Health (Dr Amy Khor Lean Suan) (for the Minister for Health),"MOH has been working with community partners to promote public awareness about palliative care and End-of-Life (EOL) conversations. For example, in conjunction with World Hospice and Palliative Care Day, Singapore Hospice Council held an inaugural community engagement event in October last year, to raise public awareness on the topic. We will continue to work with our community partners on such public outreach and education efforts.",3,4,013-001-094-070-001-004,4
2018-03-20,Counselling for Family Members of Patients in Palliative Care,013-001-094-070-001,Ms Joan Pereira (Tanjong Pagar), ,1,5,013-001-094-070-001-005,5
2018-03-20,Counselling for Family Members of Patients in Palliative Care,013-001-094-070-001,Dr Amy Khor Lean Suan,"  I thank the Member for her supplementary questions. Indeed, I think this is a very important issue, in particular, due to our ageing population. The uptake of counselling services is not specifically tracked because it is delivered as part of palliative care. Upon admission into palliative care services, the patients and the family members will be made aware of the counselling services available as part of the holistic assessment in recognition of the patients' and the families' needs. This would include their physical, psycho-social as well as their pastoral needs.",1,6,013-001-094-070-001-006,6
2018-03-20,Counselling for Family Members of Patients in Palliative Care,013-001-094-070-001,Dr Amy Khor Lean Suan,"For instance, at St Joseph's Home, counselling actually begins at the point of referral of a patient and the family members into palliative care. The multi-disciplinary team, which comprises the consultants, the nurses, as well as social care staff, will engage the patient as well as the family members in conversations on advance care planning, end-of-life preferences, coping with grief and so on. Counselling usually happens as a natural conversation and is a work-in-progress in that sense. It is an on-going process, as part of palliative care.",2,7,013-001-094-070-001-007,7
2018-03-20,Counselling for Family Members of Patients in Palliative Care,013-001-094-070-001,Dr Amy Khor Lean Suan,"In terms of promoting the awareness about end-of-life issues and palliative care services, MOH continues to work with Singapore Hospice Council (SHC) as well as various community partners and providers. For instance, we work with SHC on a community engagement programme. We have a three-year partnership with them from 2017 to 2019 on this community engagement programme to raise awareness among the public about palliative care services as well as end-of-life issues.",3,8,013-001-094-070-001-008,8
2018-03-20,Counselling for Family Members of Patients in Palliative Care,013-001-094-070-001,Dr Amy Khor Lean Suan,"We will continue to do so and extend this outreach in terms of raising awareness and also, improving the quality of end-of-life care and extend this to psycho-social support. That will include supportive counselling of patients and their family members.",4,9,013-001-094-070-001-009,9
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,Er Dr Lee Bee Wah,asked,1,1,013-001-094-070-002-001,10
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,The Senior Minister of State for Health (Mr Chee Hong Tat) (for the Minister for Health),"  Mr Speaker, Sir, I would like to thank Er Dr Lee Bee Wah for raising this important question on behalf of her residents. We certainly share her view that for seniors suffering from incontinence, we would encourage them to seek treatment early. We do not have data on the total number of seniors suffering from incontinence, as patients could be seeing their doctors for other primary conditions such as urinary infection, prostate problems or post-stroke treatment, which include treatment for incontinence.",1,2,013-001-094-070-002-002,11
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,The Senior Minister of State for Health (Mr Chee Hong Tat) (for the Minister for Health),"Mr Speaker, over the past three years, around 2,900 seniors aged 65 years and above received subsidised treatment specifically for incontinence at polyclinics and Community Health Assist Scheme (CHAS) General Practitioners (GPs). This would be a subset of the total number of seniors seeking treatment for incontinence.",2,3,013-001-094-070-002-003,12
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,The Senior Minister of State for Health (Mr Chee Hong Tat) (for the Minister for Health),"Among this group of 2,900 seniors, those who received treatment at the polyclinics paid a median annual cost after subsidies of less than $10 in 2016. The cost and treatment required for each patient will depend on the nature and severity of his condition.",3,4,013-001-094-070-002-004,13
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,The Senior Minister of State for Health (Mr Chee Hong Tat) (for the Minister for Health),Seniors receive subsidies of up to 75% when they visit polyclinics. Seniors who require further financial assistance after Government subsidies may seek help from the Medical Social Workers at our public healthcare institutions.,4,5,013-001-094-070-002-005,14
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,Er Dr Lee Bee Wah (Nee Soon), ,1,6,013-001-094-070-002-006,15
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,Mr Chee Hong Tat, ,1,7,013-001-094-070-002-007,16
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,Dr Tan Wu Meng (Jurong), ,1,8,013-001-094-070-002-008,17
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,Mr Chee Hong Tat,"  Mr Speaker, I thank Dr Tan for his supplementary question. Indeed, I think he is right that the help that we provide to our residents suffering from incontinence is not just for treatment but also in other areas like consumables. Diapers, for example. If seniors require adult diapers, they can apply for assistance under the Seniors Mobility and Enabling Fund (SMF). The fund provides means-tested subsidies – 50% or 80% subsidies – for consumables such as diapers.",1,9,013-001-094-070-002-009,18
2018-03-20,Subsidies for Incontinence Treatment,013-001-094-070-002,Mr Chee Hong Tat,"It would be something that we would be happy to work with Dr Tan and his team in Clementi, to raise awareness and to reach out to his residents who require such assistance.",2,10,013-001-094-070-002-010,19
2018-03-20,Small Fires on Expressways or Roads Caused by Cigarette Butts,013-001-094-070-003,Dr Intan Azura Mokhtar,asked,1,1,013-001-094-070-003-001,20
2018-03-20,Small Fires on Expressways or Roads Caused by Cigarette Butts,013-001-094-070-003,The Second Minister for Home Affairs (Mrs Josephine Teo) (for the Minister for Home Affairs),"  Mr Speaker, the SCDF only started keeping records of roadside vegetation fires from 2014. Between 2014 and 2017, SCDF attended to about 350 such fires annually. Most of these fires were caused by cigarette butts.",1,2,013-001-094-070-003-002,21
2018-03-20,Small Fires on Expressways or Roads Caused by Cigarette Butts,013-001-094-070-003,The Second Minister for Home Affairs (Mrs Josephine Teo) (for the Minister for Home Affairs),"SCDF leads an inter-agency taskforce to deal with vegetation fires. Among other measures, NEA regularly clears the roads of dry leaves, which are more susceptible to catching fire.",2,3,013-001-094-070-003-003,22
2018-03-20,Small Fires on Expressways or Roads Caused by Cigarette Butts,013-001-094-070-003,The Second Minister for Home Affairs (Mrs Josephine Teo) (for the Minister for Home Affairs),"But no amount of clearing will help, if some members of the public continue to illegally and irresponsibly discard cigarette butts. Such persons can be charged under the Environmental Public Health Act for littering at the least, and if we can prove the fact and the fires also cause serious damage, such persons can be charged under the Penal Code for fire-related offences. We encourage the public to report such offences via NEA's website, its mobile app or its hotline.",3,4,013-001-094-070-003-004,23
2018-03-20,Small Fires on Expressways or Roads Caused by Cigarette Butts,013-001-094-070-003,Dr Intan Azura Mokhtar (Ang Mo Kio), ,1,5,013-001-094-070-003-005,24
2018-03-20,Small Fires on Expressways or Roads Caused by Cigarette Butts,013-001-094-070-003,Mrs Josephine Teo,"  Mr Speaker, the Member asked a very good question. It is actually quite difficult. When you think of a vegetation fire, the fact is that it would not have started immediately, let us say, when a cigarette butt is discarded. It would take some time. So, hypothetically, even if someone happens to be at the right spot, at the right time, and manages to capture on camera or through video someone who had thrown a cigarette butt, it is not so easy to establish whether that particular fire started as a result of that particular littering incident.",1,6,013-001-094-070-003-006,25
