Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2020-02-03,013-002-094-116-001,013-002-094-116,1,Impact of Wuhan Coronavirus Outbreak on Singapore and Countermeasures Taken,,OA,
2020-02-03,013-002-094-116-002,013-002-094-116,2,Upgrading Accident and Emergency Departments in All Private and Public Hospitals to Enable Them to Handle Severe and Multiple Trauma Cases,,OA,
2020-02-03,013-002-094-116-003,013-002-094-116,3,Tougher Stance on Drug Traffickers and Syndicates,Response to “Costs of Drug Crime: Literature Review and Methodology” research paper,OA,
2020-02-03,013-002-094-116-004,013-002-094-116,4,Disclosure of Personal Data when Government Addresses Public Complaints,,OA,
2020-02-03,013-002-094-116-005,013-002-094-116,5,Collection of Carbon Tax and Release of Information for Carbon Tax Collections,,OA,
2020-02-03,013-002-094-116-006,013-002-094-116,6,Take-up Rates for Recommended Adult Vaccinations,,OA,
2020-02-03,013-002-094-116-007,013-002-094-116,7,Guidelines on Duration of Medical leave for Specific Injuries,,OA,
2020-02-03,013-002-094-116-008,013-002-094-116,8,Rehabilitation Measures for Young Sex Offenders to Prevent Recidivism,,OA,
2020-02-03,013-002-094-116-009,013-002-094-116,9,Renewal of Re-Entry Permits for Retired Singapore PRs,,OA,
2020-02-03,013-002-094-116-010,013-002-094-116,10,Frequency of SCDF Audits on Functionality of Fire Hose Points in Condominiums,,OA,
2020-02-03,013-002-094-116-011,013-002-094-116,11,Rationale for New Pre-court Action Protocol for Business-to-business Debt Claims,,OA,
2020-02-03,013-002-094-116-012,013-002-094-116,12,Impact on Citizen Unemployment Rate When Persons who are Employed Become New Citizens ,,OA,
2020-02-03,013-002-094-116-013,013-002-094-116,13,Acceptance of Medical Certificates Issued by Ministry-approved TCM Physicians,,OA,
2020-02-03,013-002-094-116-014,013-002-094-116,14,Effectiveness of Total Workplace Safety and Health Approach,,OA,
2020-02-03,013-002-094-116-015,013-002-094-116,15,Survey on Perceptions of Discriminatory Hiring and Other HR Practices to Include Employee Respondents,,OA,
2020-02-03,013-002-094-116-016,013-002-094-116,16,Assessing Adequacy of Parking Lots for Delivery Trucks in Multi-storey Carparks in Public Housing Estates or Town Centres,,OA,
2020-02-03,013-002-094-116-017,013-002-094-116,17,Review Design of Laundry Pole-holders in HDB Blocks to Make Them Safer for Elderly,,OA,
2020-02-03,013-002-094-116-018,013-002-094-116,18,Measures to Ensure Drivers of Foreign Registered Cars Pay Outstanding HDB and URA Parking Fines before Entry into or Exit from Singapore,,OA,
2020-02-03,013-002-094-116-019,013-002-094-116,19,Ensuring Ageing Private Estates and Commercial Buildings are Properly Maintained,,OA,
2020-02-03,013-002-094-116-020,013-002-094-116,20,Amount of Grant and Subsidies Given to PAP Community Foundation for Set-up and Operation of Childcare Centres and Kindergartens,,OA,
2020-02-03,013-002-094-116-021,013-002-094-116,21,Discoloured Tap Water on Pulau Tekong on 20 November 2019,,OA,
2020-02-03,013-002-094-116-022,013-002-094-116,22,Impact of Recent Fires in Australia on Singapore’s Environment and Food Security,,OA,
2020-02-03,013-002-094-116-023,013-002-094-116,23,Recorded Offences in Last Three Years for Smoking in Common Corridors and Void Decks of HDB Blocks and of High-rise Littering of Cigarette Butts and Ash,,OA,
2020-02-03,013-002-094-116-024,013-002-094-116,24,Whole-of-Government Response to the 2019 Novel Coronavirus (2019-nCoV),Statements by Minister for Health and Minister for National Development,OS,
2020-02-03,013-002-094-116-025,013-002-094-116,25,Hindu Endowments (Amendment) Bill,,BI,
2020-02-03,013-002-094-116-026,013-002-094-116,26,Economic Expansion Incentives (Relief from Income Tax) (Amendment) Bill,,BI,
2020-02-03,013-002-094-116-027,013-002-094-116,27,Geographical Indications (Amendment) Bill ,,BP,
2020-02-03,013-002-094-116-028,013-002-094-116,28,National Environment Agency (Amendment) Bill,,BP,
2020-02-03,013-002-094-116-029,013-002-094-116,29,"Hazardous Waste (Control of Export, Import and Transit) (Amendment) Bill",,BP,
2020-02-03,013-002-094-116-030,013-002-094-116,30,Singapore Convention on Mediation Bill,,BP,
2020-02-03,013-002-094-116-031,013-002-094-116,31,Adjournment of Debate,,OS,
2020-02-03,013-002-094-116-032,013-002-094-116,32,Why Fear the Fear of Failure? – Imperatives for Refining our Education System,,OS,
2020-02-03,013-002-094-116-033,013-002-094-116,33,"Action against Singaporeans Involved in Dumping Toxic, Plastics or Other Wastes in Neighbouring Countries",,WANA,1
2020-02-03,013-002-094-116-034,013-002-094-116,34,Annual Number of Singaporeans Travelling Overseas and Number of Tourist Arrivals into Singapore,,WANA,1
2020-02-03,013-002-094-116-035,013-002-094-116,35,"Effect of Slowdown in China's Economic Growth on Singapore's Economy, Job Situation and Investments",,WANA,1
2020-02-03,013-002-094-116-036,013-002-094-116,36,Noise Barriers along Kranji Expressway Adjacent to Residential Units along Segar Estate and Blossom Residences,,WANA,1
2020-02-03,013-002-094-116-037,013-002-094-116,37,Investigations into Piracy Incidents in Singapore Strait in and after December 2019,,WANA,1
2020-02-03,013-002-094-116-038,013-002-094-116,38,Ensuring Third Party Contractors in Government Projects Adopt High Cybersecurity Standards,,WANA,1
2020-02-03,013-002-094-116-039,013-002-094-116,39,Measures to Counter New Tactics in Actual and Attempted Piracy and Robbery Cases in Singapore Strait and Surrounding Waters,,WANA,1
2020-02-03,013-002-094-116-040,013-002-094-116,40,Ensuring Safety of Students as They Travel Overseas for Regional Exposure Given Conflicts and Economic Instability Globally,,WANA,1
2020-02-03,013-002-094-116-041,013-002-094-116,41,Steps Taken by Schools when Students Fail to Report at Their Secondary Schools,,WANA,1
2020-02-03,013-002-094-116-042,013-002-094-116,42,ASEAN's Support to Myanmar in Resolving Situation in Rakhine State,,WANA,1
2020-02-03,013-002-094-116-043,013-002-094-116,43,"Standardising Charges for Consultations, Procedures and Medications across Polyclinics",,WANA,1
2020-02-03,013-002-094-116-044,013-002-094-116,44,Prosecution of Social Media Impersonation Cases,,WANA,1
2020-02-03,013-002-094-116-045,013-002-094-116,45,Standard Clause in Public Sector Contracts to Appoint Singapore Mediation Centre as Sole Mediation Agency,,WANA,1
2020-02-03,013-002-094-116-046,013-002-094-116,46,Review of Funeral Services Industry Practices and Standards Following Case of Cremation Mix-up,,WANA,1
2020-02-03,013-002-094-116-047,013-002-094-116,47,Plans to Reduce Greenhouse Emissions from Oil Refining Industry,,WANA,1
2020-02-03,013-002-094-116-048,013-002-094-116,48,Financial Literacy of Adults in Singapore and Trend in Past Decade,,WANA,1
2020-02-03,013-002-094-116-049,013-002-094-116,49,Payment for Medications by Civil Service Pensioners for Prescriptions Issued by Community Hospitals but not for Prescriptions Issued by General Hospitals,,WANA,1
