Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,Mr Louis Ng Kok Kwang,asked the Minister for Education (a) what percentage of (i) Primary schools (ii) Secondary schools and (iii) post-secondary educational institutions currently have at least one lactation room; and (b) whether the Ministry can make it compulsory for all schools and educational institutions to have at least one lactation room.,1,1,013-002-094-128-001-001,1
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,The Senior Parliamentary Secretary to the Minister for Education (Ms Low Yen Ling) (for the Minister for Education),"  Mr Speaker, Sir, MOE is committed to providing a conducive workplace for nursing mothers. This includes providing schools with lactation facilities, which has become a standard building specification for MOE.",1,2,013-002-094-128-001-002,2
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,,None,1,3,013-002-094-128-001-003,3
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,Mr Louis Ng Kok Kwang (Nee Soon),"  I thank the Senior Parliamentary Secretary for the reply. Can I just check whether these are specifically lactation rooms? So, it is only for the mothers to use and not just a spare room where the mothers can go in to express the milk. Secondly, can I also just check whether there is a fridge in all of these rooms so that they can store their milk after that?",1,4,013-002-094-128-001-004,4
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,Ms Low Yen Ling,"  Mr Speaker, Sir, I want to thank the Member Mr Louis Ng for his care and concern for mothers. As a mother of two kids, and I have breastfed my two kids for slightly over a year, I can understand what it takes to persevere in the breastfeeding journey. For example, the breastfeeding cycle and also the schedule, from expressing and then storing the milk – and the Member asked about the fridge – transporting the precious milk and also all the gadgets that are involved, especially for mothers who need to express milk in their office, workplace and in this case, in the school.",1,5,013-002-094-128-001-005,5
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,Ms Low Yen Ling,"For the two questions that the Member has, I want to assure him that MOE has made it a priority to equip our teachers who are mothers and who are breastfeeding with the facility and the support that they need.",2,6,013-002-094-128-001-006,6
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,Ms Low Yen Ling,"Let me be clear. Since 2010, the requirement for a lactation room was added to the building specification for Primary schools as part of the PERI upgrading. This is a standard building specification  lactation room in the school. Subsequently, the same building specification for Secondary schools and also Junior Colleges were similarly updated with the same requirement. So, yes. These are lactation rooms, not meant to be multi-purpose for other reasons.",3,7,013-002-094-128-001-007,7
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,Ms Low Yen Ling,"Schools that were built or upgraded before 2010 will also be provided with a lactation room as part of their on-going or scheduled PERI upgrading for Primary schools; likewise, for the Secondary schools and the Junior Colleges, when the institutions next undergo rebuilding or major upgrading. For the lactation rooms, we will provide the necessary facilities and also the fridges; if not in the lactation room, then maybe in the Staff Lounge. We would then have to work with the teachers who are mothers and are breastfeeding to make sure that they will label the bottles accordingly.",4,8,013-002-094-128-001-008,8
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,Ms Low Yen Ling,"The other thing I wish to reassure the Member is, I gave the numbers for Primary schools and Secondary schools. What is very heartening is that to-date, all our IHLs have lactation facilities. In fact, some of the bigger campuses have more than one lactation room. I want to assure the Member that MOE will certainly continue to work with the existing schools to ensure that all schools will have lactation rooms at the nearest feasible date. The target for us, really, is for every school to have lactation facilities within the next three years.",5,9,013-002-094-128-001-009,9
2020-03-26,Schools and Post-secondary Educational Institutions with Lactation Rooms,013-002-094-128-001,Ms Low Yen Ling,I also want to assure the Member that we in MOE appreciate the sacrifices that mothers make for their children and we will wholeheartedly support their breastfeeding journey.,6,10,013-002-094-128-001-010,10
2020-03-26,Regulations that Prohibit Breastfeeding in Public,013-002-094-128-002,Mr Louis Ng Kok Kwang,asked the Minister for Home Affairs whether there are any regulations that prohibit mothers from breastfeeding their children in public.,1,1,013-002-094-128-002-001,11
2020-03-26,Regulations that Prohibit Breastfeeding in Public,013-002-094-128-002,The Senior Parliamentary Secretary to the Minister for Home Affairs (Ms Sun Xueling) (for the Minister for Home Affairs),"  Mr Speaker, there is no law that strictly prohibits mothers to breastfeed their children in public in Singapore.",1,2,013-002-094-128-002-002,12
2020-03-26,Regulations that Prohibit Breastfeeding in Public,013-002-094-128-002,The Senior Parliamentary Secretary to the Minister for Home Affairs (Ms Sun Xueling) (for the Minister for Home Affairs),"Indecent exposure and appearing nude in public are criminal offences. Mothers who are genuinely breastfeeding their children, in public are generally unlikely to fall under these categories. It is not possible to be more specific than that. To determine if any offences might be made out, Police would need to ascertain the specific facts of each case and the circumstances.",2,3,013-002-094-128-002-003,13
