Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2018-09-10,013-002-094-082-001,013-002-094-082,1,Lease Decay and Voluntary Early Redevelopment Scheme,,OA,
2018-09-10,013-002-094-082-002,013-002-094-082,2,Measures to Help in the Selling of HDB or Private Properties with Less than 60-year Leases,,OA,
2018-09-10,013-002-094-082-003,013-002-094-082,3,SMEs' Application and Commercialisation of Technologies Developed by A*STAR and Its Research Entities,,OA,
2018-09-10,013-002-094-082-004,013-002-094-082,4,Impact of Water Price Increase on Industries and Businesses with High Water Usage and on SMEs' Competitiveness,,OA,
2018-09-10,013-002-094-082-005,013-002-094-082,5,Employers' Recognition of Hospitalisation Leave Issued by Community Hospitals ,,OA,
2018-09-10,013-002-094-082-006,013-002-094-082,6,Update on Investigation into Possible Misuse of Funds at Tiong Bahru Football Club,,OA,
2018-09-10,013-002-094-082-007,013-002-094-082,7,Standard Operating Procedure for Declassification of Government Documents,,OA,
2018-09-10,013-002-094-082-008,013-002-094-082,8,Complaints over Library Books with Homosexual Content,,OA,
2018-09-10,013-002-094-082-009,013-002-094-082,9,Installation of Elderly-friendly Facilities in Schools to Cater to Ageing Teaching Workforce and Those with Mobility Issues,,OA,
2018-09-10,013-002-094-082-010,013-002-094-082,10,Training and Support Systems for Talented Singapore Athletes Considering Professional Sporting Careers,,OA,
2018-09-10,013-002-094-082-011,013-002-094-082,11,"Formation of Special Committee to Address Training Needs, Programmes and Accreditation for Jobs under Healthcare Industry Transformation Maps",,OA,
2018-09-10,013-002-094-082-012,013-002-094-082,12,Assistance for Vendors Displaced from Kreta Ayer Weekend Market and Their Return after Its Renovation,,OA,
2018-09-10,013-002-094-082-013,013-002-094-082,13,Employers' Compliance with Mandatory Provision of Itemised Payslips,,OA,
2018-09-10,013-002-094-082-014,013-002-094-082,14,Success of Foreign Workers Ambassador Programme in Increasing Well-being of Foreign Workers,,OA,
2018-09-10,013-002-094-082-015,013-002-094-082,15,Enforcement Actions Taken against Agencies Charging Foreign Workers above Cap for Agency Fees,,OA,
2018-09-10,013-002-094-082-016,013-002-094-082,16,Concern over High Prices of Motorcycle COEs in Recent Biddings,,OA,
2018-09-10,013-002-094-082-017,013-002-094-082,17,Apps-based Operators or Operators Offering Courier Services Using Private-hire Vehicles and Taxis,,OA,
2018-09-10,013-002-094-082-018,013-002-094-082,18,Full-time National Servicemen Requiring SAF Financial Hardship Assistance after Enlistment,,OA,
2018-09-10,013-002-094-082-019,013-002-094-082,19,Claims and Payouts under CareShield Life,,OA,
2018-09-10,013-002-094-082-020,013-002-094-082,20,Children under 18 Undergoing Cosmetic Surgeries,,OA,
2018-09-10,013-002-094-082-021,013-002-094-082,21, Complaints of Job Discrimination Faced by People with Disabilities,,OA,
2018-09-10,013-002-094-082-022,013-002-094-082,22,"Insolvency, Restructuring and Dissolution Bill",,BI,
2018-09-10,013-002-094-082-023,013-002-094-082,23,Supreme Court of Judicature (Amendment No 2) Bill,,BI,
2018-09-10,013-002-094-082-024,013-002-094-082,24,Parliamentary Elections (Amendment) Bill,,BI,
2018-09-10,013-002-094-082-025,013-002-094-082,25,Electricity (Amendment) Bill,,BI,
2018-09-10,013-002-094-082-026,013-002-094-082,26,Gas (Amendment) Bill,,BI,
2018-09-10,013-002-094-082-027,013-002-094-082,27,Income Tax (Amendment) Bill,,BI,
2018-09-10,013-002-094-082-028,013-002-094-082,28,Building and Construction Industry Security of Payment (Amendment) Bill,,BI,
2018-09-10,013-002-094-082-029,013-002-094-082,29,Environmental Public Health (Amendment) Bill,,BI,
2018-09-10,013-002-094-082-030,013-002-094-082,30,Variable Capital Companies Bill,,BI,
2018-09-10,013-002-094-082-031,013-002-094-082,31,Land Transport (Enforcement Measures) Bill,,BP,
2018-09-10,013-002-094-082-032,013-002-094-082,32,Stamp Duties (Amendment) Bill,,BP,
2018-09-10,013-002-094-082-033,013-002-094-082,33,Smoking (Prohibition in Certain Places) (Amendment) Bill,,BP,
2018-09-10,013-002-094-082-034,013-002-094-082,34,Nominated Members of Parliament,Leader's Statement,OS,
2018-09-10,013-002-094-082-035,013-002-094-082,35,Adjournment,,OS,
2018-09-10,013-002-094-082-036,013-002-094-082,36, Addressing Issues That Limit Artistic Expression In Everyday Places,,OS,
2018-09-10,013-002-094-082-037,013-002-094-082,37,Transition of Early Childhood Educators from Other Kindergartens and Childcare Centres to MOE Kindergartens,,WANA,1
2018-09-10,013-002-094-082-038,013-002-094-082,38,Lowering Cost Burden to Hawker Centre Tenants and Stallholders from Implementation of e-payments and Other Measures,,WANA,1
2018-09-10,013-002-094-082-039,013-002-094-082,39,Update on Progress of Industry Transformation Maps for Precision Engineering Industry and Electronics Industry,,WANA,1
2018-09-10,013-002-094-082-040,013-002-094-082,40,Participation in SkillsFuture Leadership Development Initiative and ASEAN Leadership Programme,,WANA,1
2018-09-10,013-002-094-082-041,013-002-094-082,41,Appropriate Security Assessment Measures in Place for Screening of Cybersecurity Staff and Contractors,,WANA,1
2018-09-10,013-002-094-082-042,013-002-094-082,42,Review of Relevant Literature Text for Lower Secondary Classes with Global Pivot to Asia,,WANA,1
2018-09-10,013-002-094-082-043,013-002-094-082,43,Minimum Standards for Providers of Home-based and Centre-based Services for Elderly Care,,WANA,1
2018-09-10,013-002-094-082-044,013-002-094-082,44,Rise in Outrage of Modesty Cases on Public Transport,,WANA,1
2018-09-10,013-002-094-082-045,013-002-094-082,45,Actions Against People Smugglers,,WANA,1
2018-09-10,013-002-094-082-046,013-002-094-082,46,New Sectors Considered for Implementation of Progressive Wage Model,,WANA,1
2018-09-10,013-002-094-082-047,013-002-094-082,47, Percentage of Mobile Phone Ownership by Income Group,,WANA,1
2018-09-10,013-002-094-082-048,013-002-094-082,48,Jobs Created by New Firms in Last Five Years,,WANA,1
2018-09-10,013-002-094-082-049,013-002-094-082,49,Recourse Available to Pedestrians and Motorists Involved in Accidents,,WANA,1
2018-09-10,013-002-094-082-050,013-002-094-082,50,Plans to Encourage Singaporeans to Have More Children,,WANA,1
2018-09-10,013-002-094-082-051,013-002-094-082,51,Terms and Conditions to Protect Employees Hired as Individual Contractors in the Public Sector,,WANA,1
2018-09-10,013-002-094-082-052,013-002-094-082,52,Mechanisms to Ensure Affordability of School Bus Services to all School-going Children,,WANA,1
2018-09-10,013-002-094-082-053,013-002-094-082,53,Setting aside More Places in Primary Schools for Residents Living Within One Km ,,WANA,1
2018-09-10,013-002-094-082-054,013-002-094-082,54,Plans for Polyclinic in Braddell Heights Constituency,,WANA,1
2018-09-10,013-002-094-082-055,013-002-094-082,55,Latest Findings on Harmful Effects of Alcohol Consumption,,WANA,1
2018-09-10,013-002-094-082-056,013-002-094-082,56,E-commerce Scams on Online Marketplaces,,WANA,1
2018-09-10,013-002-094-082-057,013-002-094-082,57,Alleged Improper Transfer of S$10 Million to oBike Hong Kong,,WANA,1
2018-09-10,013-002-094-082-058,013-002-094-082,58,Regular Inspection and Pruning of Trees along Roads,,WANA,1
2018-09-10,013-002-094-082-059,013-002-094-082,59,Private Developments on Freehold Land Sold as 99-year Leasehold Properties,,WANA,1
2018-09-10,013-002-094-082-060,013-002-094-082,60,Impact of Rise of Factoryless Goods producing Firms on Singapore's Economic Competitiveness and Exports,,WANA,1
2018-09-10,013-002-094-082-061,013-002-094-082,61,Impact on Local Businesses and SMEs of Singaporeans and PRs Shopping in Malaysia,,WANA,1
2018-09-10,013-002-094-082-062,013-002-094-082,62,"Measures to Deal with Personal Mobility Devices and Vehicle Users Blaring Loud Music or Sounds in Public Areas, Pathways and Roads",,WANA,1
2018-09-10,013-002-094-082-063,013-002-094-082,63,Measures to Ensure Safety in Areas with High Number of Elderly Accidents,,WANA,1
2018-09-10,013-002-094-082-064,013-002-094-082,64,Singaporean Long-term Care Workers' Salary and Career Prospects,,WANA,1
2018-09-10,013-002-094-082-065,013-002-094-082,65,Seniors Receiving Home Personal Care Services and Current Waiting List,,WANA,1
2018-09-10,013-002-094-082-066,013-002-094-082,66,Exemption from Proficiency Driving Test for Class 4 Driving Licence Holders on Reaching Age 65,,WANA,1
2018-09-10,013-002-094-082-067,013-002-094-082,67,Specific Period for Traffic Summons to be Issued to Driver/Offender,,WANA,1
2018-09-10,013-002-094-082-068,013-002-094-082,68,Findings of Animal Monitoring Programme Conducted at Central Catchment Nature Reserve,,WANA,1
