Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-04-21,Percentage of Primary School Children with Limited or No Access to Digital Devices and Network Connection for Learning,014-002-095-101-001,Mr Darryl David –,None,1,1,014-002-095-101-001-001,1
2023-04-21,Percentage of Primary School Children with Limited or No Access to Digital Devices and Network Connection for Learning,014-002-095-101-001,Mr Darryl David –,1 To ask the Minister for Education (a) what is the current percentage of primary school children who have limited or no access to digital devices and wifi for learning and education; and (b) what are the available schemes at the Ministry to ensure that these children have access to such digital devices and wifi so that their learning and education are not compromised.,2,2,014-002-095-101-001-002,2
2023-04-21,Percentage of Primary School Children with Limited or No Access to Digital Devices and Network Connection for Learning,014-002-095-101-001,Dr Wan Rizal (Jalan Besar),"  Question No 1, Sir.",1,3,014-002-095-101-001-003,3
2023-04-21,Percentage of Primary School Children with Limited or No Access to Digital Devices and Network Connection for Learning,014-002-095-101-001,The Minister of State for Education (Ms Gan Siow Huang) (for the Minister for Education),"  Mr Speaker, the Ministry of Education (MOE) has provided all primary schools with sufficient internet-enabled devices to support students' learning in school. MOE also periodically reviews the level of provision to ensure that it meets the needs of schools' teaching and learning programmes.",1,4,014-002-095-101-001-004,4
2023-04-21,Percentage of Primary School Children with Limited or No Access to Digital Devices and Network Connection for Learning,014-002-095-101-001,The Minister of State for Education (Ms Gan Siow Huang) (for the Minister for Education),"In cases where primary students need to use devices after school hours but lack digital devices, schools can loan computers and Internet-enabling devices to students who need to use devices at home for school work. Our students also have the option to use the computing facilities in school.",2,5,014-002-095-101-001-005,5
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Ms Mariam Jaafar –,None,1,1,014-002-095-101-002-001,6
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Ms Mariam Jaafar –,2 To ask the Minister for Health (a) whether insurers offering massive additional coverage for cancer treatment through their riders is a cause for concern for the Ministry; and (b) whether such riders undermine efforts to contain cancer drug costs.,2,2,014-002-095-101-002-002,7
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Yip Hon Weng,"asked the Minister for Health (a) in the past year, what is the proportion of cancer patients who have exceeded the annual claim limits of $1,200 from MediShield Life and $600 from MediSave for their cancer treatment; (b) what assistance is available for such patients; and (c) whether the Ministry will consider creating a separate claim category for the coverage of elective cancer drug services to avoid exceeding the claim limits for essential cancer drug services.",1,3,014-002-095-101-002-003,8
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Yip Hon Weng,"asked the Minister for Health (a) how will the implementation of enhanced riders offered by Integrated Shield Plan (IP) insurers to offset limits on oncological treatment coverage affect the Ministry's efforts to curb rising costs of cancer treatments in Singapore; (b) whether MediSave will be permitted to pay for premiums of these riders and, if so, whether this will contradict the Ministry's intent to impose limits on cancer treatment coverage; and (c) whether policyholders who opt for these enhanced riders will be required to have a minimum co-payment of their medical bills subject to a cap each year.",1,4,014-002-095-101-002-004,9
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Dr Tan Wu Meng (Jurong),  Question No 2.,1,5,014-002-095-101-002-005,10
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,The Minister for Health (Mr Ong Ye Kung),"  Mr Speaker, may I have your permission to answer Question Nos 2 to 4 together, please?",1,6,014-002-095-101-002-006,11
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Speaker,"  Yes, please.",1,7,014-002-095-101-002-007,12
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Ong Ye Kung,  My response will also cover the matters raised in the questions by Mr Louis Chua,1,8,014-002-095-101-002-008,13
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Ong Ye Kung,"Let me first provide some facts that have been requested. The annual number of Singapore Citizens and Permanent Residents who received cancer drug treatment and services increased from 22,500 in 2017, to 31,500 in 2021, which is a 40% increase. Eighty-four percent received treatment in Public Healthcare Institutions, or PHIs, and 16% in private medical institutions. And this proportion has remained stable over the past few years.",2,9,014-002-095-101-002-009,14
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Ong Ye Kung,"A Member asked about the adequacy of the MediShield Life claim limit for cancer drug services. We have received similar feedback earlier and have recently increased the claim limit for cancer drug services from $1,200 to $3,600 per year. So, increased by three times. This is sufficient to cover the essential cancer drug services incurred by more than nine in 10 subsidised patients in our PHIs.",3,10,014-002-095-101-002-010,15
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Ong Ye Kung,"Other Members raised concerns that generous insurance coverage, especially Integrated Shield Plans, or IPs, and IP plus riders provided by commercial insurance companies, will continue to contribute to the rapid escalation of cancer drug prices. I thank the Members for sharing the Ministry of Health (MOH)'s concern which gave rise to the recent policy changes.",4,11,014-002-095-101-002-011,16
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Ong Ye Kung,But first let me explain the key reasons for the rapid rise in cancer drug prices over the past years.,5,12,014-002-095-101-002-012,17
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Ong Ye Kung,"Firstly, as a small market, Singapore lacks negotiating power and can pay higher procurement prices. With the Cancer Drug List, or CDL, announced in August 2021, drug companies have lowered their prices in order to include their drugs in the CDL so that they can get financing coverage, namely subsidy plus MediShield, MediShield, MediShield Life and IP coverage. Since these changes, we have negotiated an average cost reduction of 30% for most drugs, and over 60% for some drugs.",6,13,014-002-095-101-002-013,18
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Ong Ye Kung,"We can plough the money saved on procurement costs into more subsidies. Annual Government spending on cancer drug subsidies increased from about $12 million for about 50 drugs before the CDL announcement in August 2021, to around $80 million for more than 100 drugs from September 2022.",7,14,014-002-095-101-002-014,19
2023-04-21,Assessment of Practice where Insurers Offer Additional Coverage for Cancer Treatment through Riders,014-002-095-101-002,Mr Ong Ye Kung,"Secondly, because of the high level of anxiety surrounding cancer, high-cost cancer treatments are often prescribed even where costs are not commensurate with the established clinical benefits. Overseas studies have found that about half of new cancer treatments were introduced without evidence of benefit to survival or quality of life. However, patients and their loved ones all hope for a cure.",8,15,014-002-095-101-002-015,20
