Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2021-11-03,014-001-095-043-001,014-001-095-043,1,Announcement by Speaker,Members in Committee of Privileges,OS,
2021-11-03,014-001-095-043-002,014-001-095-043,2,Investigations into Whether Singapore-based Individuals or Financial Institutions were Implicated in Pandora Papers Disclosures,,OA,
2021-11-03,014-001-095-043-003,014-001-095-043,3,Protection for Point-to-point Drivers when Ferrying Patients to and from PCR Test Venues,,OA,
2021-11-03,014-001-095-043-004,014-001-095-043,4,Near- and Medium-term Outlook for Inflation in Singapore and Steps to Mitigate Sharp Rise,,OA,
2021-11-03,014-001-095-043-005,014-001-095-043,5,Expected ComCare Assistance Payouts in FY2021,,OA,
2021-11-03,014-001-095-043-006,014-001-095-043,6,Continuity of School Financial Assistance when Students are Posted from One School to Another,,OA,
2021-11-03,014-001-095-043-007,014-001-095-043,7,Students' Low-cost Access to High-speed Internet Outside of School,,OA,
2021-11-03,014-001-095-043-008,014-001-095-043,8,"Take-up for Enhancement for Active Seniors Programme and Plans to Build Elderly-, Child- and Disabled-friendly Features in HDB Flats and Estates",,OA,
2021-11-03,014-001-095-043-009,014-001-095-043,9,Profile of Offenders and Fines Issued under Tray Return Campaign ,,OA,
2021-11-03,014-001-095-043-010,014-001-095-043,10,Business Closures due to COVID-19 Pressures and Support for Companies for Post-crisis Growth,,OA,
2021-11-03,014-001-095-043-011,014-001-095-043,11,Closure of Tourism-related and Retail Businesses and Efforts to Stimulate Growth In These Sectors,,OA,
2021-11-03,014-001-095-043-012,014-001-095-043,12,Impact of COVID-19 Work Arrangements on Sectoral Productivity Rates,,OA,
2021-11-03,014-001-095-043-013,014-001-095-043,13,Potential Disruptions to Manpower Resources in Sectors Such as Cleaning and Hospitality as Singapore Reopens under Vaccinated Travel Lanes,,OA,
2021-11-03,014-001-095-043-014,014-001-095-043,14,Impact of Artificial Intelligence Marking for English Subject Assignments on Students' Creativity and Writing Ability,,OA,
2021-11-03,014-001-095-043-015,014-001-095-043,15,Accidents and Violations Involving Heavy Vehicles,,OA,
2021-11-03,014-001-095-043-016,014-001-095-043,16,Government Borrowing (Miscellaneous Amendments) Bill,,BP,
2021-11-03,014-001-095-043-017,014-001-095-043,17,Constitution of the Republic of Singapore (Amendment) Bill  ,,BP,
2021-11-03,014-001-095-043-018,014-001-095-043,18,Judicial Service (Miscellaneous Amendments) Bill ,,BP,
2021-11-03,014-001-095-043-019,014-001-095-043,19,Adjournment,,OS,
2021-11-03,014-001-095-043-020,014-001-095-043,20,Role of Migrant Domestic Workers in Singapore's Caregiving Landscape,,OS,
2021-11-03,014-001-095-043-021,014-001-095-043,21,Closure of F&B Businesses due to COVID-19 Pandemic and Impact on Employees,,WANA,
2021-11-03,014-001-095-043-022,014-001-095-043,22,Support for Dementia Patients at High Risk of Deteriorating due to COVID-19-related Social Isolation,,WANA,
2021-11-03,014-001-095-043-023,014-001-095-043,23,Scams Resulting from Integration of Cross-border E-payment Services,,WANA,
