Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2015-03-05,012-002-093-010-001,012-002-093-010,1,Rodent Management Measures,,OA,
2015-03-05,012-002-093-010-002,012-002-093-010,2,Environmental Impact Assessment for Cross-Island MRT Line,,OA,
2015-03-05,012-002-093-010-003,012-002-093-010,3,Proceedings on Estimates of Expenditure for FY2015/2016,,OS,
2015-03-05,012-002-093-010-004,012-002-093-010,4,Debate on Annual Budget Statement,,OS,
2015-03-05,012-002-093-010-005,012-002-093-010,5,Commencement Time of Committee of Supply,Announcement by Mdm Speaker,OS,
2015-03-05,012-002-093-010-006,012-002-093-010,6,Estimates of Expenditure for the Financial Year 1 April 2015 to 31 March 2016,Committee of Supply – Paper Cmd 1 of 2015,OS,
2015-03-05,012-002-093-010-007,012-002-093-010,7,Head N – Ministry of Foreign Affairs,Committee of Supply,OS,
2015-03-05,012-002-093-010-008,012-002-093-010,8,Head J – Ministry of Defence,Committee of Supply,OS,
2015-03-05,012-002-093-010-009,012-002-093-010,9,Head P – Ministry of Home Affairs,Committee of Supply,OS,
2015-03-05,012-002-093-010-010,012-002-093-010,10,Committee of Supply Reporting Progress,,OS,
2015-03-05,012-002-093-010-011,012-002-093-010,11,Adjournment,,OS,
2015-03-05,012-002-093-010-012,012-002-093-010,12,Town Council Managing Agents and Rates Charged Per Residential and Commercial Unit,,WA,
2015-03-05,012-002-093-010-013,012-002-093-010,13,Immersion Programmes to Encourage Cultural Exchanges in ASEAN,,WA,
2015-03-05,012-002-093-010-014,012-002-093-010,14,Information on Taxi Drivers,,WA,
