Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2021-07-05,014-001-095-031-001,014-001-095-031,1,Employment Visas and Dependant Passes Issued to Nationals from Countries That Have Signed Free Trade Agreements with Singapore,,OA,
2021-07-05,014-001-095-031-002,014-001-095-031,2,Proposal to Set up Commission of Inquiry to Review Government's Response to COVID-19 Pandemic,,OA,
2021-07-05,014-001-095-031-003,014-001-095-031,3,Implications for Singapore of G7 Agreement on Global Minimum Corporate Tax Rate,,OA,
2021-07-05,014-001-095-031-004,014-001-095-031,4,Impact of G7 Agreement for Global Minimum Corporate Tax Rate on Singapore's Ability to Attract MNCs,,OA,
2021-07-05,014-001-095-031-005,014-001-095-031,5,Managing Community Conversations on Sensitive Race and Religion Topics and Addressing Tensions due to Racial Insensitivities,,OA,
2021-07-05,014-001-095-031-006,014-001-095-031,6,"Addressing Concerns from Students about Racial, Religious and Gender Discrimination amongst Educators",,OA,
2021-07-05,014-001-095-031-007,014-001-095-031,7,Review of Ethnic Integration Policy for HDB Blocks and Neighbourhoods,,OA,
2021-07-05,014-001-095-031-008,014-001-095-031,8,Home Ownership Schemes for Malay/Muslim Community,,OA,
2021-07-05,014-001-095-031-009,014-001-095-031,9,Revision of Question Time,,OS,
2021-07-05,014-001-095-031-010,014-001-095-031,10,Take-up Rate by Malay/Muslims of Existing National Financial and Estate Planning Programmes,,OA,
2021-07-05,014-001-095-031-011,014-001-095-031,11,Support Measures for Phase Two (Heightened Alert) and Phase Three (Heightened Alert),Statement by the Minister for Finance,OS,
2021-07-05,014-001-095-031-012,014-001-095-031,12,Police Force (Amendment) Bill,,BI,
2021-07-05,014-001-095-031-013,014-001-095-031,13,Dental Registration (Amendment) Bill,,BI,
2021-07-05,014-001-095-031-014,014-001-095-031,14,Child Development Co-Savings (Amendment) Bill,,BI,
2021-07-05,014-001-095-031-015,014-001-095-031,15,Mental Capacity (Amendment) Bill,,BP,
2021-07-05,014-001-095-031-016,014-001-095-031,16,Adjournment of Debate,,OS,
2021-07-05,014-001-095-031-017,014-001-095-031,17,Unending Project of Building Racial Harmony in Singapore,,OS,
2021-07-05,014-001-095-031-018,014-001-095-031,18,Changes to Safe Management Measures when COVID-19 Situation Transitions from Pandemic to Endemic Status,,WANA,
2021-07-05,014-001-095-031-019,014-001-095-031,19,Extension of COVID-19 Vaccination to More Groups of Singaporeans,,WANA,
2021-07-05,014-001-095-031-020,014-001-095-031,20,Update on COVID-19 Vaccination Programme for Students,,WANA,
2021-07-05,014-001-095-031-021,014-001-095-031,21,Economic Opportunities for Singapore when COVID-19 Situation Transitions to Endemic Status,,WANA,
2021-07-05,014-001-095-031-022,014-001-095-031,22,Building Sufficient BTO Flats and Assisting First-time Home Buyers Given Severe Challenges in Construction Industry,,WANA,
2021-07-05,014-001-095-031-023,014-001-095-031,23,Proposal for Larger Housing Grants and Financial Assistance for Flat Rental Given Construction Delays amidst COVID-19 Pandemic,,WANA,
2021-07-05,014-001-095-031-024,014-001-095-031,24,Proposal to Allow Applicants to Cancel BTO Flat Bookings Without Forfeiture,,WANA,
2021-07-05,014-001-095-031-025,014-001-095-031,25,Alternatives for Successful BTO Applicants Affected by Construction Delays,,WANA,
2021-07-05,014-001-095-031-026,014-001-095-031,26,Extension of Relief Provisions in COVID-19 (Temporary Measures) Act due to Recent Phase Two (Heightened Alert) Measures,,WANA,
2021-07-05,014-001-095-031-027,014-001-095-031,27,Recent Trend of Mass Gatherings of Alleged Secret Society Members at Funerals,,WANA,
2021-07-05,014-001-095-031-028,014-001-095-031,28,Progress of Adoption of Skills Frameworks as Part of Industry Transformation Maps,,WANA,
2021-07-05,014-001-095-031-029,014-001-095-031,29,Number of Companies in High-risk Industries Inspected by Government for Workplace Safety,,WANA,
2021-07-05,014-001-095-031-030,014-001-095-031,30,Workplace Injuries and Fatalities in First Six Months of 2021,,WANA,
2021-07-05,014-001-095-031-031,014-001-095-031,31,Proposal for Mandatory Rest Break for Drivers to Mitigate Health and Safety Concerns,,WANA,
2021-07-05,014-001-095-031-032,014-001-095-031,32,Additional Safety Measures for Protection of NSmen undergoing In-Camp Training against COVID-19,,WANA,
2021-07-05,014-001-095-031-033,014-001-095-031,33,Raising Awareness of Employees and Workers for Tripartite Standards on Progressive Employment Practices,,WANA,
2021-07-05,014-001-095-031-034,014-001-095-031,34,Cases Involving Employers Receiving Kickbacks from Migrant Workers,,WANA,
2021-07-05,014-001-095-031-035,014-001-095-031,35,Turnover and Retention of Social Workers,,WANA,
2021-07-05,014-001-095-031-036,014-001-095-031,36,Insurance Coverage for Persons with Autism and Mental Health Issues,,WANA,
2021-07-05,014-001-095-031-037,014-001-095-031,37,Encouraging Public to Use DIY COVID-19 Test Kits,,WANA,
2021-07-05,014-001-095-031-038,014-001-095-031,38,New MNCs Granted Economic Expansion-related Tax Incentives,,WANA,
2021-07-05,014-001-095-031-039,014-001-095-031,39,Revenue and Taxation Rates for Foreign Companies with Profit Margins of Above 10%,,WANA,
2021-07-05,014-001-095-031-040,014-001-095-031,40,Corporate Tax Relief and Rebates Granted to Companies Annually from 2011 to 2020,,WANA,
2021-07-05,014-001-095-031-041,014-001-095-031,41,Detailed Breakdown of SMEs and Non-SMEs' Corporate Income Tax Collections,,WANA,
2021-07-05,014-001-095-031-042,014-001-095-031,42,Preparations for Singapore's Participation in Tokyo Olympics amidst COVID-19,,WANA,
2021-07-05,014-001-095-031-043,014-001-095-031,43,Singaporeans in Lower-Income Households who Require Full-time Caregivers' Assistance,,WANA,
2021-07-05,014-001-095-031-044,014-001-095-031,44,Review of Family-friendly Policies in view of 2020 Population Census Results,,WANA,
2021-07-05,014-001-095-031-045,014-001-095-031,45,Allowing Seniors to Claim Reimbursement for Taking COVID-19 Vaccines Approved for Emergency Use,,WANA,
2021-07-05,014-001-095-031-046,014-001-095-031,46,Rationale for Government's Approval for Sinovac to be Used Before Evaluation Is Finalised,,WANA,
2021-07-05,014-001-095-031-047,014-001-095-031,47,Extension and Utilisation of Current Business Support Schemes,,WANA,
2021-07-05,014-001-095-031-048,014-001-095-031,48,Admission of Students to Singapore's Autonomous Universities amidst COVID-19 Pandemic,,WANA,
2021-07-05,014-001-095-031-049,014-001-095-031,49,Policy Decisions in Anticipation of More Elderly with Mobility Issues,,WANA,
2021-07-05,014-001-095-031-050,014-001-095-031,50,Dealing with New Demographic Challenges of Ageing Population and Impact on Healthcare Policies,,WANA,
2021-07-05,014-001-095-031-051,014-001-095-031,51,Assessment Criteria for Projects Financed by Green Bonds issued by Singapore Government,,WANA,
2021-07-05,014-001-095-031-052,014-001-095-031,52,Mandatory Pre-departure Polymerase Chain Reaction Tests for Individuals of All Ages Arriving in Singapore from Higher Risk Regions,,WANA,
2021-07-05,014-001-095-031-053,014-001-095-031,53,Early Warnings of Impending Health Concerns by Singapore’s Overseas Missions,,WANA,
2021-07-05,014-001-095-031-054,014-001-095-031,54,Requirement for Visitors to be Vaccinated Before Arrival in Singapore,,WANA,
2021-07-05,014-001-095-031-055,014-001-095-031,55,Regulation of Alternative Legal Service Providers,,WANA,
2021-07-05,014-001-095-031-056,014-001-095-031,56,Reasons for and Rate of Increase in Cash-Over-Valuation for Resale HDB Flats,,WANA,
2021-07-05,014-001-095-031-057,014-001-095-031,57,Developments Ceased due to Findings from Environmental Impact Assessments and Built Heritage Evaluations,,WANA,
2021-07-05,014-001-095-031-058,014-001-095-031,58,Building Bigger Format BTO Flats and Communal Working Spaces in line with Work-from-home Trend,,WANA,
2021-07-05,014-001-095-031-059,014-001-095-031,59,Review Permissible Noise Levels in Residential Areas given Rise in Home-based Learning and Work-from-home Trends,,WANA,
2021-07-05,014-001-095-031-060,014-001-095-031,60,Impact of Global Shift Away from Coal and Fossil Fuel on Singapore’s Petrochemical Industries,,WANA,
2021-07-05,014-001-095-031-061,014-001-095-031,61,Carbon Tax Revenue Used to Fund Transitional Measures by Industries to Reduce Emissions,,WANA,
2021-07-05,014-001-095-031-062,014-001-095-031,62,Developing Singapore Into Global Trading Hub for Climate-related Services,,WANA,
2021-07-05,014-001-095-031-063,014-001-095-031,63,Retention Rate of Trainees SGUnited Traineeships and SGUnited Mid-Career Pathways Programmes,,WANA,
2021-07-05,014-001-095-031-064,014-001-095-031,64,Prior Consultation with Affected Residents for Acquisition of 68-74 Thomson Road,,WANA,
2021-07-05,014-001-095-031-065,014-001-095-031,65,Encouraging Visitors to Wet Markets and Hawker Centres to Use TraceTogether Token and App,,WANA,
2021-07-05,014-001-095-031-066,014-001-095-031,66,Outcome of High-rise Littering Surveillance Operations,,WANA,
2021-07-05,014-001-095-031-067,014-001-095-031,67,Psychological and Cost-benefit Impact of Deep Nasal Swabs for COVID-19 Tests,,WANA,
2021-07-05,014-001-095-031-068,014-001-095-031,68,More Species of Marine Invertebrates in Protected List of Wildlife Act,,WANA,
2021-07-05,014-001-095-031-069,014-001-095-031,69,Measures to Prevent Cat Abuse Cases,,WANA,
2021-07-05,014-001-095-031-070,014-001-095-031,70,Additional Precautions and Remote Learning Options for Pre-schoolers during COVID-19 Heightened Alert Phases,,WANA,
2021-07-05,014-001-095-031-071,014-001-095-031,71,Encouraging Hawkers and Food Vendors to Default to Non-inclusion of Disposable Utensils for Takeout Orders,,WANA,
2021-07-05,014-001-095-031-072,014-001-095-031,72,Nationality and Gender of Singapore's Permanent Residents Pool,,WANA,
2021-07-05,014-001-095-031-073,014-001-095-031,73,Contact Tracing of Persons Exposed to COIVD-19 Risk who Had Opted Out of TraceTogether,,WANA,
2021-07-05,014-001-095-031-074,014-001-095-031,74,Proposal for Installation of Speed Limiters on Lorries that Ferry Workers,,WANA,
2021-07-05,014-001-095-031-075,014-001-095-031,75,Updates on Projections for Shrinking Population from 2025 and Declining Number of Working Citizens from 2020 in 2013 Population White Paper,,WA,
2021-07-05,014-001-095-031-076,014-001-095-031,76,Impact of G7 Agreement on Global Minimum Tax Rate of 15% on Singapore's Status as Financial Centre,,WA,
2021-07-05,014-001-095-031-077,014-001-095-031,77,Proposal to Make Public 2018 Review of 2013 Population White Paper,,WA,
2021-07-05,014-001-095-031-078,014-001-095-031,78,"Processes in Civil Service to Manage Incidents and Review Policies and Practices of Discrimination by Race, Religion and Gender",,WA,
2021-07-05,014-001-095-031-079,014-001-095-031,79,Measures in Place to Prevent Fentanyl from Entering Singapore,,WA,
2021-07-05,014-001-095-031-080,014-001-095-031,80,Singapore Police Force to Provide Assistance to Persons Locating Long-lost Adult Family Members,,WA,
2021-07-05,014-001-095-031-081,014-001-095-031,81,Number of Racially Charged Incidents Reported over Past Five Years and Singaporeans' Readiness to Navigate an Increasingly Polarised Society,,WA,
2021-07-05,014-001-095-031-082,014-001-095-031,82,"Trend in Number of Police Reports on Road Rage, Neighbour Disputes, Verbal Assault, Physical Assault and Nudity or Indecent Exposure in Public",,WA,
2021-07-05,014-001-095-031-083,014-001-095-031,83,Building Capabilities in Digital Investigation for Investigating Online Scams and Digital Fraud,,WA,
2021-07-05,014-001-095-031-084,014-001-095-031,84,Number of Prison Inmates Diagnosed with Mental Health Issues in 2020 and Impact of COVID-19 on Forensic Psychiatry Community Service and Care Teams of Institute of Mental Health for Release Offenders,,WA,
2021-07-05,014-001-095-031-085,014-001-095-031,85,Number of Speeding Cases of Lorries Travelling above 60km/h over Past Five Years and Traffic Police's Rules of Engagement,,WA,
2021-07-05,014-001-095-031-086,014-001-095-031,86,Companies Claiming to Improve Chances of Securing Permanent Residency in Singapore,,WA,
2021-07-05,014-001-095-031-087,014-001-095-031,87,Legislative and Jurisprudential Safeguards in Place to Ensure Singapore Complies with General Recommendation No 35 of Committee on the Elimination of Racial Discrimination,,WA,
2021-07-05,014-001-095-031-088,014-001-095-031,88,Statistics on Number of Sexual Assault Cases Reported and Number of Individuals Arrested and Charged for Sexual Assault and Statutory Rape between 2017 and 2020,,WA,
2021-07-05,014-001-095-031-089,014-001-095-031,89,Basis for Determining Reserve Prices for Sites under Government Land Sales and Industrial Government Land Sales programmes and Statistics on Sites Awarded in Last Five Years,,WA,
2021-07-05,014-001-095-031-090,014-001-095-031,90,Number of Trade Associations and Chambers that Received Funding from Local Enterprise and Association Development programme and Amount Disbursed Since Its 2018 Enhancement,,WA,
2021-07-05,014-001-095-031-091,014-001-095-031,91,Potential Impact of Base Erosion and Profit Shifting project on Outlook of Singapore's Technology Sector and Preserving Singapore as a Favoured Hub for Technology Multinational Companies,,WA,
