Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-02-07,Commemoration of 100th Anniversary of the Late Mr Lee Kuan Yew's Birth,014-001-095-082-001,Mr Sitoh Yih Pin,"asked the Minister for Culture, Community and Youth as this year marks the 100th anniversary of Mr Lee Kuan Yew’s birth, whether there are plans to observe the anniversary, and to reflect on his contributions and the values he had stood for.",1,1,014-001-095-082-001-001,1
2023-02-07,Commemoration of 100th Anniversary of the Late Mr Lee Kuan Yew's Birth,014-001-095-082-001,"The Minister for Manpower and Second Minister for Trade and Industry (Dr Tan See Leng) (for Minister for Culture, Community and Youth)","  Mr Speaker, as our founding Prime Minister, Mr Lee Kuan Yew holds a special place in Singapore’s history.",1,2,014-001-095-082-001-002,2
2023-02-07,Commemoration of 100th Anniversary of the Late Mr Lee Kuan Yew's Birth,014-001-095-082-001,"The Minister for Manpower and Second Minister for Trade and Industry (Dr Tan See Leng) (for Minister for Culture, Community and Youth)","The date, 16 September this year will be the 100th anniversary of Mr Lee’s birth. Many groups from the community – business leaders, the grassroots, academia, media, just to name a few – have come up with ideas to pay tribute to Mr Lee this year. They felt it was important to remember Mr Lee’s contributions to Singapore and the ideals that he represented. They especially wanted to raise awareness of Mr Lee’s contributions amongst Singaporean youths, many of whom were very young or not yet born when Mr Lee stepped down from the Cabinet.",2,3,014-001-095-082-001-003,3
2023-02-07,Commemoration of 100th Anniversary of the Late Mr Lee Kuan Yew's Birth,014-001-095-082-001,"The Minister for Manpower and Second Minister for Trade and Industry (Dr Tan See Leng) (for Minister for Culture, Community and Youth)","Some ideas that have been suggested include conferences to examine Mr Lee’s legacies, publications drawing inspiration from Mr Lee’s values and life work, and activities to engage a new generation of Singaporeans on Mr Lee’s role in Singapore’s history. Some business leaders have also proposed setting up a fund for private donations that will go towards supporting educational causes. Education was a cause dear to Mr Lee’s heart and they felt the fund would be a fitting tribute to him.",3,4,014-001-095-082-001-004,4
2023-02-07,Commemoration of 100th Anniversary of the Late Mr Lee Kuan Yew's Birth,014-001-095-082-001,"The Minister for Manpower and Second Minister for Trade and Industry (Dr Tan See Leng) (for Minister for Culture, Community and Youth)",The Government is working with these parties to coordinate these efforts. We welcome these ground up initiatives and the spirit in which they have been conceived.,4,5,014-001-095-082-001-005,5
2023-02-07,Commemoration of 100th Anniversary of the Late Mr Lee Kuan Yew's Birth,014-001-095-082-001,"The Minister for Manpower and Second Minister for Trade and Industry (Dr Tan See Leng) (for Minister for Culture, Community and Youth)","On the Government’s part, some agencies have planned initiatives for this year, in which Mr Lee will feature. For example, the National Heritage Board has an ongoing travelling exhibition for the Founders’ Memorial, as part of a public call for artefacts and stories from our nation-building years. Later this year, they will have a more extensive exhibition at the National Museum on key historical milestones our founding leaders rallied our people through. This year also marks the 60th year of Singapore’s greening journey since Mr Lee launched the first tree planting campaign in 1963 and NParks will have various activities to mark this milestone. MAS will also be issuing a commemorative coin later in the year, as a reminder of Mr Lee’s values and vision. The respective agencies will announce more details in due course.",5,6,014-001-095-082-001-006,6
2023-02-07,Commemoration of 100th Anniversary of the Late Mr Lee Kuan Yew's Birth,014-001-095-082-001,"The Minister for Manpower and Second Minister for Trade and Industry (Dr Tan See Leng) (for Minister for Culture, Community and Youth)","As Prime Minister Lee said in his April 2015 Parliamentary Statement, how we honour Mr Lee Kuan Yew “must be faithful to the ideals he lived by and fought for”. Efforts to mark the 100th anniversary of Mr Lee Kuan Yew’s birth should, as the hon Member Mr Sitoh said, serve to remind us of the values Mr Lee stood for and the ideals he and his fellow founding leaders fought for. Through such efforts, we hope that a new generation of Singaporeans will be inspired and continue the work of our Pioneer and Merdeka generations in nation building.",6,7,014-001-095-082-001-007,7
2023-02-07,Alleged Increased Risk of Stroke for Older People who have Received Pfizer-Biontech COVID-19 Bivalent Vaccine,014-001-095-082-002,Ms Joan Pereira,asked the Minister for Health whether the Ministry is studying the preliminary safety concerns flagged by the United States Centers for Disease Control and Prevention vaccine safety surveillance system on an alleged increased risk of stroke for people aged 65 and older who have received the Pfizer-BioNTech COVID-19 bivalent vaccine.,1,1,014-001-095-082-002-001,8
2023-02-07,Alleged Increased Risk of Stroke for Older People who have Received Pfizer-Biontech COVID-19 Bivalent Vaccine,014-001-095-082-002,The Senior Minister of State for Health (Dr Janil Puthucheary) (for the Minister for Health),"  After more than two years of COVID-19 vaccinations, there is now a well-developed and transparent safety monitoring system, where regulators around the world will highlight observations once they detected it, even if not fully investigated. Such is the nature of the recent preliminary signal reported by one of the vaccine monitoring centres in the US about strokes in individuals aged 65 and above who have had the said vaccine.",1,2,014-001-095-082-002-002,9
2023-02-07,Alleged Increased Risk of Stroke for Older People who have Received Pfizer-Biontech COVID-19 Bivalent Vaccine,014-001-095-082-002,The Senior Minister of State for Health (Dr Janil Puthucheary) (for the Minister for Health),"Upon further investigations, the US Centers for Disease Control (CDC) and Food and Drug Administration (FDA) assessed that this was very unlikely to reflect a true risk. The signal of a possible risk was neither observed nor validated in other US safety systems or analyses, or by other countries.",2,3,014-001-095-082-002-003,10
