Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2014-02-17,012-001-091-003-001,012-001-091-003,1,Breach at Woodlands Checkpoint,,OA,
2014-02-17,012-001-091-003-002,012-001-091-003,2,Safety Measures at Construction Sites Given Recent Spate of Accidents,,OA,
2014-02-17,012-001-091-003-003,012-001-091-003,3,Continued Occurrence of Train Breakdown Incidents,,OA,
2014-02-17,012-001-091-003-004,012-001-091-003,4,Oversight of Singapore's Defence Budget,,OA,
2014-02-17,012-001-091-003-005,012-001-091-003,5,Revision to Funding Formula for Schools,,OA,
2014-02-17,012-001-091-003-006,012-001-091-003,6,Accounting and Corporate Regulatory Authority (Amendment) Bill,,BI,
2014-02-17,012-001-091-003-007,012-001-091-003,7,Plant Varieties Protection (Amendment) Bill,,BI,
2014-02-17,012-001-091-003-008,012-001-091-003,8,Rearrangement of Business,,OS,
2014-02-17,012-001-091-003-009,012-001-091-003,9,Land Titles (Amendment) Bill,,BP,
2014-02-17,012-001-091-003-010,012-001-091-003,10,Singapore Tourism Board (Amendment) Bill,,BP,
2014-02-17,012-001-091-003-011,012-001-091-003,11,Environmental Public Health (Amendment) Bill,,BP,
2014-02-17,012-001-091-003-012,012-001-091-003,12,Rapid Transit Systems (Amendment) Bill ,,BP,
2014-02-17,012-001-091-003-013,012-001-091-003,13,Air Navigation (Amendment) Bill,,BP,
2014-02-17,012-001-091-003-014,012-001-091-003,14,Extension of a Sitting,In Parliament,OS,
2014-02-17,012-001-091-003-015,012-001-091-003,15,Singapore Institute of Technology Bill,,BP,
2014-02-17,012-001-091-003-016,012-001-091-003,16,Exempted Business,Motion,OS,
2014-02-17,012-001-091-003-017,012-001-091-003,17,Singapore Institute of Technology Bill,,BP,
2014-02-17,012-001-091-003-018,012-001-091-003,18,Adjournment ,,OS,
2014-02-17,012-001-091-003-019,012-001-091-003,19,Non-citizen Quota for Renting HDB Flats,,WANA,
2014-02-17,012-001-091-003-020,012-001-091-003,20,Not-for-profit Management Model for Hawker Centres,,WANA,
2014-02-17,012-001-091-003-021,012-001-091-003,21,Financial-viability of Foreign Contractors Awarded Government Tenders,,WANA,
2014-02-17,012-001-091-003-022,012-001-091-003,22,Measures Adopted by Schools to Prevent Fatal Incidents during Physical Education Classes,,WANA,
2014-02-17,012-001-091-003-023,012-001-091-003,23,Reliability and Consistency of Mobile Telecommunications Services,,WANA,
2014-02-17,012-001-091-003-024,012-001-091-003,24,Cyber Threats to Government and Public-access Online Sites,,WANA,
