Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Dr Tan Wu Meng,asked the Prime Minister (a) how many polling stations experienced technical issues with the electronic voter registration system during the 2023 Presidential Election; (b) whether cyber interference for the technical issues experienced has been ruled out; and (c) what is being done to (i) ensure that all who voted were correctly registered and (ii) prevent a repeat of situations where persons remember voting in the 2020 General Election but which names were not in the 2023 updated Registers of Electors.,1,1,014-002-095-112-001-001,1
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Mr Pritam Singh,asked the Prime Minister in view of the Elections Department’s press statement dated 24 August 2023 regarding the wrongful removal of names from the Registers of Electors after General Election 2020 (a) how many times has this happened in the aftermath of past elections or by-elections; and (b) what steps will be taken to prevent a re-occurrence.,1,2,014-002-095-112-001-002,2
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Ms He Ting Ru,asked the Prime Minister regarding voters who were removed from the electoral register due to an error (a) what was the total number of voters affected; (b) whether there was any individual notification exercise to expunged voters in reminding them to add their name back to the register since the last such exercise in 2019; and (c) why was a tally of the number of NRICs scanned and the number of votes collected after the last general election not conducted as a first instance check.,1,3,014-002-095-112-001-003,3
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Mr Liang Eng Hwa,asked the Prime Minister (a) what are the reasons resulting in the names of about 200 Singaporeans not being reflected in the Registers of Electors eligible to vote at Presidential Election 2023 despite voting in General Election 2020; and (b) what are measures taken to prevent such recurrence.,1,4,014-002-095-112-001-004,4
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,The Minister for Education (Mr Chan Chun Sing) (for the Prime Minister),"Mr Speaker, Sir, on behalf of the Prime Minister, may I have your permission to answer Question Nos 1 to 4 by Mr Liang Eng Hwa, Mr Pritam Singh, Dr Tan Wu Meng and Ms He Ting Ru on today’s Order Paper, please?",1,5,014-002-095-112-001-005,5
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Mr Speaker,Please proceed.,1,6,014-002-095-112-001-006,6
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Mr Chan Chun Sing,"Thank you, Mr Speaker. Let me first set out the Elections Department (ELD)’s key executional objectives at every election – which is to ensure  firstly, that only bona fide voters are issued with ballot papers; secondly that no extra ones were put in; and thirdly that all votes cast are counted, so that the election result is determined by the eligible voters for that election.",1,7,014-002-095-112-001-007,7
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Mr Chan Chun Sing,"To achieve this, we have put in place a set of procedures that need to be complied with.",2,8,014-002-095-112-001-008,8
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Mr Chan Chun Sing,"Let me explain. Upon the voter’s arrival at the polling station, the election official will verify his identity and eligibility to vote at the polling station, and then register the voter’s attendance via a hard copy polling station register or the electronic registration system. Thereafter, the voter is directed to the ballot paper issuance counter. The election official issuing the ballot paper is required, by law, to read out the name and voter serial number of a voter before the voter is issued a ballot paper. This allows the polling agents to mark their copy of the register and provide an additional check to ensure that only eligible voters in the register for that polling station are individually issued with a ballot paper. As a result, when the votes are tallied for an election, we can be confident that the outcome is the one decided by the eligible voters for that election.",3,9,014-002-095-112-001-009,9
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Mr Chan Chun Sing,"After the end of each election, ELD compiles the list of voters registered to have voted on Polling Day and compares them against the list of voters in the certified Registers of Electors for the election. Those who were not registered as having voted on Polling Day are included in the list of non-voters, which is published after each election for inspection. The non-voter list contains the names of people who have not turned up to vote. The vast majority of them did not vote either because they were not in Singapore or were ill on Polling Day. For these cases, their names were not crossed out in the hard copy polling registers as they did not turn up at the polling stations.",4,10,014-002-095-112-001-010,10
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Mr Chan Chun Sing,"After each election, there would be a few voters who claimed that they had voted even though upon checking, their names were not crossed out in the hard copy polling registers. Thus, in reply to Mr Pritam Singh’s question, prior to the introduction of electronic registration at General Election 2020 (GE2020), ELD encountered only a few cases of voters who were on the non-voter list who claimed that they had voted.",5,11,014-002-095-112-001-011,11
2023-09-19,Technical Issues with Electronic Registration System for Polling that Resulted in Removal of Voter Names from Registers of Electors,014-002-095-112-001,Mr Chan Chun Sing,"For GE2020, GE2015 and GE2011, ELD recorded about 111,000, 155,000 and 147,000 non-voters respectively. As can be seen, the non-voter list for GE2020 was much smaller, rather than bigger than the two previous GEs.",6,12,014-002-095-112-001-012,12
