Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2017-05-08,SMEs Venturing to Overseas Markets,013-001-094-046-001,Er Dr Lee Bee Wah,asked,1,1,013-001-094-046-001-001,1
2017-05-08,SMEs Venturing to Overseas Markets,013-001-094-046-001,The Senior Minister of State for Trade and Industry (Ms Sim Ann) (for the Minister for Trade and Industry (Industry)),"  Madam, internationalisation is a key engine of growth for Singapore companies. To support companies in their internationalisation efforts, IE Singapore provides assistance through the Market Readiness Assistance (MRA), and the Global Company Partnership (GCP) schemes. The MRA provides broad-based assistance to companies that are starting to internationalise, while the GCP provides targeted assistance to companies with more established overseas presence, in capability and manpower development, market access, and financing. Through the MRA and GCP schemes, IE Singapore supported over 3,500 internationalisation projects for SMEs since 2014, 30% of which were to help companies penetrate new overseas markets and grow their businesses.",1,2,013-001-094-046-001-002,2
2017-05-08,SMEs Venturing to Overseas Markets,013-001-094-046-001,The Senior Minister of State for Trade and Industry (Ms Sim Ann) (for the Minister for Trade and Industry (Industry)),"IE Singapore also partners Trade Associations and Chambers through the International Marketing Activities Programme (iMAP) to support overseas business missions. Since 2014, iMAP supported a total of 80 business missions that benefited 1,190 companies, majority of which were SMEs. IE Singapore also supports business missions as part of strategic projects under the Local Enterprise and Association Development (LEAD) Programme.",2,3,013-001-094-046-001-003,3
2017-05-08,SMEs Venturing to Overseas Markets,013-001-094-046-001,The Senior Minister of State for Trade and Industry (Ms Sim Ann) (for the Minister for Trade and Industry (Industry)),"Finally, IE Singapore's network of 37 Overseas Centres provides companies with in-market assistance. These centres help companies generate new business leads in neighbouring ASEAN markets, gain entry as first movers in markets such as Latin America, and identify opportunities to enhance technology capabilities in developed markets.",3,4,013-001-094-046-001-004,4
2017-05-08,SMEs Venturing to Overseas Markets,013-001-094-046-001,The Senior Minister of State for Trade and Industry (Ms Sim Ann) (for the Minister for Trade and Industry (Industry)),"Through its efforts to help companies internationalise, IE Singapore has assisted companies in about 99,000 cases since 2014, with SMEs accounting for about 80% of them. IE Singapore will continue to build on its existing initiatives and networks to further identify and create opportunities for SMEs to internationalise.",4,5,013-001-094-046-001-005,5
2017-05-08,SMEs Venturing to Overseas Markets,013-001-094-046-001,Er Dr Lee Bee Wah (Nee Soon), ,1,6,013-001-094-046-001-006,6
2017-05-08,SMEs Venturing to Overseas Markets,013-001-094-046-001,Ms Sim Ann,"  Madam, we are constantly looking for ways to broaden our outreach to SMEs so that they are aware of the range of assistance that is available. In fact, internationalisation is a very key strategy that has also been elaborated upon in the Committee on the Future Economy. We are doing so, first, directly, through IE Singapore's own publicity efforts. We also do a lot of this publicity through Trade Associations and Chambers (TACs) because they also help spread the word. We do so also for informal groupings. For instance, the one that comes to mind is ""The Bosses Network"". They hold an annual learning cruise. I will be attending this event in order to help SMEs understand the full range of assistance and support, schemes that are available, not limited to internationalisation, but that is obviously going to be a key one.",1,7,013-001-094-046-001-007,7
2017-05-08,SMEs Venturing to Overseas Markets,013-001-094-046-001,Ms Sim Ann,"As for helping our SMEs take part in G-to-G projects, I suppose Er Dr Lee Bee Wah is thinking perhaps of, for instance, a G-to-G project between Singapore and China. The entire purpose of setting up G-to-G projects really is to help expand the scope of economic and trade collaboration. We hope very much that our SMEs, too, benefit. For instance, some of it may be in terms of creating a space where business can flourish. The first G-to-G project between Singapore and China, the Suzhou Industrial Park, is of this nature. Likewise, the Tianjin Eco-city. For the third G-to-G project, the Chongqing Connectivity Initiative, the scope has broadened because it is not just about township development or industrial park development. It is also about, for instance, logistics development, ICT and financing exchanges. This opens up the scope for even more companies, large and small, in different sectors to participate.",2,8,013-001-094-046-001-008,8
2017-05-08,SMEs Venturing to Overseas Markets,013-001-094-046-001,Ms Sim Ann,"IE Singapore has been facilitating the participation of SMEs in the G-to-G projects. We welcome more SMEs to take part. The challenge, very often, I think, is in reaching out to SMEs and encouraging them, for instance, to attend talks and forums organised by IE Singapore or in coming along on business missions.",3,9,013-001-094-046-001-009,9
2017-05-08,Fair Pricing for Milk Powder,013-001-094-046-002,Ms Tin Pei Ling,asked,1,1,013-001-094-046-002-001,10
