Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2016-03-01,Safeguarding Interests of Young and Vulnerable Persons during Police Investigations,013-001-094-008-001,Dr Tan Wu Meng,asked,1,1,013-001-094-008-001-001,1
2016-03-01,Safeguarding Interests of Young and Vulnerable Persons during Police Investigations,013-001-094-008-001,Mr Louis Ng Kok Kwang,asked,1,2,013-001-094-008-001-002,2
2016-03-01,Safeguarding Interests of Young and Vulnerable Persons during Police Investigations,013-001-094-008-001,Mr Dennis Tan Lip Fong,asked,1,3,013-001-094-008-001-003,3
2016-03-01,Safeguarding Interests of Young and Vulnerable Persons during Police Investigations,013-001-094-008-001,Mr Desmond Choo,asked,1,4,013-001-094-008-001-004,4
2016-03-01,Safeguarding Interests of Young and Vulnerable Persons during Police Investigations,013-001-094-008-001,Ms Rahayu Mahzam,asked,1,5,013-001-094-008-001-005,5
2016-03-01,Safeguarding Interests of Young and Vulnerable Persons during Police Investigations,013-001-094-008-001,Mr Christopher de Souza,asked,1,6,013-001-094-008-001-006,6
2016-03-01,Safeguarding Interests of Young and Vulnerable Persons during Police Investigations,013-001-094-008-001,Ms Denise Phua Lay Peng,asked,1,7,013-001-094-008-001-007,7
2016-03-01,Safeguarding Interests of Young and Vulnerable Persons during Police Investigations,013-001-094-008-001,The Senior Minister of State for Home Affairs (Mr Desmond Lee) (for the Minister for Home Affairs), ,1,8,013-001-094-008-001-008,8
2016-03-01,Safeguarding Interests of Young and Vulnerable Persons during Police Investigations,013-001-094-008-001,Mdm Speaker, ,1,9,013-001-094-008-001-009,9
2016-03-01,Schools' Procedures for Students Involved in Police Investigations,013-001-094-008-002,Mr Dennis Tan Lip Fong,asked,1,1,013-001-094-008-002-001,10
2016-03-01,Schools' Procedures for Students Involved in Police Investigations,013-001-094-008-002,Mr Ang Wei Neng,asked,1,2,013-001-094-008-002-002,11
2016-03-01,Schools' Procedures for Students Involved in Police Investigations,013-001-094-008-002,The Acting Minister for Education (Schools) (Mr Ng Chee Meng), ,1,3,013-001-094-008-002-003,12
2016-03-01,Schools' Procedures for Students Involved in Police Investigations,013-001-094-008-002,Mdm Speaker, ,1,4,013-001-094-008-002-004,13
2016-03-01,Alternative HDB or JTC Sites for Small Businesses whose Premises are Destroyed by Fire,013-001-094-008-003,Mr Saktiandi Supaat,asked,1,1,013-001-094-008-003-001,14
2016-03-01,Alternative HDB or JTC Sites for Small Businesses whose Premises are Destroyed by Fire,013-001-094-008-003,The Senior Minister of State for National Development (Mr Desmond Lee) (for the Minister for National Development),"  Madam, both HDB and JTC have measures to assist tenants whose premises have been affected by fire, so that their business operations can resume as quickly as possible.",1,2,013-001-094-008-003-002,15
2016-03-01,Alternative HDB or JTC Sites for Small Businesses whose Premises are Destroyed by Fire,013-001-094-008-003,The Senior Minister of State for National Development (Mr Desmond Lee) (for the Minister for National Development),"For example, in the case of factory units, HDB will take over the affected premises and carry out architectural and structural repair works. HDB will also grant rent remission to the tenants of the affected units from the date of fire until the date the units are reinstated and handed back to the tenants to resume business operations.",2,3,013-001-094-008-003-003,16
