Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2016-08-15,013-001-094-022-001,013-001-094-022,1,Rearrangement of Business,Motion on Joseph Schooling,OS,
2016-08-15,013-001-094-022-002,013-001-094-022,2,Petition,,OS,
2016-08-15,013-001-094-022-003,013-001-094-022,3,Suspension of Standing Orders,,OS,
2016-08-15,013-001-094-022-004,013-001-094-022,4,Updates to Safety and Security Preparations,,OA,
2016-08-15,013-001-094-022-005,013-001-094-022,5,Consultancy Services for Construction of Bin Centre at Victoria Theatre and Victoria Concert Hall,,OA,
2016-08-15,013-001-094-022-006,013-001-094-022,6,Singapore's Deployment to Support Multi-national Coalition against ISIS,,OA,
2016-08-15,013-001-094-022-007,013-001-094-022,7,Lapses in Management of Student Loans,,OA,
2016-08-15,013-001-094-022-008,013-001-094-022,8,Foreign Students Defaulting on Scholarship Bonds,,OA,
2016-08-15,013-001-094-022-009,013-001-094-022,9,Functions of Nanyang Polytechnic International,,OA,
2016-08-15,013-001-094-022-010,013-001-094-022,10,Overpayment in Allowances to Volunteer Special Constabulary Officers,,OA,
2016-08-15,013-001-094-022-011,013-001-094-022,11,Effectiveness of Support Schemes in Helping PMETs Find New Jobs,,OA,
2016-08-15,013-001-094-022-012,013-001-094-022,12,Personal Explanation,,OS,
2016-08-15,013-001-094-022-013,013-001-094-022,13,Consumer Protection (Fair Trading) (Amendment) Bill,,BI,
2016-08-15,013-001-094-022-014,013-001-094-022,14,Olympic Achievements,,OS,
2016-08-15,013-001-094-022-015,013-001-094-022,15,Rearrangement of Business,,OS,
2016-08-15,013-001-094-022-016,013-001-094-022,16,Time Limit for Minister's speech,Suspension of Standing Orders,OS,
2016-08-15,013-001-094-022-017,013-001-094-022,17,Administration of Justice (Protection) Bill,,BP,
2016-08-15,013-001-094-022-018,013-001-094-022,18,Exempted Business,Motion,OS,
2016-08-15,013-001-094-022-019,013-001-094-022,19,Administration of Justice (Protection) Bill,,BP,
2016-08-15,013-001-094-022-020,013-001-094-022,20,Adjournment,,OS,
2016-08-15,013-001-094-022-021,013-001-094-022,21,Ministry's Purchase of Document Generator System and Efforts to Integrate System with Existing Platforms,,WANA,
2016-08-15,013-001-094-022-022,013-001-094-022,22,Co-ordination between LTA and ICA for Toll Collection at Land Checkpoints,,WANA,
2016-08-15,013-001-094-022-023,013-001-094-022,23,Makeshift Brothels in Heartland Areas like Punggol and Woodlands,,WANA,
2016-08-15,013-001-094-022-024,013-001-094-022,24,Reasons for Increase in Rates at HDB and URA Car Parks,,WANA,
2016-08-15,013-001-094-022-025,013-001-094-022,25,Factors Determining Increase in HDB and URA Car Park Charges,,WANA,
2016-08-15,013-001-094-022-026,013-001-094-022,26,Government Oversight of Contracts for Healthcare Workers Recruited for Public Healthcare Institutions through Private Agencies,,WANA,
2016-08-15,013-001-094-022-027,013-001-094-022,27,Election Reporting by Mainstream Media on Cooling-off Day,,WANA,
2016-08-15,013-001-094-022-028,013-001-094-022,28,Regulator's Decision for Same-sex Kiss Scene in Musical,,WANA,
2016-08-15,013-001-094-022-029,013-001-094-022,29,"Supply, Demand and Pricing of Water",,WANA,
2016-08-15,013-001-094-022-030,013-001-094-022,30,Sectors Covered under Industry Transformation Programme,,WANA,
2016-08-15,013-001-094-022-031,013-001-094-022,31,Review of Government's Demand Aggregation Contracts,,WANA,
2016-08-15,013-001-094-022-032,013-001-094-022,32,Assistance for Bereaved Families on Administering Deceased's Estate,,WANA,
2016-08-15,013-001-094-022-033,013-001-094-022,33,Qualifying for Maternity Protection under Child Development Co-Savings Act and Employment Act,,WANA,
2016-08-15,013-001-094-022-034,013-001-094-022,34,Recourse for Employers of Foreign Domestic Workers with Mental or Critical Illnesses,,WANA,
2016-08-15,013-001-094-022-035,013-001-094-022,35,Better Detection and Management of Child Abuse Cases,,WANA,
2016-08-15,013-001-094-022-036,013-001-094-022,36,Impact on Rice Supply Given El Nino Effect and Weather Changes,,WANA,
2016-08-15,013-001-094-022-037,013-001-094-022,37,Number and Profile of Children who Do Not Attend Pre-school,,WANA,
2016-08-15,013-001-094-022-038,013-001-094-022,38,Impact of Compulsory Education Act on Enrolment for Primary School,,WANA,
2016-08-15,013-001-094-022-039,013-001-094-022,39,Efforts to Tackle Phone Scams,,WANA,
2016-08-15,013-001-094-022-040,013-001-094-022,40,Recruitment of Singaporeans in Police Force,,WANA,
2016-08-15,013-001-094-022-041,013-001-094-022,41,Ensuring Commuter Safety during Power Outages and Train Breakdowns,,WANA,
2016-08-15,013-001-094-022-042,013-001-094-022,42,Communication of Information about Safety and Emergency Features to Commuters,,WANA,
2016-08-15,013-001-094-022-043,013-001-094-022,43,Government Construction Projects Awarded to Local and Foreign Engineering Companies,,WANA,
2016-08-15,013-001-094-022-044,013-001-094-022,44,Increasing Singapore's Organ Transplant Rate,,WANA,
2016-08-15,013-001-094-022-045,013-001-094-022,45,Reasons for Recent Occurrence of a Cluster of Tuberculosis Cases,,WANA,
2016-08-15,013-001-094-022-046,013-001-094-022,46,Estate Upgrading Programme for Private Estates,,WANA,
2016-08-15,013-001-094-022-047,013-001-094-022,47,"Co-ordination of Works Required for Telephony, Gas and Utilities Supply Services under Estate Upgrading Programme",,WANA,
2016-08-15,013-001-094-022-048,013-001-094-022,48,Mandatory Autism Testing for Babies,,WANA,
2016-08-15,013-001-094-022-049,013-001-094-022,49,Help for Growing Companies as Workforce Tightens,,WANA,
2016-08-15,013-001-094-022-050,013-001-094-022,50,Take-up Rate for Partnerships for Capability Transformation Scheme,,WANA,
2016-08-15,013-001-094-022-051,013-001-094-022,51,Standardised Internal Processes for Financial Institutions in Monitoring and Handling Potential Anti-money Laundering Cases,,WANA,
2016-08-15,013-001-094-022-052,013-001-094-022,52,Impact of Private-hire Car Companies' Demands on COE Premiums,,WANA,
2016-08-15,013-001-094-022-053,013-001-094-022,53,Inclusion of CPF Contribution in Calculation of Public Transport Affordability,,WANA,
2016-08-15,013-001-094-022-054,013-001-094-022,54,Student Drop-out Rate after Completion of Primary School Education,,WANA,
2016-08-15,013-001-094-022-055,013-001-094-022,55,Means Testing for Medifund across Restructured Hospitals and Specialist Centres,,WANA,
2016-08-15,013-001-094-022-056,013-001-094-022,56,Tender Evaluation Method in Procurement of Manpower Services at Restructured Hospitals and Institutions,,WANA,
2016-08-15,013-001-094-022-057,013-001-094-022,57,Review of Rice Stockpile Scheme Given Extreme Weather Changes,,WANA,
2016-08-15,013-001-094-022-058,013-001-094-022,58,Employment of Stay-at-home Mothers in Public Sector,,WANA,
2016-08-15,013-001-094-022-059,013-001-094-022,59,Private Hire Driver's Vocational Licence for Permanent Residents and Work Permit Holders,,WANA,
2016-08-15,013-001-094-022-060,013-001-094-022,60,Lowering Threshold for Permissible Noise from Vehicles at Expressways near Residential Areas,,WANA,
2016-08-15,013-001-094-022-061,013-001-094-022,61,Preventing Youths from Purchasing Sexual Services,,WANA,
2016-08-15,013-001-094-022-062,013-001-094-022,62,Take-up Rate by Students for Spanish as Third Language,,WANA,
2016-08-15,013-001-094-022-063,013-001-094-022,63,Increasing Public Education and Penalties to Encourage Heavy Vehicle Drivers to Use Correct Lanes,,WANA,
2016-08-15,013-001-094-022-064,013-001-094-022,64,Referral by Private General Practitioners of Non-emergency Cases to Government Accident and Emergency Departments,,WANA,
2016-08-15,013-001-094-022-065,013-001-094-022,65,Construction of Portable Ramps at Entrances to Old HDB Flats,,WANA,
2016-08-15,013-001-094-022-066,013-001-094-022,66,Complaints of Second-hand Smoke from Neighbours at HDB Flats,,WANA,
2016-08-15,013-001-094-022-067,013-001-094-022,67,Extending Non-smoking Zones in Selective Public Areas in Punggol,,WANA,
2016-08-15,013-001-094-022-068,013-001-094-022,68,Enhancing Last-mile Connectivity with Shelters to Link Commercial Buildings to MRT Stations and Bus Stops,,WANA,
2016-08-15,013-001-094-022-069,013-001-094-022,69,Pay-as-you-bid System for COEs,,WANA,
