Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2018-03-19,013-001-094-069-001,013-001-094-069,1,Coverage of Compulsory Medical Insurance Policies for Domestic Helpers,,OA,
2018-03-19,013-001-094-069-002,013-001-094-069,2,LTA's Planning Assumptions for Traffic Impact on Singapore Roads,,OA,
2018-03-19,013-001-094-069-003,013-001-094-069,3,Assessing Need for Traffic Speed Regulating Measures in Housing Estates,,OA,
2018-03-19,013-001-094-069-004,013-001-094-069,4,Limiting Use of Section 409 of Penal Code to Professional Agents,,OA,
2018-03-19,013-001-094-069-005,013-001-094-069,5,Extended Operating Hours for Low Vice Risk Massage Shops,,OA,
2018-03-19,013-001-094-069-006,013-001-094-069,6,Progress of Chongqing Connectivity Initiative Project,,OA,
2018-03-19,013-001-094-069-007,013-001-094-069,7,Investigations into Interruptions and Service Lapses in SingPass and CorpPass Services,,OA,
2018-03-19,013-001-094-069-008,013-001-094-069,8,Official Translations of Names of New Places,,OA,
2018-03-19,013-001-094-069-009,013-001-094-069,9,Timeline of Plans to Implement Ban on Domestic Trade in Ivory,,OA,
2018-03-19,013-001-094-069-010,013-001-094-069,10,Number of Students Who Suffer from Depression and Other Mental Conditions,,OA,
2018-03-19,013-001-094-069-011,013-001-094-069,11,SAF Personnel Suffering from Psychiatric Ailment during or after Deployment Overseas,,OA,
2018-03-19,013-001-094-069-012,013-001-094-069,12,Wrongful or Unfair Dismissal That Will Be Heard by Employment Claims Tribunal,,OA,
2018-03-19,013-001-094-069-013,013-001-094-069,13,Electronic Payments for Work Permit Holders,,OA,
2018-03-19,013-001-094-069-014,013-001-094-069,14,Minimise Time between When Land is Acquired by Government and When the Land is Developed,,OA,
2018-03-19,013-001-094-069-015,013-001-094-069,15,Claw-back of Government Incentives Made to Companies,,OA,
2018-03-19,013-001-094-069-016,013-001-094-069,16,Proposal for Private Hire Car Driver Vocational Licence Tests to be Conducted in Mother Tongue Languages,,OA,
2018-03-19,013-001-094-069-017,013-001-094-069,17,Active Mobility Paths within Boon Lay Constituency,,OA,
2018-03-19,013-001-094-069-018,013-001-094-069,18,Seniors' Mobility and Enabling Fund for Second Mobility Device,,OA,
2018-03-19,013-001-094-069-019,013-001-094-069,19,National Library Board (Amendment) Bill,,BI,
2018-03-19,013-001-094-069-020,013-001-094-069,20,Criminal Justice Reform Bill ,,BP,
2018-03-19,013-001-094-069-021,013-001-094-069,21,Time Limit for Senior Minister of State's Speech,Suspension of Standing Orders,OS,
2018-03-19,013-001-094-069-022,013-001-094-069,22,Criminal Justice Reform Bill,,BP,
2018-03-19,013-001-094-069-023,013-001-094-069,23,Evidence (Amendment) Bill,,BP,
2018-03-19,013-001-094-069-024,013-001-094-069,24,Cross-Border Railways Bill,As reported from Select Committee,BP,
2018-03-19,013-001-094-069-025,013-001-094-069,25,Aviation (Miscellaneous Amendments) Bill,,BP,
2018-03-19,013-001-094-069-026,013-001-094-069,26,Common Services Tunnels Bill,,BP,
2018-03-19,013-001-094-069-027,013-001-094-069,27,Regulation of Imports and Exports (Amendment) Bill,,BP,
2018-03-19,013-001-094-069-028,013-001-094-069,28,Competition (Amendment) Bill,,BP,
2018-03-19,013-001-094-069-029,013-001-094-069,29,Adjournment,,OS,
2018-03-19,013-001-094-069-030,013-001-094-069,30,Hiring of Workers above Re-employment Age of 67 in Ministries and Statutory Boards,,WA,
2018-03-19,013-001-094-069-031,013-001-094-069,31,Direct Bus Service to Connect Boon Lay Place to Jurong West,,WA,
2018-03-19,013-001-094-069-032,013-001-094-069,32,Public Transport Mode Share for Bukit Panjang Town,,WA,
2018-03-19,013-001-094-069-033,013-001-094-069,33,CPF Contributions for Apprentices and Interns from Institutes of Higher Learning,,WA,
2018-03-19,013-001-094-069-034,013-001-094-069,34,Adoption of SnapSAFE App by Companies for Reporting of Workplace Safety Issues,,WA,
2018-03-19,013-001-094-069-035,013-001-094-069,35,Fishing Vessels Caught Trespassing Waters of Pulau Tekong in Last Five Years,,WA,
2018-03-19,013-001-094-069-036,013-001-094-069,36,Babies Seeking Paediatric Care at KK Women's and Children's Hospital from 6pm to 6am in Past Five Years,,WA,
2018-03-19,013-001-094-069-037,013-001-094-069,37,Singapore's Gini Co-efficient after Government Taxes and Transfers vis-À-vis Other Major Developed Economies in Last Five Years,,WA,
2018-03-19,013-001-094-069-038,013-001-094-069,38,Supply and Demand for Parenthood Provisional Housing Scheme Flats,,WA,
2018-03-19,013-001-094-069-039,013-001-094-069,39,Data of Plastic Bags Used in Singapore in Past Three Years,,WA,
2018-03-19,013-001-094-069-040,013-001-094-069,40,"Students Taking up Higher Chinese, Higher Malay and Higher Tamil in Past 10 Years",,WA,
2018-03-19,013-001-094-069-041,013-001-094-069,41,Utilisation of Respite Care Services and Median and Range of Fees Charged,,WA,
