Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2023-02-24,014-001-095-086-001,014-001-095-086,1,Inquiry into Death of SCDF NSF Firefighter in December 2022,,OA,
2023-02-24,014-001-095-086-002,014-001-095-086,2,Impact on Singapore due to EU Ban on Russian Oil Product Exports,,OA,
2023-02-24,014-001-095-086-003,014-001-095-086,3,Singapore's Support for Global Conservation Targets set at COP15 Biodiversity Conference,,OA,
2023-02-24,014-001-095-086-004,014-001-095-086,4,Protocols and Fee Levels for COVID-19 Treatment Administered by Private Practitioners,,OA,
2023-02-24,014-001-095-086-005,014-001-095-086,5,Disclosing Public Sector Scope 3 Emissions under GreenGov.SG Initiative,,OA,
2023-02-24,014-001-095-086-006,014-001-095-086,6,Singapore's Contribution to Loss and Damage Fund Set Up in COP27,,OA,
2023-02-24,014-001-095-086-007,014-001-095-086,7,Misuse of Drugs (Amendment) Bill,,BI,
2023-02-24,014-001-095-086-008,014-001-095-086,8,Constitution of the Republic of Singapore (Amendment) Bill,,BI,
2023-02-24,014-001-095-086-009,014-001-095-086,9,Debate on Annual Budget Statement,,OS,
2023-02-24,014-001-095-086-010,014-001-095-086,10,Commencement Time of Committee of Supply,Announcement by Mr Speaker,OS,
2023-02-24,014-001-095-086-011,014-001-095-086,11,Estimates of Expenditure for the Financial Year 1 April 2023 to 31 March 2024,Committee of Supply – Paper Cmd 20 of 2023,OS,
2023-02-24,014-001-095-086-012,014-001-095-086,12,Committee of Supply – Head U (Prime Minister's Office),A forward-looking Government,OS,
2023-02-24,014-001-095-086-013,014-001-095-086,13,Committee of Supply – Head M (Ministry of Finance),A forward-looking Government,OS,
2023-02-24,014-001-095-086-014,014-001-095-086,14,Committee of supply – Head J (Ministry of Defence),A safe and secure nation in turbulent times,OS,
2023-02-24,014-001-095-086-015,014-001-095-086,15,Exempted Business,Committee of Supply,OS,
2023-02-24,014-001-095-086-016,014-001-095-086,16,Committee of Supply – Head J (Ministry of Defence),A safe and secure nation in turbulent times,OS,
2023-02-24,014-001-095-086-017,014-001-095-086,17,Committee of Supply Reporting Progress,,OS,
2023-02-24,014-001-095-086-018,014-001-095-086,18,Adjournment,,OS,
2023-02-24,014-001-095-086-019,014-001-095-086,19,Singapore's Position on Papua New Guinea's Accession to ASEAN,,WA,
2023-02-24,014-001-095-086-020,014-001-095-086,20,Individuals Currently Monitored under Foreign Interference (Countermeasures) Act 2021,,WA,
2023-02-24,014-001-095-086-021,014-001-095-086,21,Non-Citizens Married to Singapore Citizens and Subsequently Took Up Citizenship,,WA,
2023-02-24,014-001-095-086-022,014-001-095-086,22,Protocol of Police in Handling Reports of Fraudulent Debit Card Transactions and Bank Account Withdrawals,,WA,
2023-02-24,014-001-095-086-023,014-001-095-086,23,Data on Work Permit Holders Charged with Crimes and Applying for Criminal Legal Aid,,WA,
2023-02-24,014-001-095-086-024,014-001-095-086,24,Breakdown of Grades of Officers Who Retired from Education Service,,WA,
2023-02-24,014-001-095-086-025,014-001-095-086,25,Update on Workgroup Formed to Review Maintenance of Parents Act 1995,,WA,
2023-02-24,014-001-095-086-026,014-001-095-086,26,Uploading of TraceTogether Device Data onto Ministry's Server,,WA,
2023-02-24,014-001-095-086-027,014-001-095-086,27,"Tracking of Children Contracting Hand, Foot and Mouth Disease",,WA,
2023-02-24,014-001-095-086-028,014-001-095-086,28,Data on Subsidised and Unsubsidised In-vitro Fertilisation Treatments,,WA,
2023-02-24,014-001-095-086-029,014-001-095-086,29,Data on Work Permit Holders Who Are Paid Electronically and Not Living in Dormitories,,WA,
