Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,Ms Sun Xueling,asked,1,1,013-001-094-011-001-001,1
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,The Minister for Communications and Information (Assoc Prof Dr Yaacob Ibrahim),"  Madam, I thank Ms Sun Xueling for her question on our transition from analogue to digital signals for TV broadcast.",1,2,013-001-094-011-001-002,2
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,The Minister for Communications and Information (Assoc Prof Dr Yaacob Ibrahim),"Madam, we launched the Digital TV (DTV) Assistance Scheme on 29 September 2014. The Assistance Scheme is meant to provide about 160,000 low-income households with a free digital set-top box and indoor antenna, which will allow them to use their existing television sets to receive DTV signals. Once an estate is able to receive good indoor DTV reception, that is, they are DTV-ready, MDA sends notification letters to eligible households and makes available application forms for the Assistance Scheme at the community centres and social welfare offices.",2,3,013-001-094-011-001-003,3
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,The Minister for Communications and Information (Assoc Prof Dr Yaacob Ibrahim),"MDA produces DTV information booklets in four languages that are sent to individual homes once the estate is DTV-ready. MDA has also advertised the digital switchover initiative on TV, radio, MRT trains, bus stop shelters, as well as print and online media. MDA is partnering retailers and organising roadshows in the heartlands to encourage early DTV adoption. Public response has been positive. In a survey conducted by MDA in December 2015, we were encouraged to note that 62% of households knew how to receive DTV channels.",3,4,013-001-094-011-001-004,4
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,The Minister for Communications and Information (Assoc Prof Dr Yaacob Ibrahim),"Since the launch of the DTV Assistance Scheme, over 84,000 households have been notified of their eligibility, and close to 39,000, or 46% of these households, have received the assistance package. Madam, we are on track to notify all eligible households by early 2017 when all estates are DTV-ready.",4,5,013-001-094-011-001-005,5
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,The Minister for Communications and Information (Assoc Prof Dr Yaacob Ibrahim),"MDA assesses that the adoption rate of 46% for the Assistance Scheme is a good sign. There are several reasons why a household may choose not to accept the assistance package. Firstly, they may already be a pay TV subscriber, and hence will not need a separate DTV set-top box. Secondly, they may have purchased newer-model TV sets that are DTV-ready. The third possibility may be that despite the letters going out, they may still be unaware of the transition to digital broadcasting.",5,6,013-001-094-011-001-006,6
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,The Minister for Communications and Information (Assoc Prof Dr Yaacob Ibrahim),"It is this third possibility that we are most concerned about. We will continue to engage the public and our stakeholders to raise DTV awareness. MDA plans to step up publicity in the lead-up to the cessation of analogue broadcasting at the end of 2017, and to track and encourage early adoption among households. Apart from public communications, MDA has worked with the voluntary welfare organisations and senior activity centres to reach out to the elderly and the disabled, to assist them with the digital switchover. We are confident that more and more households will switch to DTV as we near the shutdown of analogue TV broadcast.",6,7,013-001-094-011-001-007,7
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,Mdm Speaker, ,1,8,013-001-094-011-001-008,8
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,Ms Sun Xueling (Pasir Ris-Punggol), ,1,9,013-001-094-011-001-009,9
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,Mdm Speaker, ,1,10,013-001-094-011-001-010,10
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,Ms Sun Xueling, ,1,11,013-001-094-011-001-011,11
2016-04-04,Take-up Rate for Digital TV Assistance Scheme,013-001-094-011-001,Assoc Prof Dr Yaacob Ibrahim, ,1,12,013-001-094-011-001-012,12
2016-04-04,Criteria for Set-up of Public Library,013-001-094-011-002,Ms Sun Xueling,asked,1,1,013-001-094-011-002-001,13
