Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2020-10-06,014-001-095-008-001,014-001-095-008,1,Impact of COVID-19 on Foreign Students Who Need to Serve Out Their Tuition Bonds,,OA,
2020-10-06,014-001-095-008-002,014-001-095-008,2,Plans to Help Aviation Sector Recover from COVID-19 Impact,,OA,
2020-10-06,014-001-095-008-003,014-001-095-008,3,Implications of Converting Johor Bahru-Singapore Rapid Transit into Light Rail Transit,,OA,
2020-10-06,014-001-095-008-004,014-001-095-008,4,Impact of COVID-19 Pandemic on SAF Operations and Training,,OA,
2020-10-06,014-001-095-008-005,014-001-095-008,5,Expand Powers under Mental Health Act to Allow for Intervention when Relatives Do Not Allow Patients To Receive Treatment,,OA,
2020-10-06,014-001-095-008-006,014-001-095-008,6,Support for Workers Suffering from Workplace-Related Mental Health Issues,,OA,
2020-10-06,014-001-095-008-007,014-001-095-008,7,Measures to Tackle Scam Crimes,,OA,
2020-10-06,014-001-095-008-008,014-001-095-008,8,Proposal to Conduct Skills Test in Singapore for Foreign Workers for Construction Sector,,OA,
2020-10-06,014-001-095-008-009,014-001-095-008,9,Complaints of Defects in New HDB BTO Flats,,OA,
2020-10-06,014-001-095-008-010,014-001-095-008,10,Attention to Employment Prospects for Persons with Special Needs amidst COVID-19 Pandemic,,OA,
2020-10-06,014-001-095-008-011,014-001-095-008,11,Profile of Employees Retrenched due to COVID-19 Pandemic,,OA,
2020-10-06,014-001-095-008-012,014-001-095-008,12,Aviation Recovery,Statement by Minister for Transport,OS,
2020-10-06,014-001-095-008-013,014-001-095-008,13,Goods and Services Tax (Amendment) Bill,,BI,
2020-10-06,014-001-095-008-014,014-001-095-008,14,Time Limit for Minister's Speech,Suspension of Standing Orders,OS,
2020-10-06,014-001-095-008-015,014-001-095-008,15,Civil Law (Amendment) Bill,,BP,
2020-10-06,014-001-095-008-016,014-001-095-008,16,Medical Registration (Amendment) Bill,,BP,
2020-10-06,014-001-095-008-017,014-001-095-008,17,Exempted Business,,OS,
2020-10-06,014-001-095-008-018,014-001-095-008,18,Housing and Development Board (Amendment) Bill,,BP,
2020-10-06,014-001-095-008-019,014-001-095-008,19,Adjournment,,OS,
2020-10-06,014-001-095-008-020,014-001-095-008,20,Increasing Support for the Sustenance of Livelihoods amongst Performing Arts Workers,,OS,
