Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2019-03-05,013-002-094-098-001,013-002-094-098,1,Estimates of Expenditure for The Financial Year 1 April 2019 to 31 March 2020,Committee of Supply – Paper Cmd 19 of 2019,OS,
2019-03-05,013-002-094-098-002,013-002-094-098,2,Committee of Supply – Head K (Ministry of Education),,OS,
2019-03-05,013-002-094-098-003,013-002-094-098,3,Committee of Supply – Head S (Ministry of Manpower),,OS,
2019-03-05,013-002-094-098-004,013-002-094-098,4,Committee of Supply – Head I (Ministry of Social and Family Development),,OS,
2019-03-05,013-002-094-098-005,013-002-094-098,5,Committee of Supply Reporting Progress,,OS,
2019-03-05,013-002-094-098-006,013-002-094-098,6,Adjournment,,OS,
2019-03-05,013-002-094-098-007,013-002-094-098,7,Total Cost of Providing Long-term Care in Singapore in Latest Available Financial Year,,WA,
2019-03-05,013-002-094-098-008,013-002-094-098,8,Recurrent Costs of Government's Healthcare and Long-term Care Expenditure,,WA,
2019-03-05,013-002-094-098-009,013-002-094-098,9,"Plans for Unused Former Primary School, Ex-Neighbourhood Police Centre and Decommissioned Petrol Station in Woodlands Town",,WA,
2019-03-05,013-002-094-098-010,013-002-094-098,10,Workers in Cleaning Sector on R1 (Higher Skilled) Scheme,,WA,
