Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2022-11-30,014-001-095-078-001,014-001-095-078,1,Plans for Fauna and Flora of Jurong Bird Park after 3 January 2023 Closure,,OA,
2022-11-30,014-001-095-078-002,014-001-095-078,2,Government Assistance for Residents who are Not Digitally Literate,,OA,
2022-11-30,014-001-095-078-003,014-001-095-078,3,"Impact of FTX's Bankruptcy on Singapore's Financial Markets, Regulation of Asset Classes and Strategies of Investment Entities",,OA,
2022-11-30,014-001-095-078-004,014-001-095-078,4,Measures against Night Business Operators Causing Noise Disamenity That Affect Residents ,,OA,
2022-11-30,014-001-095-078-005,014-001-095-078,5,Protection for Customers of Home-based or Micro Businesses,,OA,
2022-11-30,014-001-095-078-006,014-001-095-078,6,Weightage of Patients' Feedback on Performance Grading of Nurses,,OA,
2022-11-30,014-001-095-078-007,014-001-095-078,7,Incentivising SMEs to Lease Electric Vehicles for Commercial Use,,OA,
2022-11-30,014-001-095-078-008,014-001-095-078,8,Opening Rail Lines to New Operators,,OA,
2022-11-30,014-001-095-078-009,014-001-095-078,9,Employment Pass to Attract and Retain Foreign Nurses at Restructured Hospitals,,OA,
2022-11-30,014-001-095-078-010,014-001-095-078,10,Electric Vehicles Charging Bill,,BP,
2022-11-30,014-001-095-078-011,014-001-095-078,11,State Lands Protection Bill,,BP,
2022-11-30,014-001-095-078-012,014-001-095-078,12,Adjournment,,OS,
2022-11-30,014-001-095-078-013,014-001-095-078,13,Drop-out Rate among Students Enrolled in Integrated Programme,,WANA,
2022-11-30,014-001-095-078-014,014-001-095-078,14,Use of Technology to Enhance Care and Safety for Seniors Living Alone,,WANA,
2022-11-30,014-001-095-078-015,014-001-095-078,15,Converting Underutilised Multi-storey Car Parks and Other Common Areas into Bicycle Parking Spaces,,WANA,
2022-11-30,014-001-095-078-016,014-001-095-078,16,Traffic Accidents Involving Children Aged 18 and Below,,WANA,
2022-11-30,014-001-095-078-017,014-001-095-078,17,Personal Alarms linked to Larger Healthcare Network for HDB's Enhancement for Active Seniors Programme,,WANA,
2022-11-30,014-001-095-078-018,014-001-095-078,18,Banks Offering Alleged Scam Victims Final Settlement Sums Lower than Scammed Amount,,WANA,
2022-11-30,014-001-095-078-019,014-001-095-078,19,Efforts to Increase Supply of HDB BTO Flats in Non-mature Estates,,WANA,
2022-11-30,014-001-095-078-020,014-001-095-078,20,Checks on Work Sites to Ensure Clearance of Land is In Accordance with Regulations,,WANA,
2022-11-30,014-001-095-078-021,014-001-095-078,21,Child Abuse Cases Identified through Signal for Help Programme,,WANA,
2022-11-30,014-001-095-078-022,014-001-095-078,22,Collection of NRIC and Personally Identifiable Information by Security Officers at Commercial and Private Residential Facilities,,WANA,
2022-11-30,014-001-095-078-023,014-001-095-078,23,Waiting Time for Admission to Shelter when Case is Reported at Family Service Centre,,WANA,
2022-11-30,014-001-095-078-024,014-001-095-078,24,Dealing Effectively with Overpopulation of Birds in HDB Estates,,WANA,
2022-11-30,014-001-095-078-025,014-001-095-078,25,Shortfall in Gas Supply from Sumatra and Impact on Businesses and Residents,,WANA,
2022-11-30,014-001-095-078-026,014-001-095-078,26,Enhancing Knowledge and Understanding of Palliative and End-of-life Care amongst Healthcare Professionals,,WANA,
2022-11-30,014-001-095-078-027,014-001-095-078,27,"Inclusion of Data from ""Buy Now, Pay Later"" and Licensed Moneylender Arrangements in Consumer Credit Reports",,WANA,
2022-11-30,014-001-095-078-028,014-001-095-078,28,Warranty Period and Maintenance Costs for Retractable Clothes Drying Racks in HDB Flats,,WANA,
2022-11-30,014-001-095-078-029,014-001-095-078,29,Property Tax Collected from Owner-occupied and Non-owner-occupied HDB Flats,,WA,
