Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-03-20,Rearrangement of Business,014-001-095-093-001,Mr Speaker,  Order. Leader.,1,1,014-001-095-093-001-001,1
2023-03-20,Rearrangement of Business,014-001-095-093-001,The Leader of the House (Ms Indranee Rajah),"  Mr Speaker, I beg to move, ""That, pursuant to Standing Order 10(2), the order of business for today's Sitting be varied, such that after the Introduction of Government Bills, the items of business be taken in the following order  first, Motion on Singapore’s COVID-19 Response; second, Second Reading of the Misuse of Drugs (Amendment) Bill; third, Second Reading of the Constitution of the Republic of Singapore (Amendment) Bill; and fourth, Second Reading of the Resource Sustainability (Amendment) Bill.""",1,2,014-001-095-093-001-002,2
2023-03-20,Rearrangement of Business,014-001-095-093-001,The Leader of the House (Ms Indranee Rajah),"Mr Speaker, we will be debating the Motion on Singapore's COVID-19 Response later today. Our healthcare and frontline workers had been at the forefront of the battle against COVID-19. We have thus invited representative healthcare and frontline workers to attend Parliament when the Motion is moved, so that we can acknowledge their efforts and put on record our gratitude and appreciation to all the healthcare and frontline workers in their presence.",2,3,014-001-095-093-001-003,3
2023-03-20,Rearrangement of Business,014-001-095-093-001,The Leader of the House (Ms Indranee Rajah),"Under the current Order of Business in the Order Paper, the commencement time of the Motion is variable, depending on the duration of the speeches and clarifications in the Second Readings of the three Bills. It would also likely start only in the evening. As such, I am moving to revise the Order of Business as stated earlier, to provide certainty in timetabling and not inconvenience these healthcare and frontline workers, many of whom may have had to take time off to attend. Mr Speaker, I beg to move.",3,4,014-001-095-093-001-004,4
2023-03-20,Rearrangement of Business,014-001-095-093-001,The Leader of the House (Ms Indranee Rajah),"[(proc text) Question put, and agreed to. (proc text)]",4,5,014-001-095-093-001-005,5
2023-03-20,Rearrangement of Business,014-001-095-093-001,The Leader of the House (Ms Indranee Rajah),"[(proc text) Resolved, ""That, pursuant to Standing Order 10(2), the order of business for today's Sitting be varied, such that after the Introduction of Government Bills, the items of business be taken in the following order  first, Motion on Singapore’s COVID-19 Response; second, Second Reading of the Misuse of Drugs (Amendment) Bill; third, Second Reading of the Constitution of the Republic of Singapore (Amendment) Bill; and fourth, Second Reading of the Resource Sustainability (Amendment) Bill."" – [Ms Indranee Rajah]. (proc text)]",5,6,014-001-095-093-001-006,6
2023-03-20,Rearrangement of Business,014-001-095-093-001,Mr Speaker,  Order. Questions for Oral Answer. Mr Saktiandi Supaat.,1,7,014-001-095-093-001-007,7
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Saktiandi Supaat,asked the Prime Minister given the new normal of endemic COVID-19 and shifts in global inflation dynamics (a) whether Singapore’s long-term inflation expectations are well anchored; (b) whether there is the risk of de-anchoring of inflation returning to our long-term target in a timely manner under current challenging global macroeconomic and supply conditions; and (c) whether there is also a risk that our current estimates of long-term inflation have risen.,1,1,014-001-095-093-002-001,8
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,"The Minister of State for Culture, Community and Youth and Trade and Industry (Mr Alvin Tan) (for the Prime Minister)","  Mr Speaker, Sir, available measures indicate that Singapore’s longer-term inflation expectations remain well anchored. The five-year ahead inflation forecasts of economists and professional forecasters have been broadly unchanged over the past two years. While households’ longer-term inflation expectations picked up in late 2021 to early 2022 alongside the rise in global and domestic inflation, the latest survey from December showed that expectations have fallen to close to their historical levels.",1,2,014-001-095-093-002-002,9
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,"The Minister of State for Culture, Community and Youth and Trade and Industry (Mr Alvin Tan) (for the Prime Minister)","The stabilisation of households’ longer-term inflation expectations occurred alongside a similar outturn in actual inflation in late 2022. Year-on-year, MAS Core Inflation remained unchanged at 5.1% in Q4 2022 compared to Q3, after rising continuously since Q1 2021. On a month-on-month basis, the pace of increase in core prices has trended down over the second half of 2022.",2,3,014-001-095-093-002-003,10
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,"The Minister of State for Culture, Community and Youth and Trade and Industry (Mr Alvin Tan) (for the Prime Minister)","The Monetary Authority of Singapore (MAS), like other central banks, will continue to focus on stabilising near-term inflation and price expectations, as these weigh heavily in the formation of longer-term inflation expectations.",3,4,014-001-095-093-002-004,11
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,"The Minister of State for Culture, Community and Youth and Trade and Industry (Mr Alvin Tan) (for the Prime Minister)","As the Member observed, multiple factors will influence the path of global, regional, and domestic inflation over the longer term. These include, for instance, demographics, technological advances that impact productivity, future trends in globalisation and central banks’ commitments to ensure low and stable inflation in their economies. These factors can potentially boost or dampen inflation. There is therefore uncertainty and a significant diversity of views among central bankers, academics and analysts on the likely inflation trends in the long term.",4,5,014-001-095-093-002-005,12
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,"The Minister of State for Culture, Community and Youth and Trade and Industry (Mr Alvin Tan) (for the Prime Minister)","I would like to reassure Members that MAS is closely monitoring and assessing these developments, and is unwavering in its objective of securing price stability for sustainable growth.",5,6,014-001-095-093-002-006,13
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Speaker,  Mr Saktiandi.,1,7,014-001-095-093-002-007,14
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Saktiandi Supaat (Bishan-Toa Payoh),"  Thank you, Mr Speaker. I would like to thank the Minister of State for his answer to my question. I have two supplementary questions. My first is in regard to the assessment of the long-term inflation by MAS and the Government. How often would MAS or the Government assess the long-term inflation estimates, taking into consideration the changes in dynamics in commodity prices, global shifts and inflation dynamics?",1,8,014-001-095-093-002-008,15
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Saktiandi Supaat (Bishan-Toa Payoh),"The second question is related to what has happened overnight and things that have happened in the financial sector globally. How does financial stability play a part in our exchange rate policy considerations and also long-term inflation? If the Minister of State can also briefly share about the latest developments on financial stability, given overnight happenings – what impact do those have on inflation and Singapore's financial sector as well?",2,9,014-001-095-093-002-009,16
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Alvin Tan,"  Sir, I thank the Member for his supplementary questions. The longer-term inflation expectations are proxied by five-year ahead forecasts for inflation, both looking at professional forecasters as well as household expectations. The household expectations survey, the DBS-SKBI SInDEx (Singapore Index of Inflation Expectations) Survey, as I mentioned, has shown that five-year ahead inflation forecasts have stabilised over the June and September surveys, and fell in the latest survey in December. So, it is a mixture of both professional forecasters as well as household expectations.",1,10,014-001-095-093-002-010,17
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Alvin Tan,"With regard to the Member's second supplementary question, I will frame the context in terms of how that would be impacted by or affecting longer-term inflation. As Members know, MAS' monetary policy is medium-term focused to achieve low and stable inflation as the basis for Singapore's economic growth. MAS has tightened monetary policy since October 2021 and will continue to closely monitor global and domestic economic developments in the run-up to the scheduled policy review in April 2023, where it will take into account the implications for inflation as well as growth.",2,11,014-001-095-093-002-011,18
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Alvin Tan,"By themselves, near-term shocks such as the recent developments in the international banking industry would not have direct implications for the long-term path of inflation and the Singapore Dollar Nominal Effective Exchange Rate or S$NEER. As I mentioned in my earlier response, these depend on longer-term structural factors such as demographics, tech advances that impact productivity as well as future trends in globalisation.",3,12,014-001-095-093-002-012,19
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Alvin Tan,"But as the Member also observed, there have been developments overnight and earlier this morning, and I would like to point Members to the statement that MAS had issued this morning and other statements related to developments in the international banking sector on 16 March 2023 as well as 13 March 2023.",4,13,014-001-095-093-002-013,20
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Alvin Tan,"Allow me to make a few quick points. First, Credit Suisse Group AG will continue operating in Singapore with no interruptions or restrictions following the announced takeover by UBS Group AG or UBS. Customers of Credit Suisse will continue to have full access to their accounts and Credit Suisse's contracts with counterparties remain in force.",5,14,014-001-095-093-002-014,21
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Alvin Tan,The takeover is not expected to have an impact on the stability of Singapore's banking system.,6,15,014-001-095-093-002-015,22
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Alvin Tan,"Second, Singapore's banking system remains sound and resilient. The Singapore dollar money market and foreign exchange market continue to function well. The Singapore banking system has insignificant exposures to the failed banks in the US. And Singapore banks have confirmed that exposure to Credit Suisse is insignificant. Banks in Singapore are well-capitalised and conduct regular stress tests against credit and other risks. Their liquidity positions are healthy, underpinned by a stable and diversified funding base.",7,16,014-001-095-093-002-016,23
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Alvin Tan,"MAS will continue to closely monitor the domestic financial system and international developments, and stands ready to provide the liquidity through its suite of facilities to ensure that Singapore's financial system remains stable and financial markets continue to function in an orderly manner.",8,17,014-001-095-093-002-017,24
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Speaker,  Assoc Prof Jamus Lim.,1,18,014-001-095-093-002-018,25
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Assoc Prof Jamus Jerome Lim (Sengkang),"  Just a quick follow-up on the question about inflation expectations. I wonder if the Minister of State can elaborate on whether MAS has observed any evidence of inflation pressures actually passing through to wages, in particular? And if so, what kind of mitigation mechanisms does the MAS have in terms of dealing with the possibility that this could become more entrenched?",1,19,014-001-095-093-002-019,26
2023-03-20,Assessment of Singapore's Long-term Inflation Expectations,014-001-095-093-002,Mr Alvin Tan,"  I think the Member for his supplementary question. As MAS has also communicated, MAS Core Inflation is expected to ease more discernably over the second half of 2023. This reflects a combination of base effects and also moderating external and domestic labour cost pressures. What does this entail? It actually suggests that longer-term inflation expectations are unlikely to persistently increase. Of course, we are looking at this and monitoring this very closely.",1,20,014-001-095-093-002-020,27
