Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2023-02-14,014-001-095-083-001,014-001-095-083,1,Continuous Monitoring of Vital Signs of Babies Admitted to Neonatal Intensive Care Units at Hospitals,,OA,
2023-02-14,014-001-095-083-002,014-001-095-083,2,Effect of Prices of Goods on Major E-commerce Platforms on Consumer Price Index,,OA,
2023-02-14,014-001-095-083-003,014-001-095-083,3,Tax Benefits Enjoyed by Family Offices in Singapore and Spin-offs for the Economy,,OA,
2023-02-14,014-001-095-083-004,014-001-095-083,4,Proposal to Require USB-C to be Adopted as Charging Standard for Portable Electronics,,OA,
2023-02-14,014-001-095-083-005,014-001-095-083,5,Cases where Older Workers in PWM Sectors Suffer Demotion and Salary Cuts for Failing to Pass Required Certification Tests due to Language Literacy Gaps,,OA,
2023-02-14,014-001-095-083-006,014-001-095-083,6,Enhancing Employability of Caregivers who Experienced Career Interruption,,OA,
2023-02-14,014-001-095-083-007,014-001-095-083,7,Extension of Inclusive Business Programme to Industrial Properties Operated by JTC,,OA,
2023-02-14,014-001-095-083-008,014-001-095-083,8,Legislative Levers to Strengthen Internal Security Department's Capacity Given Increase in Cases of Youths being Self-radicalised,,OA,
2023-02-14,014-001-095-083-009,014-001-095-083,9,"Sustainability of Tray and Crockery Return Movements at Hawker Centres, Coffee Shops and Food Courts",,OA,
2023-02-14,014-001-095-083-010,014-001-095-083,10,Progress by Public Service on Eliminating Single-use Items in Food Catering for Their Events,,OA,
2023-02-14,014-001-095-083-011,014-001-095-083,11,Regulations on Practice Where Individuals Hold More Board Directorships than They Can Handle,,OA,
2023-02-14,014-001-095-083-012,014-001-095-083,12,Expected Cost Savings for Government from Pursuit of Healthier SG Initiative,,OA,
2023-02-14,014-001-095-083-013,014-001-095-083,13,Empowerment of Community Disputes Resolution Tribunals to Require Medical Assessments of Claimants and Respondents,,OA,
2023-02-14,014-001-095-083-014,014-001-095-083,14,Checks on Singapore Companies to Prohibit Transfer to Myanmar of Items with Potential Military Application,,OA,
2023-02-14,014-001-095-083-015,014-001-095-083,15,Review to Tighten Licensing Conditions for Electricity Retailers to Better Protect Consumers,,OA,
2023-02-14,014-001-095-083-016,014-001-095-083,16,Proposal for Inclusion of Registrar's Empowerment Clause in Court Orders to Facilitate Sale and Transfer of Matrimonial Assets,,OA,
2023-02-14,014-001-095-083-017,014-001-095-083,17,Recourse for Residents Faced With Long-term Water Seepage Problems in HDB Flats,,OA,
2023-02-14,014-001-095-083-018,014-001-095-083,18,Development and Launch of mRNA-based Vaccines for Cancer in Singapore,,OA,
2023-02-14,014-001-095-083-019,014-001-095-083,19,Data on Cost Incurred to Accelerate Development of HDB BTO Projects Announced to Date,,OA,
2023-02-14,014-001-095-083-020,014-001-095-083,20,Impact of Increase in Visitors from China on Singapore's Rental and Property Prices,,OA,
2023-02-14,014-001-095-083-021,014-001-095-083,21,Singapore Residents' Total Spending on E-Commerce Platforms and Measures to Support Local Businesses,,OA,
2023-02-14,014-001-095-083-022,014-001-095-083,22,Annual Budget Statement,,OS,
2023-02-14,014-001-095-083-023,014-001-095-083,23,Adjournment,,OS,
2023-02-14,014-001-095-083-024,014-001-095-083,24,Data on Those in Reformative Training Detained Past Minimum Detention Period,,WA,
2023-02-14,014-001-095-083-025,014-001-095-083,25,Penalties for Money Mules who Sold Control of Bank Accounts or Singpass Details for Scams and Money Laundering Activities,,WA,
2023-02-14,014-001-095-083-026,014-001-095-083,26,Deployment of Mobile Speed Cameras to Encourage Motorists to Comply with Speed Limits on Roads,,WA,
2023-02-14,014-001-095-083-027,014-001-095-083,27,"Quality Assurance Control for Aviation Companies in Maintenance, Repair and Overhaul Sector and Feedback for Non-compliance",,WA,
2023-02-14,014-001-095-083-028,014-001-095-083,28,Cooperative and Unified Smart Traffic System Project's Ability to Detect Bicycles,,WA,
2023-02-14,014-001-095-083-029,014-001-095-083,29,Raising Public Awareness on Nutri-Grade Labelling and Key-performance Indicators for its Success,,WA,
2023-02-14,014-001-095-083-030,014-001-095-083,30,Number of Resident Life and Escalator Workers in Progressive Wage Model Job Roles,,WA,
2023-02-14,014-001-095-083-031,014-001-095-083,31,Tracking Number of Students in Lift and Escalator-related Courses,,WA,
2023-02-14,014-001-095-083-032,014-001-095-083,32,Book Exchange Corner in Public Libraries,,WA,
2023-02-14,014-001-095-083-033,014-001-095-083,33,Update on Suggestion for President to Issue Congratulatory Notes to Singapore Centenarians on Their Birthdays,,WA,
2023-02-14,014-001-095-083-034,014-001-095-083,34,Number of Caregivers who Stopped Work due to Care Responsibilities and Subsequently Returned to Work,,WA,
