Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2016-03-24,Estimates Committee,013-001-094-010-001,Mdm Speaker, ,1,1,013-001-094-010-001-001,1
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,"  Pursuant to the Constitution of the Republic of Singapore, the Special Select Committee nominated the following nine persons to the President for appointment as Nominated Members of Parliament ",1,1,013-001-094-010-002-001,2
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,Mr Azmoon Ahmad;,2,2,013-001-094-010-002-002,3
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,Ms Chia Yong Yong;,3,3,013-001-094-010-002-003,4
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,Mr Thomas Chua Kee Seng;,4,4,013-001-094-010-002-004,5
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,Mr Ganesh Rajaram;,5,5,013-001-094-010-002-005,6
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,Mr Kok Heng Leun;,6,6,013-001-094-010-002-006,7
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,Ms Kuik Shiao-Yin;,7,7,013-001-094-010-002-007,8
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,Asst Professor Mahdev Mohan;,8,8,013-001-094-010-002-008,9
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,Assoc Professor Randolph Tan;,9,9,013-001-094-010-002-009,10
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,Ms K Thanaletchimi.,10,10,013-001-094-010-002-010,11
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,"On 22 March 2016, President Tony Tan, by Instruments of Appointment dated on the same day, appointed the nine Members as NMPs for a term of two and a half years, with effect from 22 March 2016.",11,11,013-001-094-010-002-011,12
2016-03-24,Nominated Members of Parliament,013-001-094-010-002,Mdm Speaker,The Nominated Members are present today to take their seats. They will now take their oath or affirmation of allegiance.,12,12,013-001-094-010-002-012,13
2016-03-24,Administration of Oaths,013-001-094-010-003,,"The following Members took and subscribed the Oath of Allegiance, or made Affirmation of Allegiance, in the order below ",1,1,013-001-094-010-003-001,14
2016-03-24,Administration of Oaths,013-001-094-010-003,,Mr Azmoon Ahmad (Nominated Member of Parliament);,2,2,013-001-094-010-003-002,15
2016-03-24,Administration of Oaths,013-001-094-010-003,,Ms Chia Yong Yong (Nominated Member of Parliament);,3,3,013-001-094-010-003-003,16
2016-03-24,Administration of Oaths,013-001-094-010-003,,Mr Thomas Chua Kee Seng (Nominated Member of Parliament);,4,4,013-001-094-010-003-004,17
2016-03-24,Administration of Oaths,013-001-094-010-003,,Mr Ganesh Rajaram (Nominated Member of Parliament);,5,5,013-001-094-010-003-005,18
2016-03-24,Administration of Oaths,013-001-094-010-003,,Mr Kok Heng Leun (Nominated Member of Parliament);,6,6,013-001-094-010-003-006,19
2016-03-24,Administration of Oaths,013-001-094-010-003,,Ms Kuik Shiao-Yin (Nominated Member of Parliament);,7,7,013-001-094-010-003-007,20
2016-03-24,Administration of Oaths,013-001-094-010-003,,Asst Professor Mahdev Mohan (Nominated Member of Parliament);,8,8,013-001-094-010-003-008,21
2016-03-24,Administration of Oaths,013-001-094-010-003,,Assoc Professor Randolph Tan (Nominated Member of Parliament);,9,9,013-001-094-010-003-009,22
2016-03-24,Administration of Oaths,013-001-094-010-003,,Ms K Thanaletchimi (Nominated Member of Parliament).,10,10,013-001-094-010-003-010,23
2016-03-24,Administration of Oaths,013-001-094-010-003,Mdm Speaker, ,1,11,013-001-094-010-003-011,24
2016-03-24,Administration of Oaths,013-001-094-010-003,[Mdm Speaker in the Chair],None,1,12,013-001-094-010-003-012,25
2016-03-24,Number of Single Parents who Have Successfully Applied for HDB Flats under ASSIST,013-001-094-010-004,Mr Saktiandi Supaat,asked,1,1,013-001-094-010-004-001,26
2016-03-24,Number of Single Parents who Have Successfully Applied for HDB Flats under ASSIST,013-001-094-010-004,The Minister of State for National Development (Dr Koh Poh Koon),,1,2,013-001-094-010-004-002,27
2016-03-24,Number of Single Parents who Have Successfully Applied for HDB Flats under ASSIST,013-001-094-010-004,The Minister of State for National Development (Dr Koh Poh Koon),"Eighty-five applicants under ASSIST had approached HDB for financial assistance to purchase their flats. HDB helped over half of these applicants. Most needed help with paying the resale levy. HDB assesses the circumstances of each case and provides assistance wherever possible – for example, by incorporating the resale levy into the purchase price of the BTO flat, so that the payments can be spread over a longer period of time. Of the remaining applicants, some wanted to buy a flat beyond their means. In such circumstances, HDB will advise them to buy a flat within their budget instead, while others were advised to defer the flat purchase until they were financially ready.",2,3,013-001-094-010-004-003,28
2016-03-24,Number of Single Parents who Have Successfully Applied for HDB Flats under ASSIST,013-001-094-010-004,The Minister of State for National Development (Dr Koh Poh Koon),Low-income divorced or widowed parents who have no housing options or family support may be allocated public rental flats or interim rental housing. Those who have booked BTO or uncompleted SBF flats may also apply to rent a flat under the Parenthood Provisional Housing Scheme.,3,4,013-001-094-010-004-004,29
2016-03-24,Number of Single Parents who Have Successfully Applied for HDB Flats under ASSIST,013-001-094-010-004,The Minister of State for National Development (Dr Koh Poh Koon),"HDB reviews its policies and rental flat supply regularly to ensure that there are sufficient rental flats for such families. In 2015, about 800 divorced/widowed parents were assisted with various forms of rental housing, the majority being public rental.",4,5,013-001-094-010-004-005,30
2016-03-24,Number of Single Parents who Have Successfully Applied for HDB Flats under ASSIST,013-001-094-010-004,Mr Saktiandi Supaat (Bishan-Toa Payoh), ,1,6,013-001-094-010-004-006,31
2016-03-24,Number of Single Parents who Have Successfully Applied for HDB Flats under ASSIST,013-001-094-010-004,Dr Koh Poh Koon, ,1,7,013-001-094-010-004-007,32
2016-03-24,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,013-001-094-010-005,Mr Zainal Sapari,asked,1,1,013-001-094-010-005-001,33
2016-03-24,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,013-001-094-010-005,The Minister of State for National Development (Dr Koh Poh Koon),,1,2,013-001-094-010-005-002,34
2016-03-24,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,013-001-094-010-005,The Minister of State for National Development (Dr Koh Poh Koon),"Nevertheless, HDB exercises flexibility to allow some families with higher income to get a public rental flat, if they have no family support and no other viable housing options. These include divorced parents with children.",2,3,013-001-094-010-005-003,35
2016-03-24,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,013-001-094-010-005,The Minister of State for National Development (Dr Koh Poh Koon),"HDB also grants priority allocation of rental flats on a case-by-case basis to families with school-going children, for example to accommodate arrangements for the care of these children. Even without priority allocation, the waiting time for a rental flat has been reduced substantially from 21 months in 2008 to four months in 2015.",3,4,013-001-094-010-005-004,36
2016-03-24,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,013-001-094-010-005,The Minister of State for National Development (Dr Koh Poh Koon),"For Sale of Balance Flats (SBF) Exercises, HDB already gives priority to families with children through the Third Child Priority Scheme (TCPS) as well as the Parenthood Priority Scheme (PPS).",4,5,013-001-094-010-005-005,37
2016-03-24,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,013-001-094-010-005,Mr Zainal Sapari (Pasir Ris-Punggol), ,1,6,013-001-094-010-005-006,38
2016-03-24,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,013-001-094-010-005,Dr Koh Poh Koon, ,1,7,013-001-094-010-005-007,39
2016-03-24,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,013-001-094-010-005,Mr Zainal Sapari, ,1,8,013-001-094-010-005-008,40
2016-03-24,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,013-001-094-010-005,Dr Koh Poh Koon, ,1,9,013-001-094-010-005-009,41
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Gan Thiam Poh,asked,1,1,013-001-094-010-006-001,42
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,The Parliamentary Secretary to the Minister for Home Affairs (Mr Amrin Amin),,1,2,013-001-094-010-006-002,43
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,The Parliamentary Secretary to the Minister for Home Affairs (Mr Amrin Amin),"During the period 1 October 2014 to 31 December 2015, a total of 12,743 foreign spouses were granted the LTVP and another 5,879 foreign spouses were granted the LTVP+.",2,3,013-001-094-010-006-003,44
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,The Parliamentary Secretary to the Minister for Home Affairs (Mr Amrin Amin),There is no separate application process for LTVP+. Singaporeans can apply for LTVP or LTVP+ for their foreign spouses through the same process. Foreign spouses who meet the criteria will be granted the LTVP+. Those who do not meet the LTVP+ criteria but meet the LTVP criteria would be granted LTVP.,3,4,013-001-094-010-006-004,45
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,The Parliamentary Secretary to the Minister for Home Affairs (Mr Amrin Amin),"Since the introduction of the LTVP+ on 1 April 2012, an average of 16,738 LTVP/LTVP+ applications have been received annually, of which about 88% were successful. There may be a number of reasons why an application is unsuccessful. These include the ability of the Singaporean spouse to support the family financially, or the length of marriage.",4,5,013-001-094-010-006-005,46
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Gan Thiam Poh (Ang Mo Kio), ,1,6,013-001-094-010-006-006,47
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Amrin Amin, ,1,7,013-001-094-010-006-007,48
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Ms Tin Pei Ling (MacPherson)," Mdm Speaker, I would like to ask the Parliamentary Secretary, both the LTVP and LTVP+ holders are eligible to get a Letter of Consent from the Ministry of Manpower, and they can look for jobs with any employer in Singapore. That is the first matter. The second is should they encounter rejections from employers who say that they cannot employ them, even with a Letter of Consent, notwithstanding other possible reasons, what should they do?",1,8,013-001-094-010-006-008,49
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Ms Tin Pei Ling (MacPherson),"Because one of the feedback has been that employers still consider them as foreign workers and say that it is really troublesome to hire them. That is not very helpful when they are also trying to work to supplement household income, and working towards gaining PR status so that their citizen families – generally, majority are citizen families – can stay intact and remain stable in Singapore.",2,9,013-001-094-010-006-009,50
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Amrin Amin, ,1,10,013-001-094-010-006-010,51
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Darryl David (Ang Mo Kio)," Mdm Speaker, I thank the Parliamentary Secretary for the answer. I would like to put forward the question regarding the application process for the LTVP and LTVP+. Would applicants, for example, who have Singaporean children – one or two children, or even more – are they regarded any differently in terms of the application process? Is the process, perhaps, expedited for such situations?",1,11,013-001-094-010-006-011,52
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Darryl David (Ang Mo Kio),"I ask because I have seen quite a few families, where the father is a citizen and the child is a citizen, and the mother had been trying but had not been able to get the LTVP. Could the Parliamentary Secretary shed some light on this, please?",2,12,013-001-094-010-006-012,53
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Amrin Amin, I thank the Member for the question. Applications for LTVP+ are considered holistically based on a range of factors. This includes the duration of the marriage and whether the couple have children from the marriage and the ability of the Singaporean sponsor to support the family.,1,13,013-001-094-010-006-013,54
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Amrin Amin,"So, it is a range of factors. It is difficult to give the Member assurance that once you have children, that you will automatically get LTVP. The point is that it is a whole basket of factors that needs to be considered.",2,14,013-001-094-010-006-014,55
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Gan Thiam Poh (Ang Mo Kio), ,1,15,013-001-094-010-006-015,56
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Amrin Amin, ,1,16,013-001-094-010-006-016,57
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Seah Kian Peng (Marine Parade),"  Just a supplementary question for the Parliamentary Secretary. I understand that one of the criteria for granting a LTVP+ is whether the marriage is stable. I think that is a sound criterion. I would like to ask whether we can be more transparent and more definitive in terms of what is considered ""stable marriage"". Is it three years, is it two years? If that could be spelt out, it would provide a lot of certainty to the entire family.",1,17,013-001-094-010-006-017,58
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Seah Kian Peng (Marine Parade),"My other suggestion for the Parliamentary Secretary to consider is, if there is such a criterion, whether attempts could be made for those so that for who have met that criterion are automatically upgraded from LTVP to LTVP+, without the need to apply. So, I hope to get your clarification.",2,18,013-001-094-010-006-018,59
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Amrin Amin,"  I thank the Member for the question. There are no plans at this stage to define what a stable marriage is. It is not a very easy thing to define how stable the marriage is. One of the factors we look at is the length of years of the marriage. But there are also various factors including the record of the applicant who is applying, in terms of how many times he or she had been married. It is not easy to put out a set of criteria and say ""These are the criteria and this is it"". But the suggestion is taken; the need for transparency is something we will take very seriously.",1,19,013-001-094-010-006-019,60
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Amrin Amin,"As for the second question, it is currently in the same process. It is considered in the same way. When you apply for LTVP, as I mentioned during my reply just now, that is the same process for LTVP and LTVP+. So, if they qualify for LTVP+, they will be given LTVP+.",2,20,013-001-094-010-006-020,61
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mdm Speaker, ,1,21,013-001-094-010-006-021,62
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Louis Ng Kok Kwang (Nee Soon), ,1,22,013-001-094-010-006-022,63
2016-03-24,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,013-001-094-010-006,Mr Amrin Amin, ,1,23,013-001-094-010-006-023,64
2016-03-24,Environmental Audits on Firms that Attract GIC or Temasek Holdings' Interest,013-001-094-010-007,Mr Leon Perera,asked,1,1,013-001-094-010-007-001,65
2016-03-24,Environmental Audits on Firms that Attract GIC or Temasek Holdings' Interest,013-001-094-010-007,The Senior Minister of State for Finance (Ms Indranee Rajah),,1,2,013-001-094-010-007-002,66
2016-03-24,Environmental Audits on Firms that Attract GIC or Temasek Holdings' Interest,013-001-094-010-007,The Senior Minister of State for Finance (Ms Indranee Rajah),GIC and Temasek have informed us that they do not have investments in such companies causing the haze.,2,3,013-001-094-010-007-003,67
2016-03-24,Environmental Audits on Firms that Attract GIC or Temasek Holdings' Interest,013-001-094-010-007,The Senior Minister of State for Finance (Ms Indranee Rajah),"Temasek has stated that it fully supports zero-burning policies for land clearance, and would urge companies and plantation owners to support and implement responsible and sustainable practices in their operations and their supply chains.",3,4,013-001-094-010-007-004,68
2016-03-24,Environmental Audits on Firms that Attract GIC or Temasek Holdings' Interest,013-001-094-010-007,The Senior Minister of State for Finance (Ms Indranee Rajah),GIC has also informed the Government that the palm oil companies in Indonesia that GIC invests in have confirmed that they observe zero-burning policies for their plantations. Some of these companies are working towards certifications that require adherence to zero burn practices. GIC's investment teams engage actively with the companies' management and highlight to them that such responsible actions are important to maintain the long-term value of the companies.,4,5,013-001-094-010-007-005,69
2016-03-24,Environmental Audits on Firms that Attract GIC or Temasek Holdings' Interest,013-001-094-010-007,The Senior Minister of State for Finance (Ms Indranee Rajah),The Government will continue to monitor the haze issue and take further steps if necessary.,5,6,013-001-094-010-007-006,70
2016-03-24,Foreign Worker Representation in Tech and IT Sector,013-001-094-010-008,Mr Desmond Choo,asked,1,1,013-001-094-010-008-001,71
2016-03-24,Foreign Worker Representation in Tech and IT Sector,013-001-094-010-008,The Minister for Manpower (Mr Lim Swee Say),"  Mdm Speaker, the Information and Communications Technology (ICT) sector employed 125,300 workers in 2015, comprising about two-third resident workers and one-third work pass holders who are mostly Employment Pass holders.",1,2,013-001-094-010-008-002,72
2016-03-24,Foreign Worker Representation in Tech and IT Sector,013-001-094-010-008,The Minister for Manpower (Mr Lim Swee Say),"IDA estimated that in 2014, there was a shortage of about 15,000 ICT professionals. With the rapid advancement and widespread adoption of technology in Singapore's push to become a Smart Nation, further demand for ICT manpower will continue to be strong both in terms of numbers and the range of skills and expertise needed. IDA estimates that by 2017, another 15,000 specialists may be required, especially in growth areas such as software and application development, network and infrastructure, cyber security and data analytics.",2,3,013-001-094-010-008-003,73
