Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,Dr Wan Rizal,asked the Minister for Manpower whether the Ministry will consider normalising work-from-home arrangements in the post-pandemic period and advocate among companies for more flexibility in work arrangements beyond the current crisis.,1,1,014-001-095-010-001-001,1
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,The Minister of State for Manpower (Ms Gan Siow Huang) (for the Minister for Manpower),"  Work-from-home, or WFH, has become the norm during the COVID-19 period, with many employers implementing WFH arrangements, for the safety of their employees.",1,2,014-001-095-010-001-002,2
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,The Minister of State for Manpower (Ms Gan Siow Huang) (for the Minister for Manpower),"We are heartened by the speed at which companies and employees have adapted to the WFH arrangements during this period. Even as more are allowed to return to the workplace, some employers continue to allow their employees to WFH and return to the office only when needed. It is an encouraging sign that more people recognise the benefits of working from home and that it is becoming part of the “new normal”.",2,3,014-001-095-010-001-003,3
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,The Minister of State for Manpower (Ms Gan Siow Huang) (for the Minister for Manpower),"At the same time, we recognise that WFH may not be feasible under certain conditions. These include situations where workers have to be physically present at the workplace to operate machinery, or where there are challenges in working from home due to not so conducive home environments.",3,4,014-001-095-010-001-004,4
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,The Minister of State for Manpower (Ms Gan Siow Huang) (for the Minister for Manpower),"MOM will continue to advocate for the implementation of flexible work arrangements, or FWAs. In 2019, about 85% of employers offered some form of formal or ad hoc FWAs in the workplace. More than 7,000 companies have also adopted the Tripartite Standard on FWAs. MOM welcomes suggestions to implement FWAs and will continue to share good practices with employers.",4,5,014-001-095-010-001-005,5
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,Mr Speaker,  Dr Wan Rizal.,1,6,014-001-095-010-001-006,6
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,Dr Wan Rizal (Jalan Besar),"  Thank you, Mr Speaker. I thank the Minister of State for the reply. My question is, while working at home, many employees are subjected to really long hours. Will MOM come up with some law to protect employees? We have seen people who have back-to-back meetings on Zoom and the meetings run past their lunch and dinner times.",1,7,014-001-095-010-001-007,7
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,Mr Speaker,  Our sessions run through lunch too.,1,8,014-001-095-010-001-008,8
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,Ms Gan Siow Huang,"  I thank the hon Dr Wan Rizal for the comment. Indeed, while there are clear benefits of WFH and of continuing with it, it also has a set of new challenges that we are learning about. We are in the process of consultation with employers and employees to look at how we can moderate and also put in place recommendations to make WFH more sustainable in the steady state.",1,9,014-001-095-010-001-009,9
2020-10-15,Normalising Work-from-home Arrangements in Aftermath of COVID-19 Pandemic,014-001-095-010-001,,None,1,10,014-001-095-010-001-010,10
