Date,Topic_CID,Sitting_CID,Order,Title,Subtitle,Section_Type,Question_Count
2016-03-24,013-001-094-010-001,013-001-094-010,1,Estimates Committee,Announcement by Speaker,OS,
2016-03-24,013-001-094-010-002,013-001-094-010,2,Nominated Members of Parliament,Announcement by Speaker,OS,
2016-03-24,013-001-094-010-003,013-001-094-010,3,Administration of Oaths,,OS,
2016-03-24,013-001-094-010-004,013-001-094-010,4,Number of Single Parents who Have Successfully Applied for HDB Flats under ASSIST,,OA,
2016-03-24,013-001-094-010-005,013-001-094-010,5,Less Stringent Criteria for Rental and Purchase of HDB Flats for Families Affected by Divorce or With School-going Children,,OA,
2016-03-24,013-001-094-010-006,013-001-094-010,6,Number of Long-Term Visit Pass Plus Granted after Introduction of Scheme,,OA,
2016-03-24,013-001-094-010-007,013-001-094-010,7,Environmental Audits on Firms that Attract GIC or Temasek Holdings' Interest,,OA,
2016-03-24,013-001-094-010-008,013-001-094-010,8,Foreign Worker Representation in Tech and IT Sector,,OA,
2016-03-24,013-001-094-010-009,013-001-094-010,9,Singaporeans Offered Lower Grade Jobs to Free Up Quota for Foreign Workers for Higher Level Jobs,,OA,
2016-03-24,013-001-094-010-010,013-001-094-010,10,Punishment for SAF Officers Involved in Exercises that Lead to Deaths or Injuries,,OA,
2016-03-24,013-001-094-010-011,013-001-094-010,11,Compensation for National Servicemen Injured During Service Period,,OA,
2016-03-24,013-001-094-010-012,013-001-094-010,12,Quality of Upcoming New Jobs in Tech and IT Sector,,OA,
2016-03-24,013-001-094-010-013,013-001-094-010,13,Monies Disbursed from Malay-Muslim Community Development Fund,,OA,
2016-03-24,013-001-094-010-014,013-001-094-010,14,Homes for Adults with Intellectual Disabilities,Capacity and waiting time,OA,
2016-03-24,013-001-094-010-015,013-001-094-010,15,Approach in Tackling Homeless Cases,,OA,
2016-03-24,013-001-094-010-016,013-001-094-010,16,Reviewing Grant for Families to Hire Foreign Domestic Workers for Care of Disabled Elderly,,OA,
2016-03-24,013-001-094-010-017,013-001-094-010,17,Criteria for Disbursement of Opportunity Fund Grant to Schools,,OA,
2016-03-24,013-001-094-010-018,013-001-094-010,18,Number of Allied Educators in Primary and Secondary Schools,,OA,
2016-03-24,013-001-094-010-019,013-001-094-010,19,Lift Replacement by Town Councils,,OA,
2016-03-24,013-001-094-010-020,013-001-094-010,20,Annual Budget Statement,,OS,
2016-03-24,013-001-094-010-021,013-001-094-010,21,Adjournment,,OS,
2016-03-24,013-001-094-010-022,013-001-094-010,22,Lift Upgrading Programme for Previously Ineligible Flats,,WANA,
2016-03-24,013-001-094-010-023,013-001-094-010,23,CPF Special or Retirement Account Funds for Mortgage Arrears,,WANA,
2016-03-24,013-001-094-010-024,013-001-094-010,24,Labour Crunch in Maritime Industry,,WANA,
2016-03-24,013-001-094-010-025,013-001-094-010,25,Separating Clients' Deposits and Payments to Prevent Unlawful Withdrawal of Funds,,WANA,
2016-03-24,013-001-094-010-026,013-001-094-010,26,Upgrading of Private Estates above 30 Years Old,,WANA,
2016-03-24,013-001-094-010-027,013-001-094-010,27,Repairs and Maintenance Schedule for Nature Parks,,WANA,
2016-03-24,013-001-094-010-028,013-001-094-010,28,Difference between Parking Fees for Surface and Multi-storey Car Parks,,WANA,
2016-03-24,013-001-094-010-029,013-001-094-010,29,Feedback from Public Consultation on Fresh Start Housing Scheme,,WANA,
2016-03-24,013-001-094-010-030,013-001-094-010,30,Ensuring Quality of Works Done for Home Improvement Programme,,WANA,
2016-03-24,013-001-094-010-031,013-001-094-010,31,Role of District Mayors Given Transfer of Functions to Social Service Offices,,WA,
2016-03-24,013-001-094-010-032,013-001-094-010,32,Extension of Operating Hours of MRT Station Pedestrian Walkways,,WA,
2016-03-24,013-001-094-010-033,013-001-094-010,33,Review Full-day Bus Lane Implementation,,WA,
2016-03-24,013-001-094-010-034,013-001-094-010,34,Illegal Parking at Taxi Stands,,WA,
2016-03-24,013-001-094-010-035,013-001-094-010,35,Justification for Building Sheltered Pedestrian Overhead Bridges,,WA,
2016-03-24,013-001-094-010-036,013-001-094-010,36,Reason for Delay in Completion of Sheltered Linkway at Woodleigh Close,,WA,
2016-03-24,013-001-094-010-037,013-001-094-010,37,Breakdown of Account Balances by Gender of CPF Members,,WA,
2016-03-24,013-001-094-010-038,013-001-094-010,38,Property Pledges by CPF Members to Allow for Fund Withdrawal Beyond Basic Retirement Sum,,WA,
2016-03-24,013-001-094-010-039,013-001-094-010,39,Productivity Growth of Government over 10 Years,,WA,
2016-03-24,013-001-094-010-040,013-001-094-010,40,Appeals for Public Rental Flats and Interim Rental Housing,,WA,
